key,0,1
#,,
int32,str,str
0,"TEXT_LEV00001_SEQ_00","0 "
1,"TEXT_LEV00001_SEQ_01","0 "
2,"TEXT_LEV00001_SEQ_02","0 "
3,"TEXT_LEV00001_SEQ_03","0 "
4,"TEXT_LEV00001_SEQ_04","0 "
5,"TEXT_LEV00001_SEQ_05","0 "
6,"TEXT_LEV00001_SEQ_06","0 "
7,"TEXT_LEV00001_SEQ_07","0 "
8,"TEXT_LEV00001_SEQ_08","0 "
9,"TEXT_LEV00001_SEQ_09","0 "
10,"TEXT_LEV00001_SEQ_10","0 "
11,"TEXT_LEV00001_SEQ_11","0 "
12,"TEXT_LEV00001_SEQ_12","0 "
13,"TEXT_LEV00001_SEQ_13","0 "
14,"TEXT_LEV00001_SEQ_14","0 "
15,"TEXT_LEV00001_SEQ_15","0 "
16,"TEXT_LEV00001_SEQ_16","0 "
17,"TEXT_LEV00001_SEQ_17","0 "
18,"TEXT_LEV00001_SEQ_18","0 "
19,"TEXT_LEV00001_SEQ_19","0 "
20,"TEXT_LEV00001_SEQ_20","0 "
21,"TEXT_LEV00001_SEQ_21","0 "
22,"TEXT_LEV00001_SEQ_22","0 "
23,"TEXT_LEV00001_SEQ_23","0 "
24,"TEXT_LEV00001_TODO_00","ショップ君１かイベント君２に話せ！"
25,"TEXT_LEV00001_TODO_01","ボムを倒せ"
26,"TEXT_LEV00001_TODO_02","0"
27,"TEXT_LEV00001_TODO_03","0"
28,"TEXT_LEV00001_TODO_04","0"
29,"TEXT_LEV00001_TODO_05","0"
30,"TEXT_LEV00001_TODO_06","0"
31,"TEXT_LEV00001_TODO_07","0"
32,"TEXT_LEV00001_TODO_08","0"
33,"TEXT_LEV00001_TODO_09","0"
34,"TEXT_LEV00001_TODO_10","0"
35,"TEXT_LEV00001_TODO_11","0"
36,"TEXT_LEV00001_TODO_12","0"
37,"TEXT_LEV00001_TODO_13","0"
38,"TEXT_LEV00001_TODO_14","0"
39,"TEXT_LEV00001_TODO_15","0"
40,"TEXT_LEV00001_TODO_16","0"
41,"TEXT_LEV00001_TODO_17","0"
42,"TEXT_LEV00001_TODO_18","0"
43,"TEXT_LEV00001_TODO_19","0"
44,"TEXT_LEV00001_TODO_20","0"
45,"TEXT_LEV00001_TODO_21","0"
46,"TEXT_LEV00001_TODO_22","0"
47,"TEXT_LEV00001_TODO_23","0"
