key,0,1,2,3,4,5,6
#,,,,,,,
int32,int32,byte,byte,sbyte,sbyte,str,str
0,0,0,0,0,0,"",""
1,136,1,1,0,-2,"Stance","Sheathe/unsheathe your main arm."
2,121,3,1,0,0,"Character","Displays vital information about your character, including attributes, currently equipped gear, titles, currency in possession, and more."
3,124,2,1,0,-1,"Actions & Traits","View and manage the actions and traits available to your character. All actions can be executed from this menu, as well as set to your hotbars."
4,125,9,2,0,0,"Journal","Displays a list of all current and completed quests, levequests, and company missions. From this list, objectives and locations can be confirmed, and duty can be abandoned."
5,167,11,2,0,2,"Timers","Displays time remaining for various duties such as instanced raids, certain quests, and levequest allowance allotment."
6,126,6,1,0,3,"Achievements","Displays a list of in-game achievements, as well as the conditions for obtaining them."
7,143,14,3,0,2,"Gathering Log","Displays information on items previously gathered, as well as mining and logging locations categorized by area."
8,141,12,3,0,0,"Hunting Log","Displays a list of hunting objectives for Disciples of War and Magic. Information on monster habitat, kills recorded, and experience earned is also available."
9,142,13,3,0,1,"Crafting Log","Opens the crafting interface from which you can select items to synthesize."
10,122,5,1,0,2,"Inventory","Displays a list of all crystals and items in your inventory. From this list, items can be equipped, used, discarded, or sorted."
11,123,8,2,0,-1,"Key Items","Displays a list of items used only in specific quests. If key items are discarded, the quest they are used in will be abandoned."
12,137,19,5,0,0,"Party Members","Displays a list of your current party members. From this list you can change member order, and if you are leader, kick other players or dissolve the party altogether."
13,138,23,5,0,4,"Friend List","Displays a list of players on your friend list. From this list you can send /tell messages or invite players to a party."
14,139,24,5,0,5,"Blacklist","Displays a list of players you have added to your blacklist. Not only will text from these players be hidden, but they will be unable to trade with you or invite you to parties."
15,140,22,5,0,3,"Player Search","Search for other players using variables such as name, class, level, and online status."
16,127,16,4,0,0,"Map","Opens the map of your current location. Maps contain information on party members, aetherytes, shops, guilds, and quest destinations. Maps can also be zoomed in or out, or swapped with region or world maps."
17,129,18,5,0,-1,"Emotes","Displays a list of available emote commands which can be executed from the list, or set to your hotbar."
18,130,17,5,0,-2,"Signs","Mark targets with various different signs to make them easier for party members to distinguish."
19,149,29,6,0,2,"System Configuration","Adjust system-related settings such as graphics, sound, gamepad functionality, and more."
20,148,32,6,0,5,"Keybind","Map various in-game functions to your keyboard to better suit your play style."
21,150,31,6,0,4,"User Macros","Create and save multi-step macros to execute complex commands with a single button press. Macros can be assigned icons and set to your hotbar for easy access."
22,151,30,6,0,3,"HUD Layout","Adjust the location and size of all user-interface components."
23,147,33,6,0,7,"Log Out","Log out and return to the title screen."
24,146,34,6,0,8,"Exit Game","Log out and exit the game."
25,152,4,1,0,1,"Armoury Chest","Display gear stored in your Armoury Chest. All gear obtained is automatically moved to the chest and sorted by type. From here it can be equipped, repaired, or returned to your inventory."
26,0,0,0,0,0,"",""
27,128,20,5,0,1,"Free Company","Opens the Free Company interface, where you can access company information, view and leave messages, and execute company commands."
28,131,21,5,0,2,"Linkshells","Displays a list of all linkshell members for all your linkshells."
29,0,0,0,0,0,"",""
30,153,27,6,0,0,"Active Help","Displays a list of all previously viewed active help tutorials."
31,0,0,0,0,0,"",""
32,133,26,6,0,-1,"Support Desk","Search for answers to frequently asked questions, report issues, and confirm messages from the FINAL FANTASY XIV support team."
33,166,10,2,0,1,"Duty Finder","Discover and join party-based duties such as instanced raids and guildhests without having to gather a party yourself."
34,168,28,6,0,1,"Character Configuration","Adjust character-related settings such as camera type, targeting functionality, and display filters."
35,0,0,4,0,1,"Teleport","Instantly travel to any aetheryte to which you have previously attuned. A fee will be collected upon your arrival."
36,0,0,4,0,2,"Return","Instantly return to your current home point. No aetheryte usage fee is required, but you can only use the spell once every 15 minutes (earth time)."
37,0,0,6,0,6,"License","Displays the FINAL FANTASY XIV: A Realm Reborn end user license agreement."
38,0,0,0,0,0,"Personal Logs","（ヘルプ無し）"
39,0,0,0,0,0,"Social Lists","（ヘルプ無し）"
40,0,0,0,0,0,"System","（ヘルプ無し）"
41,0,0,0,0,0,"",""
42,0,0,0,0,0,"",""
43,0,0,0,0,0,"",""
44,0,0,0,0,0,"",""
45,0,0,0,0,0,"",""
46,0,0,0,0,0,"",""
47,0,0,0,0,0,"",""
48,0,0,0,0,0,"",""
49,0,0,0,0,0,"",""
50,0,0,0,0,0,"",""
