key,0,1,2,3
#,,,,
int32,uint32,str,str,str
100,1,"@","【Languages】","Languages."
101,1,"","Please use the auto-translate function.","-"
102,1,"","Japanese","-"
103,1,"","English","-"
104,1,"","French","-"
105,1,"","German","-"
106,1,"","Can you speak Japanese?","-"
107,1,"","Can you speak English?","-"
108,1,"","Can you speak French?","-"
109,1,"","Can you speak German?","-"
110,1,"","I don't speak any English.","-"
111,1,"","I don't speak any Japanese.","-"
112,1,"","I don't speak any French.","-"
113,1,"","I don't speak any German.","-"
114,1,"","Please listen.","-"
115,1,"","Can you hear me?","-"
116,1,"","I can speak a little.","-"
117,1,"","I can understand a little.","-"
118,1,"","Please use simple words.","-"
119,1,"","Please do not abbreviate your words.","-"
120,1,"","I need some time to put together my answer.","-"
200,2,"@","【Greetings】","Greetings."
201,2,"","Nice to meet you.","-"
202,2,"","Good morning!","-"
203,2,"","Hello!","-"
204,2,"","Good evening!","-"
205,2,"","Good night!","-"
206,2,"","Goodbye.","-"
207,2,"","I had fun today!","-"
208,2,"","See you again!","-"
209,2,"","Let's play together again sometime!","-"
210,2,"","I'm back!","-"
211,2,"","Welcome back.","-"
212,2,"","Congratulations!","-"
213,2,"","Good job!","-"
214,2,"","Good luck!","-"
215,2,"","All right!","-"
216,2,"","Thank you.","-"
217,2,"","You're welcome.","-"
218,2,"","Take care.","-"
219,2,"","I'm sorry.","-"
220,2,"","Please forgive me.","-"
221,2,"","That's too bad.","-"
222,2,"","Excuse me...","-"
300,3,"@","【Questions】","Questions."
301,3,"","Who?","-"
302,3,"","Which?","-"
303,3,"","How?","-"
304,3,"","What?","-"
305,3,"","When?","-"
306,3,"","How many?","-"
307,3,"","Where?","-"
308,3,"","Where shall we go?","-"
309,3,"","Which levequest shall we do?","-"
310,3,"","Do you have it?","-"
311,3,"","What weapons can you use?","-"
312,3,"","What guildleves do you have?","-"
313,3,"","Can you do it?","-"
314,3,"","What other classes can you use?","-"
315,3,"","Do you have it set?","-"
316,3,"","What's the battle plan?","-"
317,3,"","Can I add you to my friend list?","-"
318,3,"","Shall we take a break?","-"
319,3,"","Do you want me to repair it?","-"
320,3,"","Do you need any help?","-"
321,3,"","Why?","-"
322,3,"","How come?","-"
323,3,"","Do you want to join my linkshell?","-"
324,3,"","Can I join your linkshell?","-"
325,3,"","Do you want to join my free company?","-"
326,3,"","Can I join your free company?","-"
400,4,"@","【Answers】","Answers."
401,4,"","I don't understand.","-"
402,4,"","No thanks.","-"
403,4,"","Yes, please.","-"
404,4,"","If you would be so kind.","-"
405,4,"","Understood.","-"
406,4,"","I'm sorry. I'm busy now.","-"
407,4,"","I'm playing solo right now.","-"
408,4,"","I don't know how to answer that question.","-"
409,4,"","I see.","-"
410,4,"","Thanks for the offer, but I'll have to pass.","-"
411,4,"","That's interesting.","-"
412,4,"","Um...","-"
413,4,"","Huh!?","-"
414,4,"","Really?","-"
415,4,"","Hmmm.","-"
416,4,"","I have to go soon.","-"
500,5,"@","【Reasons】","Reasons."
501,5,"","Casting spell.","-"
502,5,"","Time for work!","-"
503,5,"","I have plans.","-"
504,5,"","I'm sleepy.","-"
505,5,"","I'm tired.","-"
506,5,"","Have stuff to do, gotta go!","-"
507,5,"","I don't feel well.","-"
508,5,"","I'm not up for it.","-"
509,5,"","I'm interested.","-"
510,5,"","Fighting right now!","-"
511,5,"","I want to make money.","-"
512,5,"","I don't remember.","-"
513,5,"","I don't know.","-"
514,5,"","Just used it.","-"
515,5,"","I want experience points.","-"
516,5,"","Oops!","-"
517,5,"","I already have an invite.","-"
518,5,"","I already have one.","-"
519,5,"","No longer recruiting.","-"
600,6,"@","【Trade】","Trade."
601,6,"","Can I have it?","-"
602,6,"","Can you do it for me?","-"
603,6,"","Lower the price?","-"
604,6,"","Buy?","-"
605,6,"","Sell?","-"
606,6,"","Trade?","-"
607,6,"","Do you need it?","-"
608,6,"","Can you make it?","-"
609,6,"","Do you have it?","-"
610,6,"","Can you repair it?","-"
611,6,"","What materials are needed?","-"
612,6,"","No money!","-"
613,6,"","I don't have anything to give you.","-"
614,6,"","You can have this.","-"
615,6,"","Please.","-"
616,6,"","Reward:","-"
617,6,"","Price:","-"
700,7,"@","【Organize】","Organize."
701,7,"","Looking for members.","-"
702,7,"","Gather together.","-"
703,7,"","Team up?","-"
704,7,"","Are you alone?","-"
705,7,"","Any vacancies?","-"
706,7,"","Please invite me.","-"
707,7,"","Please let me join.","-"
708,7,"","Who is the leader?","-"
709,7,"","Just for a short time is fine.","-"
710,7,"","Our party's full.","-"
711,7,"","Please assist.","-"
712,7,"","Disbanding party.","-"
713,7,"","Taking a break.","-"
714,7,"","It's better if our levels aren't too far apart.","-"
715,7,"","I'm putting together a guildhest party.","-"
716,7,"","Tank","-"
717,7,"","Melee","-"
718,7,"","Ranged","-"
719,7,"","Healer","-"
720,7,"","Buffer","-"
721,7,"","Caster","-"
722,7,"","Looking for party.","-"
723,7,"","Solo","-"
724,7,"","Leader","-"
800,8,"@","【Tactics】","Tactics."
801,8,"","Please follow.","-"
802,8,"","I'll follow you.","-"
803,8,"","Please check it.","-"
804,8,"","Found it!","-"
805,8,"","Full attack!","-"
806,8,"","Pull back.","-"
807,8,"","Watch your aggro!","-"
808,8,"","Defeat this one first!","-"
809,8,"","Please don't attack.","-"
810,8,"","Please deactivate it.","-"
811,8,"","Heal!","-"
812,8,"","Run away!","-"
813,8,"","Help me out!","-"
814,8,"","Stop!","-"
815,8,"","Standing by.","-"
816,8,"","None left.","-"
817,8,"","Don't have it.","-"
818,8,"","Please use it sparingly.","-"
819,8,"","I'll use it sparingly.","-"
820,8,"","I'm weakened.","-"
821,8,"","My gear is in poor condition.","-"
822,8,"","Ready!","-"
823,8,"","Please set enemy marks.","-"
824,8,"","Please use it.","-"
825,8,"","Let's rest for a while.","-"
826,8,"","Front line class","-"
827,8,"","Support role class","-"
828,8,"","Back line class","-"
829,8,"","Weakness","-"
830,8,"","Warning","-"
831,8,"","Recommend","-"
832,8,"","Kill Order","-"
833,8,"","Pulling enemy over.","-"
834,8,"","Drawing enemy over.","-"
835,8,"","Please wait until weakness wears off.","-"
836,8,"","Wait, please.","-"
837,8,"","Target only linked enemies!","-"
838,8,"","I want","-"
839,8,"","Let's meet there.","-"
840,8,"","Stay there.","-"
841,8,"","On my way.","-"
842,8,"","Will be right back.","-"
900,9,"@","【Game Terms】","Game Terms."
901,9,"","Guildleve","-"
902,9,"","Quest","-"
903,9,"","Duty","-"
905,9,"","Gil","-"
906,9,"","Skill","-"
907,9,"","Class","-"
908,9,"","Level","-"
909,9,"","Experience Points","-"
910,9,"","Affinity","-"
911,9,"","Attribute","-"
912,9,"","Elemental Resistance","-"
913,9,"","Fire","-"
914,9,"","Ice","-"
915,9,"","Wind","-"
916,9,"","Earth","-"
917,9,"","Lightning","-"
918,9,"","Water","-"
919,9,"","Astral","-"
920,9,"","Umbral","-"
921,9,"","Guardian","-"
922,9,"","Nameday","-"
923,9,"","Race","-"
924,9,"","Clan","-"
925,9,"","Gender","-"
926,9,"","Title","-"
927,9,"","Quality","-"
928,9,"","To Repair","-"
929,9,"","Status Effect","-"
930,9,"","Cast Time","-"
931,9,"","Recast Time","-"
932,9,"","KO'd","-"
933,9,"","Craft","-"
934,9,"","Gathering","-"
935,9,"","Linkshell","-"
939,9,"","Action","-"
940,9,"","Magic","-"
941,9,"","Weaponskill","-"
942,9,"","Ability","-"
943,9,"","Trait","-"
944,9,"","Gathering Actions","-"
945,9,"","Synthesis Actions","-"
946,9,"","Incapacitated","-"
947,9,"","Enmity","-"
948,9,"","Loot","-"
949,9,"","Enemy Sign","-"
950,9,"","Target","-"
951,9,"","(Gear) Affinity","-"
952,9,"","Unique","-"
953,9,"","Untradable","-"
954,9,"","Party","-"
955,9,"","Map","-"
956,9,"","Log out","-"
958,9,"","Pattern","-"
959,9,"","Retainer","-"
960,9,"","Chocobo","-"
961,9,"","Aetheryte","-"
964,9,"","Trade","-"
965,9,"","Bazaar","-"
966,9,"","Repair","-"
967,9,"","Auto-translation Dictionary","-"
968,9,"","Teleport","-"
969,9,"","Return","-"
970,9,"","Hyur","-"
971,9,"","Elezen","-"
972,9,"","Lalafell","-"
973,9,"","Miqo'te","-"
974,9,"","Roegadyn","-"
975,9,"","Midlander","-"
976,9,"","Highlander","-"
977,9,"","Wildwood","-"
978,9,"","Duskwight","-"
979,9,"","Plainsfolk","-"
980,9,"","Dunesfolk","-"
981,9,"","Seeker of the Sun","-"
982,9,"","Keeper of the Moon","-"
983,9,"","Sea Wolf","-"
984,9,"","Hellsguard","-"
985,9,"","Disciples of War","-"
986,9,"","Disciples of Magic","-"
987,9,"","Disciples of the Land","-"
988,9,"","Disciples of the Hand","-"
989,9,"","Regional Levequest","-"
990,9,"","Local Levequest","-"
991,9,"","Leve Sharing","-"
992,9,"","Leve Link","-"
993,9,"","Guildhest","-"
995,9,"","Item","-"
996,9,"","Item Search","-"
997,9,"","Markets","-"
998,9,"","Support Desk","-"
999,9,"","Emote","-"
1000,9,"","Notorious Monster","-"
1001,9,"","Grand Company","-"
1002,9,"","Instanced Raid","-"
1003,9,"","Maelstrom","-"
1004,9,"","Order of the Twin Adder","-"
1005,9,"","Immortal Flames","-"
1006,9,"","Light Party","-"
1007,9,"","Full Party","-"
1008,9,"","Sidequest","-"
1009,9,"","Grand Company Quest","-"
1010,9,"","Company Leve","-"
1100,9,"","Target Filter","-"
1101,9,"","Ferry","-"
1102,9,"","Levequest Difficulty","-"
1104,9,"","EXP Chain","-"
1105,9,"","Link","-"
1106,9,"","Materia","-"
1107,9,"","Materia Craft","-"
1108,9,"","Spiritbond","-"
1109,9,"","Leve Allowance","-"
1110,9,"","Player Search","-"
1111,9,"","Achievements","-"
1112,9,"","Point Allotment","-"
1113,9,"","Airship","-"
1114,9,"","Exit Game","-"
1115,9,"","Grand Company Rank","-"
1116,9,"","Shutdown","-"
1117,9,"","Job","-"
1118,9,"","Job Change","-"
1119,9,"","Soul Crystal","-"
1120,9,"","Inn","-"
1121,9,"","Inn Room","-"
1122,9,"","Rested Bonus","-"
1123,9,"","Faction Leve","-"
1124,9,"","Class Action","-"
1125,9,"","Job Action","-"
1126,9,"","Additional Action","-"
1127,9,"","Artifact","-"
1128,9,"","Aethernet","-"
1129,9,"","Primal","-"
1130,9,"","Sanction","-"
1131,9,"","Home Point","-"
1132,9,"","Area","-"
1133,9,"","Menu","-"
1134,9,"","Resist","-"
1135,9,"","Active","-"
1136,9,"","Passive","-"
1137,9,"","Aggro","-"
1138,9,"","Area of Effect","-"
1139,9,"","Goobbue","-"
1140,9,"","Journal","-"
1141,9,"","Chocobo Porter","-"
1142,9,"","Hunting","-"
1143,9,"","Log","-"
1144,9,"","Hunting Log","-"
1145,9,"","Gathering Log","-"
1146,9,"","Crafting Log","-"
1147,9,"","Gear Set","-"
1148,9,"","FATE","-"
1149,9,"","Free Company","-"
1150,9,"","Duty Finder","-"
1151,9,"","Armoury Chest","-"
1152,9,"","Company Seals","-"
1153,9,"","Inventory","-"
1154,9,"","Enemy Sign","-"
1155,9,"","Limit Break","-"
1156,9,"","Crystal","-"
1157,9,"","Shard","-"
1158,9,"","Moogle Letter","-"
1159,9,"","Company Board","-"
1160,9,"","Company Chest","-"
1161,9,"","Short Message","-"
1162,9,"","Item Dying","-"
1200,10,"@","【Text Commands】","Text Commands."
1201,10,"","/chatmode","-"
1202,10,"","/say","-"
1203,10,"","/shout","-"
1204,10,"","/tell","-"
1205,10,"","/party","-"
1206,10,"","/linkshell","-"
1207,10,"","/linkshell1","-"
1208,10,"","/linkshell2","-"
1209,10,"","/linkshell3","-"
1210,10,"","/linkshell4","-"
1211,10,"","/linkshell5","-"
1212,10,"","/linkshell6","-"
1213,10,"","/linkshell7","-"
1214,10,"","/linkshell8","-"
1215,10,"","/echo","-"
1216,10,"","/partycmd","-"
1217,10,"","/join","-"
1218,10,"","/decline","-"
1219,10,"","/friendlist","-"
1220,10,"","/blacklist","-"
1221,10,"","/linkshellcmd","-"
1222,10,"","/?","-"
1223,10,"","/wait","-"
1224,10,"","/logout","-"
1225,10,"","/shutdown","-"
1226,10,"","/map","-"
1227,10,"","/check","-"
1228,10,"","/trade","-"
1229,10,"","/return","-"
1230,10,"","/systeminfo","-"
1231,10,"","/stuck","-"
1232,10,"","/action","-"
1233,10,"","/battlemode","-"
1234,10,"","/marking","-"
1235,10,"","/target","-"
1236,10,"","/targetpc","-"
1237,10,"","/targetnpc","-"
1238,10,"","/targetenemy","-"
1239,10,"","/battletarget","-"
1240,10,"","/assist","-"
1241,10,"","/facetarget","-"
1242,10,"","/automove","-"
1243,10,"","/recast","-"
1244,10,"","/loot","-"
1246,10,"","/follow","-"
1247,10,"","/emote","-"
1248,10,"","/surprised","-"
1249,10,"","/angry","-"
1250,10,"","/furious","-"
1251,10,"","/blush","-"
1252,10,"","/bow","-"
1253,10,"","/cheer","-"
1254,10,"","/clap","-"
1255,10,"","/beckon","-"
1256,10,"","/comfort","-"
1257,10,"","/cry","-"
1258,10,"","/dance","-"
1259,10,"","/doubt","-"
1260,10,"","/doze","-"
1261,10,"","/fume","-"
1262,10,"","/goodbye","-"
1263,10,"","/wave","-"
1264,10,"","/huh","-"
1265,10,"","/joy","-"
1266,10,"","/kneel","-"
1267,10,"","/chuckle","-"
1268,10,"","/laugh","-"
1269,10,"","/lookout","-"
1270,10,"","/me","-"
1271,10,"","/no","-"
1272,10,"","/deny","-"
1273,10,"","/panic","-"
1274,10,"","/point","-"
1275,10,"","/poke","-"
1276,10,"","/congratulate","-"
