key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
#,,,,,,,,,,,,,,,,,,,,,,,,
int32,int32,uint16,bool,int32,uint16,bool,int32,uint16,bool,int32,uint16,bool,int32,uint16,bool,int32,uint16,bool,int32,uint16,bool,int32,uint16,bool
0,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
1,4551,1,False,4552,1,False,4551,1,False,4551,1,False,4551,1,False,4551,1,False,4551,1,False,4551,1,False
2,4555,1,False,4556,1,False,4555,1,False,4555,1,False,4555,1,False,4555,1,False,4555,1,False,4555,1,False
3,4565,1,False,4566,1,False,4567,1,False,4568,1,False,0,0,False,0,0,False,0,0,False,0,0,False
4,4551,5,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
5,2549,1,False,2562,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
6,5351,3,False,5352,3,False,5402,3,False,5385,3,False,5383,3,False,0,0,False,0,0,False,0,0,False
7,4,12,False,3,12,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
8,2672,1,False,3023,1,False,3322,1,False,3559,1,False,3774,1,False,0,0,False,0,0,False,0,0,False
9,4313,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
10,5595,5,False,4667,3,False,4746,3,False,4754,3,False,0,0,False,0,0,False,0,0,False,0,0,False
11,1996,1,False,1997,1,False,1820,1,False,1821,1,False,1892,1,False,1893,1,False,0,0,False,0,0,False
12,2654,1,False,3008,1,False,3313,1,False,3538,1,False,3762,1,False,0,0,False,0,0,False,0,0,False
13,2655,1,False,3010,1,False,3309,1,False,3534,1,False,3765,1,False,0,0,False,0,0,False,0,0,False
14,4305,1,False,4198,1,False,4422,1,False,4421,1,False,0,0,False,0,0,False,0,0,False,0,0,False
15,5594,5,False,4551,3,False,4555,2,False,4650,3,False,4639,3,False,4728,3,False,0,0,False,0,0,False
16,1998,1,False,1823,1,False,1894,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
17,2664,1,False,3020,1,False,3319,1,False,3547,1,False,3771,1,False,0,0,False,0,0,False,0,0,False
18,2670,1,False,3017,1,False,3967,1,False,3540,1,False,3772,1,False,0,0,False,0,0,False,0,0,False
19,4209,1,False,4093,1,False,4309,1,False,4430,1,False,4433,1,False,0,0,False,0,0,False,0,0,False
20,5595,5,False,4551,3,False,4555,3,False,4651,3,False,4639,3,False,4728,3,False,0,0,False,0,0,False
21,2002,1,False,1827,1,False,1897,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
22,2703,1,False,3043,1,False,3322,1,False,3559,1,False,3784,1,False,0,0,False,0,0,False,0,0,False
23,2697,1,False,3039,1,False,3974,1,False,3547,1,False,3774,1,False,0,0,False,0,0,False,0,0,False
24,4094,1,False,4097,1,False,4309,1,False,4433,1,False,4311,1,False,4430,1,False,0,0,False,0,0,False
25,5595,5,False,4551,4,False,4555,4,False,4651,3,False,4639,3,False,4730,3,False,0,0,False,0,0,False
26,2315,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
27,5380,3,False,5396,3,False,5383,3,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
28,4,8,False,3,8,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
29,2329,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
30,5351,3,False,5352,3,False,5402,3,False,5385,3,False,0,0,False,0,0,False,0,0,False,0,0,False
31,4,10,False,3,10,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
32,2318,1,False,2331,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
33,5351,3,False,5352,3,False,5402,3,False,5385,3,False,5383,3,False,0,0,False,0,0,False,0,0,False
34,4,12,False,3,12,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
35,2417,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
36,5318,3,False,5291,3,False,5524,3,False,5292,3,False,0,0,False,0,0,False,0,0,False,0,0,False
37,4,8,False,5,8,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
38,2419,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
39,5319,3,False,5291,3,False,5524,3,False,5292,3,False,0,0,False,0,0,False,0,0,False,0,0,False
40,4,10,False,5,10,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
41,2420,1,False,2433,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
42,5460,3,False,5296,3,False,5524,3,False,5292,3,False,0,0,False,0,0,False,0,0,False,0,0,False
43,4,12,False,5,12,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
44,3020,1,False,3315,1,False,3543,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
45,4307,1,False,4204,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
46,5594,5,False,4661,3,False,4745,3,False,4754,3,False,0,0,False,0,0,False,0,0,False,0,0,False
47,3020,1,False,3322,1,False,3543,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
48,4307,1,False,4204,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
49,5595,5,False,4661,3,False,4745,3,False,4754,3,False,0,0,False,0,0,False,0,0,False,0,0,False
50,3023,1,False,3322,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
51,4313,1,False,4204,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
52,5595,5,False,4667,3,False,4746,3,False,4754,3,False,0,0,False,0,0,False,0,0,False,0,0,False
53,2629,1,False,2958,1,False,3274,1,False,3515,1,False,3761,1,False,0,0,False,0,0,False,0,0,False
54,2629,1,False,2960,1,False,3274,1,False,3516,1,False,3740,1,False,0,0,False,0,0,False,0,0,False
55,4551,2,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
56,1996,1,False,1820,1,False,1891,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
57,2652,1,False,2999,1,False,3309,1,False,3530,1,False,3762,1,False,0,0,False,0,0,False,0,0,False
58,2655,1,False,3010,1,False,3309,1,False,3535,1,False,3762,1,False,0,0,False,0,0,False,0,0,False
59,4421,1,False,4091,1,False,4198,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
60,5594,5,False,4551,3,False,4555,2,False,4650,2,False,4639,2,False,4728,2,False,0,0,False,0,0,False
61,5380,2,False,5396,2,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
62,4,4,False,3,4,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
63,2328,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
64,5380,2,False,5396,2,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
65,4,6,False,3,6,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
66,5318,3,False,5291,3,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
67,4,4,False,5,4,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
68,2430,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
69,5318,3,False,5291,3,False,5510,3,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
70,4,6,False,5,6,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
71,2961,1,False,3276,1,False,3532,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
72,5594,5,False,4661,3,False,4745,3,False,4754,3,False,0,0,False,0,0,False,0,0,False,0,0,False
73,2961,1,False,3315,1,False,3532,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
74,4307,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
75,5594,5,False,4661,3,False,4745,3,False,4754,3,False,0,0,False,0,0,False,0,0,False,0,0,False
76,1996,1,False,1958,1,False,1959,1,False,2219,1,False,0,0,False,0,0,False,0,0,False,0,0,False
77,1820,1,False,1821,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
78,1891,1,False,1892,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
79,1602,1,False,1603,1,False,2226,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
80,1681,1,False,1682,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
81,1750,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
82,2106,1,False,2056,1,False,2219,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
83,2143,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
