key,0,1
#,,
int32,str,uint32
0,"EMOTE_AMAZED",1
1,"EMOTE_ANGRY",2
2,"EMOTE_ANGRY_STRONG",3
3,"EMOTE_BLUSH",4
4,"EMOTE_BOW",5
5,"EMOTE_CHEER",6
6,"EMOTE_CLAP",7
7,"EMOTE_COME_ON",8
8,"EMOTE_COMFORT",9
9,"EMOTE_CRY",10
10,"EMOTE_DANCE",11
11,"EMOTE_DOUBT",12
12,"EMOTE_DOZE",13
13,"EMOTE_FUME",14
14,"EMOTE_GOODBYE",15
15,"EMOTE_GOODBYE_STRONG",16
16,"EMOTE_HUH",17
17,"EMOTE_JOY",18
18,"EMOTE_KNEEL",19
19,"EMOTE_LAUGH",20
20,"EMOTE_LAUGH_STRONG",21
21,"EMOTE_LOOKOUT",22
22,"EMOTE_ME",23
23,"EMOTE_NO",24
24,"EMOTE_NO_STRONG",25
25,"EMOTE_PANIC",26
26,"EMOTE_POINT",27
27,"EMOTE_POKE",28
28,"EMOTE_PRAISE",29
29,"EMOTE_PSYCH",30
30,"EMOTE_SALUTE",31
31,"EMOTE_SHOCKED",32
32,"EMOTE_SHRUG",33
33,"EMOTE_SLAP",34
34,"EMOTE_SOOTHE",35
35,"EMOTE_STAGGER",36
36,"EMOTE_STRETCH",37
37,"EMOTE_SULK",38
38,"EMOTE_THINK",39
39,"EMOTE_UPSET",40
40,"EMOTE_WELCOME",41
41,"EMOTE_YES",42
42,"EMOTE_YES_STRONG",43
43,"EMOTE_CHARAMAKE",44
44,"EMOTE_POSING",45
45,"",0
46,"",0
47,"",0
48,"EMOTE_THROW_KISS",46
49,"",0
50,"EMOTE_GROUND_KNEEL",47
51,"EMOTE_VERY_HAPPY",48
52,"EMOTE_VERY_DISAPPOINTING",49
53,"",0
54,"",0
55,"",0
56,"",0
57,"",0
58,"",0
59,"",0
60,"EVENT_ACTION_SEARCH",1
61,"MODEL_HUMAN",0
62,"TALK_SHAPE_NORMAL",1
63,"TALK_SHAPE_PRESSURE",2
64,"TALK_SHAPE_EMPHASIS",3
65,"TALK_SHAPE_DOCUMENT",4
66,"TALK_SHAPE_UNEARTHLY",5
67,"TALK_SHAPE_LINKSHELL",6
68,"TALK_SHAPE_SYSTEM",7
69,"NPC_TRADE_INVENTORY_MODE_NORMAL",0
70,"NPC_TRADE_INVENTORY_MODE_EVENT",1
71,"DEFAULT_YES",1
72,"DEFAULT_NO",2
73,"CLASSJOB_GLADIATOR",1
74,"CLASSJOB_PUGILIST",2
75,"CLASSJOB_MARAUDER",3
76,"CLASSJOB_LANCER",4
77,"CLASSJOB_ARCHER",5
78,"CLASSJOB_CONJURER",6
79,"CLASSJOB_THAUMATURGE",7
80,"CLASSJOB_WOODWORKER",8
81,"CLASSJOB_BLACKSMITH",9
82,"CLASSJOB_ARMOURER",10
83,"CLASSJOB_GOLDSMITH",11
84,"CLASSJOB_TANNER",12
85,"CLASSJOB_WEAVER",13
86,"CLASSJOB_ALCHEMIST",14
87,"CLASSJOB_CULINARIAN",15
88,"CLASSJOB_MINER",16
89,"CLASSJOB_HARVESTER",17
90,"CLASSJOB_FISHERMAN",18
91,"CLASSJOB_KNIGHT",19
92,"CLASSJOB_MONK",20
93,"CLASSJOB_WARRIOR",21
94,"CLASSJOB_DRAGON",22
95,"CLASSJOB_BARD",23
96,"CLASSJOB_WHITE",24
97,"CLASSJOB_BLACK",25
98,"EVENT_DECIDE",1
99,"EVENT_EMOTE",2
100,"EVENT_DISTANCE_BELOW",3
101,"EVENT_DISTANCE_OVER",4
102,"EVENT_BATTLE_REWARD",5
103,"EVENT_CRAFT",6
104,"EVENT_NEST",7
105,"EVENT_EVENT_ITEM",8
106,"EVENT_DROP",9
107,"EVENT_WITHIN_RANGE",10
108,"EVENT_OUTSIDE_RANGE",11
109,"EVENT_GAME_START",12
110,"EVENT_GAME_PROGRESS",13
111,"MOVE_AI_WANDERING",1
112,"MOVE_AI_STAND",0
113,"MOVE_AI_ROUTE",2
114,"EQUIP_SLOT_WEAPON",0
115,"EQUIP_SLOT_SUB_WEAPON",1
116,"EQUIP_SLOT_HEAD",2
117,"EQUIP_SLOT_BODY",3
118,"EQUIP_SLOT_HAND",4
119,"EQUIP_SLOT_WAIST",5
120,"EQUIP_SLOT_LEG",6
121,"EQUIP_SLOT_FOOT",7
122,"EQUIP_SLOT_EAR",8
123,"EQUIP_SLOT_NECK",9
124,"EQUIP_SLOT_WRIST",10
125,"EQUIP_SLOT_RIGHT_FINGER",11
126,"EQUIP_SLOT_LEFT_FINGER",12
127,"EQUIP_SLOT_JOB_STONE",13
128,"SE_VOICE_MALE_POSITIVE_LOW_A",1
129,"SE_VOICE_MALE_NEGATIVE_LOW_A",2
130,"SE_VOICE_MALE_SYSTEM_LOW_A",3
131,"SE_VOICE_MALE_POSITIVE_LOW_B",4
132,"SE_VOICE_MALE_NEGATIVE_LOW_B",5
133,"SE_VOICE_MALE_SYSTEM_LOW_B",6
134,"SE_VOICE_FEMALE_POSITIVE_LOW_A",7
135,"SE_VOICE_FEMALE_NEGATIVE_LOW_A",8
136,"SE_VOICE_FEMALE_SYSTEM_LOW_A",9
137,"SE_VOICE_FEMALE_POSITIVE_LOW_B",10
138,"SE_VOICE_FEMALE_NEGATIVE_LOW_B",11
139,"SE_VOICE_FEMALE_SYSTEM_LOW_B",12
140,"SE_VOICE_MALE_POSITIVE_NORMAL_A",13
141,"SE_VOICE_MALE_NEGATIVE_NORMAL_A",14
142,"SE_VOICE_MALE_SYSTEM_NORMAL_A",15
143,"SE_VOICE_MALE_POSITIVE_NORMAL_B",16
144,"SE_VOICE_MALE_NEGATIVE_NORMAL_B",17
145,"SE_VOICE_MALE_SYSTEM_NORMAL_B",18
146,"SE_VOICE_FEMALE_POSITIVE_NORMAL_A",19
147,"SE_VOICE_FEMALE_NEGATIVE_NORMAL_A",20
148,"SE_VOICE_FEMALE_SYSTEM_NORMAL_A",21
149,"SE_VOICE_FEMALE_POSITIVE_NORMAL_B",22
150,"SE_VOICE_FEMALE_NEGATIVE_NORMAL_B",23
151,"SE_VOICE_FEMALE_SYSTEM_NORMAL_B",24
152,"SE_VOICE_MALE_POSITIVE_HIGH_A",25
153,"SE_VOICE_MALE_NEGATIVE_HIGH_A",26
154,"SE_VOICE_MALE_SYSTEM_HIGH_A",27
155,"SE_VOICE_MALE_POSITIVE_HIGH_B",28
156,"SE_VOICE_MALE_NEGATIVE_HIGH_B",29
157,"SE_VOICE_MALE_SYSTEM_HIGH_B",30
158,"SE_VOICE_FEMALE_POSITIVE_HIGH_A",31
159,"SE_VOICE_FEMALE_NEGATIVE_HIGH_A",32
160,"SE_VOICE_FEMALE_SYSTEM_HIGH_A",33
161,"SE_VOICE_FEMALE_POSITIVE_HIGH_B",34
162,"SE_VOICE_FEMALE_NEGATIVE_HIGH_B",35
163,"SE_VOICE_FEMALE_SYSTEM_HIGH_B",36
