key,0,1,2
#,,,
int32,byte,str,int32
0,0,"",0
1,10,"",2
2,15,"",2
3,30,"",2
4,35,"",2
5,10,"",2
6,25,"",2
7,15,"",2
8,45,"",2
9,20,"",2
10,25,"",2
11,20,"",2
12,25,"",2
13,30,"",2
14,35,"",2
15,45,"",2
16,15,"",2
17,15,"",2
18,40,"",2
19,50,"",2
20,45,"",2
21,50,"",2
22,50,"",2
23,45,"",2
24,35,"",2
25,40,"",2
26,40,"",2
27,45,"",2
28,45,"",4
29,45,"",4
30,1,"",1
31,1,"",1
32,5,"",1
33,1,"",2
34,1,"",2
35,10,"",2
36,15,"",2
37,1,"",2
38,5,"",1
39,10,"",1
40,10,"",1
41,10,"",1
42,15,"",1
43,10,"",1
44,15,"",2
45,25,"",1
46,30,"",1
47,35,"",1
48,30,"",2
49,35,"",2
50,35,"",2
51,40,"",2
52,40,"",2
53,10,"",1
54,15,"",1
55,35,"",1
56,40,"",1
57,50,"",1
58,20,"",1
59,45,"",1
60,20,"",2
61,20,"",2
62,35,"",2
63,5,"",1
64,5,"",1
65,5,"",2
66,10,"",2
67,45,"",1
68,5,"",2
69,10,"",2
70,15,"",2
71,15,"",2
72,15,"",2
73,25,"",2
74,20,"",2
75,40,"",2
76,25,"",2
77,35,"",2
78,30,"",2
79,35,"",3
80,35,"",3
81,45,"",2
82,40,"",2
83,0,"",0
84,0,"",0
85,0,"",0
86,0,"",0
87,0,"",0
88,0,"",0
89,0,"",0
90,0,"",0
91,0,"",0
92,0,"",0
93,0,"",0
94,0,"",0
95,0,"",0
96,0,"",0
97,0,"",0
98,0,"",0
99,0,"",0
100,0,"",0
