key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
int32,str,str,int32,int32,int32,uint16,byte,int32,int32,bool,byte,int32,int32,int32,int32,int32,bool,single,uint16,uint32,int32,int32,byte,byte,uint32,int32,bool,uint32,uint16
0,"","",0,0,0,0,0,0,0,False,0,0,0,1,20011,0,True,1,0,0,0,0,0,0,0,0,True,0,14
1,"リーヴテスト01","グリダニア園芸テスト10-0",1,3,2,1,5,1,123,False,18,42,0,17,80012,131074,True,1.5,0,77777,1,0,6,1,1170823,110001,True,0,67
2,"リーヴテスト02","グリダニア園芸テスト10-1",1,3,2,1,5,1,123,False,18,42,0,17,80012,131073,True,1,0,0,0,0,6,1,1170823,110001,True,0,67
3,"リーヴテスト03","グリダニア園芸テスト10-2",1,3,2,1,5,1,123,False,18,42,0,17,80012,131075,True,1,0,0,0,0,6,1,1170823,110001,True,0,67
4,"リーヴテスト04","グリダニア園芸テスト10-3",1,3,2,1,5,1,123,False,18,42,0,17,80012,131076,True,1,0,0,0,0,6,1,1170823,110001,True,0,67
5,"リーヴテスト05","園芸テスト用リーヴ",1,3,2,1,5,1,123,False,18,42,0,17,80012,131076,True,1,0,0,0,0,6,1,1170823,110001,True,0,67
6,"リーヴテスト06","グリダニア傭兵(耐久1)",1,16,2,1,5,1,123,False,34,32,0,17,80012,196609,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
7,"リーヴテスト07","グリダニア傭兵(耐久2)",2,17,2,1,5,2,123,False,34,32,0,17,80012,196610,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
8,"リーヴテスト08","グリダニア傭兵(耐久3)",1,18,2,1,5,3,123,True,34,32,0,17,80012,196611,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
9,"リーヴテスト09","グリダニア傭兵(懐柔1)",2,16,2,1,5,1,123,False,34,32,0,17,80012,196612,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
10,"リーヴテスト10","グリダニア傭兵(懐柔2)",1,1,2,1,5,2,123,False,34,32,0,17,80012,65551,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
11,"リーヴテスト11","グリダニア傭兵(サーチ1)",2,1,2,1,5,3,123,False,34,32,0,17,80012,65552,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
12,"リーヴテスト12","グリダニア傭兵(サーチ2)",1,1,2,1,5,1,123,True,34,32,0,17,80012,65553,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
13,"リーヴテスト13","グリダニア傭兵(サーチ3)",2,1,2,1,5,2,123,False,34,32,0,17,80012,65554,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
14,"リーヴテスト14","グリダニア傭兵(見破り1)",1,1,2,1,5,3,123,False,34,32,0,17,80012,65555,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
15,"リーヴテスト15","グリダニア傭兵(見破り2)",2,1,2,1,5,1,123,True,34,32,0,17,80012,65556,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
16,"リーヴテスト16","傭兵テスト用リーヴ",2,1,2,1,5,1,123,True,34,32,0,17,80012,65557,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
17,"リーヴテスト17","傭兵テスト用リーヴ",2,1,2,1,5,1,123,True,34,32,0,17,80012,65558,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
18,"リーヴテスト18","傭兵テスト用リーヴ",2,1,2,1,5,1,123,True,34,32,0,17,80012,65559,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
19,"リーヴテスト19","傭兵テスト用リーヴ",2,1,2,1,5,1,123,True,34,32,0,17,80012,65560,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
20,"リーヴテスト20","傭兵テスト用リーヴ",2,1,2,1,5,1,123,True,34,32,0,17,80012,65561,True,1,0,0,0,0,6,1,1170823,110001,True,0,14
21,"In with the New","Anticipating an influx of new recruits, the Order of the Twin Adder has requested that Black Rabbit Traders supply them with a large quantity of spears. To ensure the weapons' timely delivery, the consortium is appealing to any carpenters willing to lend their talents.",9,5,2,1,0,0,51,False,9,33,0,51,80012,917649,True,1,364,127,133,0,18,5,2257767,110007,True,0,14
22,"Touch and Heal","Company regulations state that all Order of the Twin Adder units must employ at least one conjurer at all times, so that he or she may attend to the wounds of any injured unit members. To see that the healers are able to endure the constant running about the position requires, the company is in constant need for basic, durable footwear and seek local carpenters to assist in their creation.",9,5,2,1,0,0,51,False,9,33,0,51,80012,917650,True,1,430,129,133,0,18,5,2257767,110007,True,0,14
23,"A Clogful of Camaraderie","On the night when recruits complete their basic training and are inducted into the Wood Wailers' hallowed ranks, each is given a pair of wooden clogs which symbolize the forest's enduring support. Happily, the clogs also make admirable receptacles for the copious amounts of mead which the initiates are honor-bound to consume before the sun rises. A new batch of green recruits is scheduled to be sworn in over the next few suns, and the Lancers' Guild seeks skilled carpenters to help prepare the footwear to be presented during the ceremony.",19,5,2,1,0,0,90,False,9,33,0,54,80012,917651,True,1,360,123,133,0,19,5,2648092,110010,True,0,14
