key,0,1,2,3,4
#,,,,,
int32,str,byte,bool,bool,bool
0,"",0,False,False,True
1,"music/ffxiv/BGM_Null.scd",0,False,False,True
2,"music/ffxiv/BGM_System_Title.scd",1,False,False,True
3,"music/ffxiv/BGM_System_Launcher.scd",1,False,False,True
4,"music/ffxiv/BGM_System_Chara.scd",1,False,False,True
5,"music/ffxiv/BGM_Town_Rest_01.scd",1,False,False,True
6,"music/ffxiv/BGM_Town_Gri_Day.scd",1,False,False,True
7,"music/ffxiv/BGM_Town_Gri_Night.scd",1,False,False,True
8,"music/ffxiv/BGM_Field_Gri_01.scd",1,True,True,True
9,"music/ffxiv/BGM_Field_Gri_02.scd",1,False,True,True
10,"music/ffxiv/BGM_Field_Gri_03.scd",1,False,True,True
11,"music/ffxiv/BGM_Field_Gri_04.scd",1,False,True,True
12,"music/ffxiv/BGM_Field_Gri_05.scd",1,False,True,True
13,"music/ffxiv/BGM_Battle_Gri_01.scd",2,False,False,True
14,"music/ffxiv/BGM_Leves.scd",1,False,False,True
15,"music/ffxiv/BGM_Dungeon_Gri_01.scd",1,True,True,False
16,"music/ffxiv/BGM_Battle_Dungeon_01.scd",2,False,False,True
17,"music/ffxiv/BGM_Rade_01.scd",1,False,False,True
18,"music/ffxiv/BGM_System_WinLoop.scd",1,False,False,True
19,"music/ffxiv/BGM_Event_OP01.scd",1,False,False,True
20,"music/ffxiv/BGM_System_WinShot_01.scd",1,False,False,True
21,"music/ffxiv/BGM_System_WinShot_02.scd",1,False,False,True
22,"music/ffxiv/BGM_System_WinShot_03.scd",1,False,False,True
23,"music/ffxiv/BGM_System_WinShot_04.scd",1,False,False,True
24,"music/ffxiv/BGM_Field_Gri_06.scd",1,False,True,True
25,"music/ffxiv/BGM_Town_Lim_Day.scd",1,False,False,True
26,"music/ffxiv/BGM_Town_Lim_Night.scd",1,False,False,True
27,"music/ffxiv/BGM_Field_Lim_01.scd",1,True,True,True
28,"music/ffxiv/BGM_Field_Lim_02.scd",1,False,True,True
29,"music/ffxiv/BGM_Field_Lim_03.scd",1,False,True,True
30,"music/ffxiv/BGM_Field_Lim_04.scd",1,False,True,True
31,"music/ffxiv/BGM_Field_Lim_05.scd",1,False,True,True
32,"music/ffxiv/BGM_Field_Lim_06.scd",1,False,True,True
33,"music/ffxiv/BGM_Battle_Lim_01.scd",1,False,False,True
34,"music/ffxiv/BGM_Leves_Lim_01.scd",1,False,False,True
35,"music/ffxiv/BGM_Dungeon_Lim_01.scd",1,True,True,False
36,"music/ffxiv/BGM_Boss_01.scd",1,False,False,True
37,"music/ffxiv/BGM_Boss_02.scd",1,False,False,True
38,"music/ffxiv/BGM_Boss_03.scd",1,False,False,True
39,"music/ffxiv/BGM_Boss_04.scd",1,False,False,True
40,"music/ffxiv/BGM_Behest.scd",1,False,False,True
41,"music/ffxiv/BGM_Dungeon_Gri_02.scd",1,True,True,False
42,"music/ffxiv/BGM_Dungeon_Gri_03.scd",1,True,True,False
43,"music/ffxiv/BGM_Dungeon_Lim_02.scd",1,True,True,False
44,"music/ffxiv/BGM_Town_Uru_Day.scd",1,False,False,True
45,"music/ffxiv/BGM_Town_Uru_Night.scd",1,False,False,True
46,"music/ffxiv/BGM_Field_Uru_01.scd",1,True,True,True
47,"music/ffxiv/BGM_Field_Uru_02.scd",1,False,True,True
48,"music/ffxiv/BGM_Field_Uru_03.scd",1,False,True,True
49,"music/ffxiv/BGM_Field_Uru_04.scd",1,False,True,True
50,"music/ffxiv/BGM_Field_Uru_05.scd",1,False,True,True
51,"music/ffxiv/BGM_Field_Uru_06.scd",1,False,True,True
52,"music/ffxiv/BGM_Battle_Uru_01.scd",1,False,False,True
53,"music/ffxiv/BGM_Dungeon_Uru_01.scd",1,True,True,False
54,"music/ffxiv/BGM_Dungeon_Uru_02.scd",1,True,True,False
55,"music/ffxiv/BGM_Field_Safe1.scd",1,False,True,True
56,"music/ffxiv/BGM_Field_Safe2.scd",1,True,True,True
57,"music/ffxiv/BGM_Field_Danger1.scd",1,False,True,True
58,"music/ffxiv/BGM_Field_Danger2.scd",1,False,True,True
59,"music/ffxiv/BGM_Field_Danger3.scd",1,False,True,False
60,"music/ffxiv/BGM_Field_Mor_01.scd",1,False,True,True
61,"music/ffxiv/BGM_Ride_RChocobo.scd",1,False,False,True
62,"music/ffxiv/BGM_Ride_Chocobo.scd",1,False,False,True
63,"music/ffxiv/BGM_Company_Gri.scd",1,False,False,True
64,"music/ffxiv/BGM_Company_Lim.scd",1,False,False,True
65,"music/ffxiv/BGM_Company_Uru.scd",1,False,False,True
66,"music/ffxiv/BGM_Field_Suna.scd",1,False,False,True
67,"music/ffxiv/BGM_Leves_Easy.scd",1,False,False,True
68,"music/ffxiv/BGM_Fate_Kyoten.scd",1,False,False,True
69,"music/ffxiv/BGM_Fate_Bouei.scd",1,False,False,True
70,"music/ffxiv/BGM_Event_StartGri.scd",1,False,False,True
71,"music/ffxiv/BGM_Event_StartLim.scd",1,False,False,True
72,"music/ffxiv/BGM_Event_StartLUru.scd",1,False,False,True
73,"music/ffxiv/BGM_Event_Kanue.scd",1,False,False,True
74,"music/ffxiv/BGM_Event_Rauburn.scd",1,False,False,True
75,"music/ffxiv/BGM_Event_Melvib.scd",1,False,False,True
76,"music/ffxiv/BGM_Event_Teikoku.scd",1,False,False,True
77,"music/ffxiv/BGM_Event_Protector.scd",1,False,False,True
78,"music/ffxiv/BGM_Event_Huon.scd",1,False,False,True
79,"music/ffxiv/BGM_Event_BanActivity.scd",1,False,False,True
80,"music/ffxiv/BGM_Event_Mystery.scd",1,False,False,True
81,"music/ffxiv/BGM_Event_Crystal.scd",1,False,False,True
82,"music/ffxiv/BGM_Event_HeroReturn.scd",1,False,False,True
83,"music/ffxiv/BGM_Event_BattleOverture.scd",1,False,False,True
84,"music/ffxiv/BGM_Event_Sad.scd",1,False,False,True
85,"music/ffxiv/BGM_Event_Keikaku.scd",1,False,False,True
86,"music/ffxiv/BGM_Event_Buki.scd",1,False,False,True
87,"music/ffxiv/BGM_Event_Tanoshii1.scd",1,False,False,True
88,"music/ffxiv/BGM_Event_Tanoshii2.scd",1,False,False,True
89,"music/ffxiv/BGM_Event_Tabidachi.scd",1,False,False,True
90,"music/ffxiv/BGM_Event_JobEvent.scd",1,False,False,True
91,"music/ffxiv/BGM_Event_JobShiren.scd",1,False,False,True
92,"music/ffxiv/BGM_Event_Kako.scd",1,False,False,True
93,"music/ffxiv/BGM_Event_Ansoku1.scd",1,False,False,True
94,"music/ffxiv/BGM_Event_Ascian.scd",1,False,False,True
95,"music/ffxiv/BGM_Event_Answers.scd",1,False,False,True
96,"music/ffxiv/BGM_Event_VerySad.scd",1,False,False,True
97,"music/ffxiv/BGM_Event_Truth.scd",1,False,False,True
98,"music/ffxiv/BGM_Event_Ansoku2.scd",1,False,False,True
99,"music/ffxiv/BGM_Event_MemoryOfCid.scd",1,False,False,True
100,"music/ffxiv/BGM_Event_Bazaar.scd",1,False,False,True
101,"music/ffxiv/BGM_Event_Craft.scd",1,False,False,True
102,"music/ffxiv/BGM_Event_Nego.scd",1,False,False,True
103,"music/ffxiv/BGM_Event_Hildy.scd",1,False,False,True
104,"music/ffxiv/BGM_Event_GrandfatherLvup.scd",1,False,False,True
105,"music/ffxiv/BGM_Event_Saisyu.scd",1,False,False,True
106,"music/ffxiv/BGM_Event_CrystalHarpOnly.scd",1,False,False,True
107,"music/ffxiv/BGM_Event_BattleCommon_01.scd",1,False,False,True
108,"music/ffxiv/BGM_Event_FF2BossBattle.scd",1,False,False,True
109,"music/ffxiv/BGM_Event_Kessen.scd",1,False,False,True
110,"music/ffxiv/BGM_Field_Lim_07.scd",1,False,True,True
111,"music/ffxiv/BGM_Field_Lim_08.scd",1,False,True,True
112,"music/ffxiv/BGM_Event_DarknessLullaby.scd",1,False,False,True
113,"music/ffxiv/BGM_Event_BattleCommon_02.scd",1,False,False,True
114,"music/ffxiv/BGM_Event_Kincho.scd",1,False,False,True
115,"music/ffxiv/BGM_Fate_Mid.scd",1,False,False,True
116,"music/ffxiv/BGM_Battle_Dungeon_02.scd",2,False,False,True
117,"music/ffxiv/BGM_Event_Treacherous.scd",1,False,False,True
118,"music/ffxiv/BGM_Field_Bar.scd",1,False,False,True
119,"music/ffxiv/BGM_Field_Lim_Beach.scd",1,False,False,True
120,"music/ffxiv/BGM_Ban_Ifrit.scd",1,False,False,True
121,"music/ffxiv/BGM_Ride_CommonMonster.scd",1,False,False,True
