key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
#,,,,,,,,,,,,,,,,,,
int32,byte,bool,sbyte,sbyte,sbyte,sbyte,byte,bool,sbyte,sbyte,sbyte,sbyte,byte,bool,sbyte,sbyte,sbyte,sbyte
0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
1,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
2,46,True,8,2,10,3,3,False,1,0,1,0,22,False,1,0,1,0
3,27,True,8,2,10,3,3,False,1,0,1,0,22,False,1,0,1,0
4,11,True,8,8,10,10,0,False,0,0,0,0,0,False,0,0,0,0
5,45,True,8,2,10,3,3,False,1,0,1,0,22,False,1,0,1,0
6,19,True,8,2,10,3,3,False,1,0,1,0,22,False,1,0,1,0
7,3,False,1,0,1,0,0,False,0,0,0,0,0,False,0,0,0,0
8,3,False,1,0,1,0,0,False,0,0,0,0,0,False,0,0,0,0
9,6,False,1,0,1,0,3,False,1,0,1,0,22,False,1,0,1,0
10,22,True,8,3,10,4,3,False,1,0,1,0,45,False,1,0,1,0
11,22,True,8,3,10,4,3,False,1,0,1,0,46,False,1,0,1,0
12,44,False,1,0,1,0,3,False,1,0,1,0,22,False,1,0,1,0
13,22,True,8,3,10,4,3,True,4,2,5,2,46,False,1,0,1,0
14,22,True,8,3,10,4,3,True,4,2,5,2,27,False,1,0,1,0
15,10,True,8,10,10,12,0,True,0,0,0,0,0,False,0,0,0,0
16,73,True,8,6,10,7,0,False,0,0,0,0,0,False,0,0,0,0
17,46,True,8,4,10,5,3,True,4,2,5,2,22,True,2,2,2,2
18,45,True,8,4,10,5,3,True,4,2,5,2,22,True,2,2,2,2
19,45,True,8,4,10,5,3,True,4,2,5,3,27,True,2,2,2,2
20,46,True,8,4,10,5,3,True,4,2,5,3,27,True,2,2,2,2
21,73,True,8,6,10,7,10,True,2,4,2,5,0,False,0,0,0,0
22,72,True,8,6,10,7,0,True,0,0,0,0,0,False,0,0,0,0
23,71,True,8,5,10,6,0,False,0,0,0,0,0,False,0,0,0,0
24,22,True,8,5,10,6,3,True,4,2,5,3,45,True,2,2,2,2
25,27,True,8,5,10,6,3,True,4,2,5,3,44,False,1,0,1,0
26,45,True,8,5,10,6,3,True,4,2,5,3,19,True,2,2,2,2
27,3,True,8,2,10,3,0,False,0,0,0,0,0,False,0,0,0,0
28,10,True,8,12,10,15,72,True,2,2,2,3,0,False,0,0,0,0
29,73,True,8,6,10,8,72,True,2,2,2,3,0,False,0,0,0,0
30,19,True,8,5,10,6,3,True,4,3,5,4,22,True,2,2,2,3
31,71,True,8,6,10,8,11,True,2,3,2,4,0,False,0,0,0,0
32,72,True,8,6,10,8,10,True,2,5,2,6,0,False,0,0,0,0
33,44,True,8,3,10,4,3,True,4,3,5,4,22,True,2,2,2,3
34,22,True,7,7,9,9,3,True,4,4,5,5,27,True,2,2,2,3
35,6,True,8,3,10,4,3,True,4,3,5,4,46,True,2,2,2,3
36,10,True,8,14,10,17,73,True,2,3,2,4,0,False,0,0,0,0
37,45,True,8,6,10,7,3,True,4,3,5,4,27,True,2,2,2,3
38,46,True,7,6,9,8,3,True,4,4,5,5,22,True,2,2,2,3
39,19,True,7,6,9,8,3,True,4,4,5,5,22,True,2,2,2,3
40,72,True,7,8,9,10,73,True,2,3,2,4,0,False,0,0,0,0
41,73,True,7,8,9,10,0,False,0,0,0,0,0,False,0,0,0,0
42,27,True,7,6,9,8,3,True,4,4,5,5,22,True,2,2,2,3
43,11,True,8,9,10,11,0,False,0,0,0,0,0,False,0,0,0,0
44,19,True,7,7,9,9,3,True,4,4,5,5,27,True,2,2,2,3
45,6,True,7,4,9,5,3,True,4,4,5,5,46,True,2,3,2,4
46,72,True,7,8,9,10,10,True,2,6,2,8,0,False,0,0,0,0
47,3,True,8,2,10,3,0,False,0,0,0,0,0,False,0,0,0,0
48,46,True,7,7,9,9,3,True,4,5,5,6,44,True,2,2,2,2
49,11,True,7,9,9,11,70,True,2,3,2,4,0,False,0,0,0,0
50,45,True,7,8,9,10,3,True,4,5,5,6,44,True,2,2,2,2
51,27,True,7,8,9,10,3,True,4,5,5,6,44,True,2,2,2,2
52,71,True,7,8,9,10,11,True,2,4,2,5,0,False,0,0,0,0
53,46,True,7,9,9,11,3,True,4,6,5,7,6,True,2,2,2,2
54,10,True,7,16,9,20,73,True,2,3,2,4,0,False,0,0,0,0
55,71,True,7,9,9,11,70,True,2,3,2,4,0,False,0,0,0,0
56,73,True,7,10,9,12,10,True,2,6,2,8,0,False,0,0,0,0
57,19,True,7,10,9,12,3,True,4,6,5,7,45,True,2,4,2,5
58,44,True,7,6,9,7,3,True,4,6,5,7,22,True,2,4,2,5
59,45,True,6,10,7,12,3,True,4,6,5,8,22,True,2,4,2,5
