key,0,1,2,3,4,5,6,7,8
#,,,,,,,,,
int32,bool,bool,bool,bool,bool,bool,bool,bool,bool
0,False,True,True,True,True,True,True,True,True
1,True,False,True,True,True,True,True,True,True
2,True,True,False,True,True,True,True,True,True
3,True,True,True,False,True,True,True,True,True
4,True,True,True,True,False,True,False,False,False
5,True,True,True,True,True,False,True,True,True
6,True,True,True,True,False,True,False,True,True
7,True,True,True,True,False,True,True,False,True
8,True,True,True,True,False,True,True,True,False
