key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,,,,,,,
int32,uint16,str,bool,uint16,str,bool,uint16,str,bool,uint16,str,bool
0,0,"",False,0,"",False,0,"",False,0,"",False
1,266,"atr_parts_tail",False,0,"",False,0,"",False,0,"",False
2,642,"",True,642,"",True,0,"",False,0,"",False
3,1507,"",True,0,"",False,0,"",False,0,"",False
4,1508,"",True,0,"",False,0,"",False,0,"",False
5,1509,"",True,0,"",False,0,"",False,0,"",False
6,0,"",False,0,"",False,0,"",False,0,"",False
7,0,"",False,0,"",False,0,"",False,0,"",False
8,0,"",False,0,"",False,0,"",False,0,"",False
9,0,"",False,0,"",False,0,"",False,0,"",False
10,0,"",False,0,"",False,0,"",False,0,"",False
