key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,,,,,,,,,,,,,,
int32,str,bool,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,sbyte,byte
0,"",False,0,0,0,0,0,0,0,0,0,0,0,0
1,"Basic Controls",False,1,0,0,0,0,2,0,0,0,0,1,1
2,"Initiating Quests",True,5,0,0,0,0,6,0,0,0,0,4,1
3,"Duty List",False,60,61,0,0,0,60,62,0,0,0,4,3
4,"Navigation",True,30,31,0,0,0,32,33,0,0,0,4,4
5,"Key Items",True,65,0,0,0,0,66,0,0,0,0,4,11
6,"Interacting",True,70,0,0,0,0,71,0,0,0,0,4,12
7,"Battle",True,150,151,152,153,0,190,191,192,193,153,3,1
8,"Cross Hotbar",False,0,0,0,0,0,0,0,0,0,0,0,0
9,"Handing Over Items",True,200,0,0,0,0,201,0,0,0,0,4,13
10,"Changing Classes",True,110,0,0,0,0,0,0,0,0,0,1,7
11,"Collecting Rewards",False,15,0,0,0,0,16,0,0,0,0,4,5
12,"Accepting Quests",False,10,0,0,0,0,11,0,0,0,0,4,2
13,"Return",True,25,26,0,0,0,27,28,0,0,0,2,1
14,"Main Menu",True,20,21,22,0,0,0,0,0,0,0,1,2
15,"Aetheryte",True,50,51,52,0,0,0,0,0,0,0,2,2
16,"KO",True,90,91,0,0,0,0,0,0,0,0,3,2
17,"Linkshells",True,290,291,0,0,0,0,0,0,0,0,1,9
18,"Gear",True,35,36,0,0,0,37,36,0,0,0,6,1
19,"Aethernet",True,45,0,0,0,0,0,0,0,0,0,2,3
20,"Shops",True,135,136,0,0,0,137,136,0,0,0,5,5
21,"Price Fluctuation",True,140,141,0,0,0,0,0,0,0,0,5,6
22,"Moogle Delivery Service",True,40,41,0,0,0,40,42,0,0,0,1,6
23,"Finding Mature Trees",True,890,891,892,0,0,890,893,894,0,0,11,1
24,"Logging",True,900,901,902,0,0,0,0,0,0,0,11,2
25,"Gathering Interface",True,910,911,0,0,0,0,0,0,0,0,11,5
26,"Stealth",True,920,921,922,0,0,923,921,922,0,0,11,6
27,"Harvesting",True,930,931,0,0,0,0,0,0,0,0,11,7
28,"Crafting Log",True,700,701,702,0,0,0,0,0,0,0,10,1
29,"Crafting",True,710,711,712,713,0,714,711,712,713,0,10,2
30,"Improving Item Quality",True,720,721,722,0,0,720,723,722,0,0,10,3
31,"Gear Condition",True,750,751,752,0,0,0,0,0,0,0,6,5
32,"Repairing Gear",True,760,761,0,0,0,0,0,0,0,0,6,6
33,"Accepting Guildleves",True,500,501,0,0,0,0,0,0,0,0,8,1
34,"Initiating Levequests",True,510,511,512,0,0,513,514,515,0,0,8,2
35,"Levequest Difficulty",True,520,521,0,0,0,0,0,0,0,0,8,3
36,"Sanctuaries",True,170,171,172,173,0,174,171,175,173,0,1,5
37,"Armoury Chest",True,160,161,162,0,0,160,161,163,0,0,6,3
38,"Gear Sets",True,115,116,0,0,0,0,0,0,0,0,6,4
39,"Emotes",True,80,81,82,0,0,80,83,0,0,0,1,3
40,"Attribute Points",True,100,101,102,0,0,0,0,0,0,0,3,5
41,"Using Actions from Other Classes",True,95,96,97,0,0,95,96,98,0,0,3,4
42,"Levequest Duty",True,530,531,0,0,0,0,0,0,0,0,8,4
43,"Collecting Levequest Rewards",True,540,0,0,0,0,0,0,0,0,0,8,5
44,"Rechallenging Levequests",True,550,0,0,0,0,551,0,0,0,0,8,6
45,"Hunting Log",True,400,401,402,0,0,403,404,405,0,0,3,3
46,"Minions",True,940,941,942,943,0,940,944,945,943,0,1,10
47,"Markets",True,800,801,802,0,0,0,0,0,0,0,5,11
48,"Searching for an Item in the Markets",True,810,811,812,813,0,810,814,815,813,0,5,12
49,"Purchasing an Item from the Markets",True,820,821,0,0,0,0,0,0,0,0,5,13
50,"Selling an Item in the Markets",True,830,831,832,0,0,0,0,0,0,0,5,14
51,"Retainers",True,840,841,0,0,0,0,0,0,0,0,5,21
52,"Hiring a Retainer",True,850,851,0,0,0,0,0,0,0,0,5,22
53,"A Retainer's Many Tasks",True,860,861,0,0,0,0,0,0,0,0,5,23
54,"Gathering Point Characteristics",True,870,871,0,0,0,0,0,0,0,0,11,9
55,"",False,0,0,0,0,0,0,0,0,0,0,0,0
56,"Gathering HQ Items",True,880,881,882,0,0,0,0,0,0,0,11,8
57,"Instanced Raids",True,105,106,107,108,0,0,0,0,0,0,7,3
58,"Material Condition",True,730,731,0,0,0,0,0,0,0,0,10,4
59,"Aspected Recipes",True,740,741,0,0,0,0,0,0,0,0,10,5
60,"High-quality Items",True,770,771,0,0,0,0,0,0,0,0,5,2
61,"Unique Items",True,780,0,0,0,0,0,0,0,0,0,5,3
62,"Binding Items",True,790,791,0,0,0,0,0,0,0,0,6,2
63,"Player Search",True,210,211,212,213,214,210,211,215,213,216,1,11
64,"The FATE System",True,610,611,612,613,0,0,0,0,0,0,7,1
65,"",False,0,0,0,0,0,0,0,0,0,0,0,0
66,"FATE Rewards",True,620,621,0,0,0,0,0,0,0,0,7,2
67,"Tradecraft Leves",True,560,0,0,0,0,0,0,0,0,0,8,11
68,"Completing Tradecraft Leves",True,570,0,0,0,0,571,0,0,0,0,8,12
69,"Fieldcraft Leves",True,580,0,0,0,0,0,0,0,0,0,8,13
70,"Completing Fieldcraft Leves",True,590,591,0,0,0,0,0,0,0,0,8,14
71,"Choosing a Guildhest",True,630,631,0,0,0,0,0,0,0,0,7,11
72,"Guildhest Objectives",True,640,0,0,0,0,0,0,0,0,0,7,12
73,"Hazardous Zones",True,650,0,0,0,0,0,0,0,0,0,7,13
74,"Being KO'd During a Guildhest",True,660,0,0,0,0,0,0,0,0,0,7,14
75,"Guildhest Rewards",True,670,0,0,0,0,0,0,0,0,0,7,15
76,"Leve Linking",True,600,0,0,0,0,0,0,0,0,0,8,9
77,"Collecting Loot",True,220,221,222,223,224,225,221,222,223,224,3,11
78,"Joining a Party",True,180,181,182,183,184,180,181,185,183,184,1,4
79,"Special Instances",True,120,121,0,0,0,0,0,0,0,0,4,15
80,"Main Scenario Quests",True,125,0,0,0,0,0,0,0,0,0,4,6
81,"Rental Chocobos",True,300,0,0,0,0,0,0,0,0,0,2,6
82,"Dismounting Rental Chocobos",True,310,0,0,0,0,311,0,0,0,0,2,7
83,"Chocobo Porters",True,320,0,0,0,0,0,0,0,0,0,2,4
84,"Dismounting Chocobo Porters",True,330,0,0,0,0,331,0,0,0,0,2,5
85,"Personal Chocobos",True,340,341,342,0,0,0,0,0,0,0,2,8
86,"Dismounting Personal Chocobos",True,350,0,0,0,0,351,0,0,0,0,2,9
87,"Grand Companies",True,410,411,412,0,0,0,0,0,0,0,1,21
88,"Class Quest Rewards",True,130,0,0,0,0,0,0,0,0,0,4,14
89,"Supply & Provisioning Missions",True,420,421,0,0,0,0,0,0,0,0,1,22
90,"Expert Delivery Missions",True,430,431,0,0,0,0,0,0,0,0,1,23
91,"Free Companies",True,440,441,442,0,0,0,0,0,0,0,9,1
92,"Limit Break",True,240,241,242,243,0,0,0,0,0,0,3,12
93,"Level Sync",True,250,251,252,0,0,0,0,0,0,0,7,4
94,"Jobs",True,260,261,262,0,0,0,0,0,0,0,1,8
95,"Dyeing",True,950,951,0,0,0,0,0,0,0,0,6,7
96,"Fighting with Your Chocobo",True,360,361,0,0,0,0,0,0,0,0,3,21
97,"Creating Materia",True,960,961,962,0,0,0,0,0,0,0,6,21
98,"Affixing Materia",True,970,971,0,0,0,0,0,0,0,0,6,22
99,"Affixing More than one Materia",True,980,981,0,0,0,0,0,0,0,0,6,23
100,"",False,0,0,0,0,0,0,0,0,0,0,0,0
101,"Untradable Items",True,270,0,0,0,0,0,0,0,0,0,5,4
102,"Using Items",True,280,281,0,0,0,280,283,0,0,0,5,1
103,"",False,0,0,0,0,0,0,0,0,0,0,0,0
104,"",False,0,0,0,0,0,0,0,0,0,0,0,0
105,"Finding Mineral Deposits",True,1020,1021,1022,0,0,0,0,0,0,0,11,3
106,"Mining",True,1030,1031,0,0,0,0,0,0,0,0,11,4
107,"",False,0,0,0,0,0,0,0,0,0,0,0,0
108,"",False,0,0,0,0,0,0,0,0,0,0,0,0
109,"Ordering Your Chocobo",True,370,371,372,0,0,0,0,0,0,0,3,22
110,"Opening Treasure Coffers",True,1110,0,0,0,0,0,0,0,0,0,8,7
111,"Collecting Bounties",True,1120,0,0,0,0,0,0,0,0,0,8,8
112,"Grand Company Leves",True,1130,0,0,0,0,0,0,0,0,0,8,21
113,"Free Company Petitions",True,450,0,0,0,0,0,0,0,0,0,9,2
114,"Joining a Free Company",True,460,461,462,0,0,0,0,0,0,0,9,3
256,"",False,0,0,0,0,0,0,0,0,0,0,0,0
