key,0
#,
int32,str
0,""
1,"Exit <Highlight>ObjectParameter(56)</Highlight>?"
2,"Exit alone."
3,"Exit with party."
4,"Remain here."
5,"Defeat <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/>."
6,"???"
7,""
8,""
9,""
10,""
11,""
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,"An exit has appeared."
28,"guildhest"
29,""
30,""
31,""
32,""
33,""
34,""
35,""
36,""
37,""
38,""
39,""
40,""
41,""
42,""
43,""
44,""
45,""
46,""
47,""
48,""
49,""
50,""
51,""
52,""
53,""
54,""
55,""
56,""
57,""
58,""
59,""
60,""
61,""
62,""
63,""
64,""
65,""
66,""
67,""
68,""
69,""
70,""
71,""
72,""
73,""
74,""
75,""
76,""
77,""
78,""
79,""
80,""
81,""
82,""
83,""
84,""
85,""
86,""
87,""
88,""
89,""
90,""
91,""
92,""
93,""
94,""
95,""
96,""
97,""
98,""
99,""
100,""
101,""
102,""
103,""
104,""
105,""
106,""
107,""
108,""
1000,"Cultist rosaries:"
1001,"Cultist orbs destroyed:"
1002,"Sealed barriers broken:"
1003,"You seem surprised. Did you not cross our gates in search of blood?"
1004,"Come hither, children of the dawn. The undying master will drink deep tonight!"
1100,"Tiny keys:"
1101,"Find the bloody parchment."
1102,"Find the green key."
1103,"Find the yellow key."
1200,"Photocells:"
1201,"Activate terminal in the Confession Chamber."
1202,"Open the Abacination Chamber door."
1203,"Activate terminal in the Fool's Rest."
1300,"The guildhest is complete! Come and collect your reward."
1301,"Eliminate all targets."
1302,"Slay <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/>."
1303,"Capture <SheetEn(BNpcName,2,IntegerParameter(1),2,1)/>."
1304,"Escort <SheetEn(BNpcName,1,IntegerParameter(1),1,1)/> to the specified location."
1305,"A fine display! Now come, collect your reward."
1306,"Done, are we? Then haul your bloody arses over here so's we can leave this awful place!"
1400,"Defeat one enemy group at a time."
1401,"If <SheetEn(BNpcName,2,IntegerParameter(1),2,1)/> spots you, he will order all remaining targets to attack. Stay out of his line of sight and tackle his minions one at a time."
1402,"If <SheetEn(BNpcName,2,IntegerParameter(1),2,1)/> spots you, he will order all remaining targets to attack. Stay out of his line of sight and tackle his minions one at a time."
1403,"Steady there! Only a fool with a death wish would engage both parties at once!"
1404,"未使用"
1405,"Don't be so bloody eager to march headlong into peril! Try luring the beasts away from the goobbue without alarming the mossy lout."
1406,"Executed to perfection! Now put the seedkin down!"
1407,"The goobbue has seen you and alerted his scrags! Slay as many as you can before jumpin' in bed with the giant, or you won't survive another bell!"
1408,"Get up! You won't do your allies any good lying sprawled across the grass like a beached whale!"
1409,"What in the seven hells are you fools doing!? Fall back and regroup!"
1410,"Might be I was mistaken about you all. I'd say your chances of victory are a notch above dismal."
1411,"You've come this far, now finish him!"
1500,"When threatened, <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/> will summon reinforcements. Stay alert!"
1501,"Beware of <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/>)>'s new weaponskill."
1502,"Beware of <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/>)>'s new weaponskill."
1503,"The stronger of your allies would be wise to draw the enemy's attention away from the weaker."
1504,"Those allies specialized in dealing damage will find their attacks more effective when dealt from the enemy's flank or rear."
1505,"Reinforcements! Move to intercept!"
1506,"Another wave! But unlike the last!"
1600,"Defeat <SheetEn(BNpcName,2,IntegerParameter(1),2,1)/> to open the first gate."
1601,"Defeat the enemies and use the lever to open the gate."
1602,"Defeat <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/> before the yarzons break free."
1603,"Behind you! Slay the lesser enemies before concentrating your efforts on the true threat."
1604,"Pull the lever and open the gate!"
1605,"Quickly! Those boulders will not hold the yarzon back for long!"
1606,"There to the left of the gate! A second swarm of yarzons has appeared! Hurry and fell the gigantoad or you will have the vilekin to deal with, as well."
1607,"A swarm of yarzons have broken through! Your attention is best focused on clearing away the eight-legged vilekin before returning to the gigantoad."
1608,"A second swarm approaches quickly! Ready yourselves!"
1609,"A superb display of strength and speed! Well done!"
1610,"The boulders are beginning to crack!"
1611,"The boulders will crumble at any moment, allowing the yarzons entry!"
1612,"Now pull the lever to open the gate...but only when you are ready for what waits on the other side."
1613,"My orders are to aid you to victory. You only make it harder on yourselves by disregarding them."
1614,"Now that those two are out of the way, concentrate your efforts of the hogs."
1615,"Something tells me there will be more if you cannot make swift work of that toad."
1616,"The first gate is open! Tend to your wounds before advancing to the second."
1617,"The second gate is open! One more, and you will have breached the gigantoad's lair."
1618,"The third gate has fallen! The lord of the lair awaits beyond!"
1619,"The safety mechanism on the gate will deactivate once all threats in the area have been removed."
1700,"<Clickable(<SheetEn(BNpcName,2,IntegerParameter(1),2,1)/>)/> will attempt to heal <SheetEn(BNpcName,2,IntegerParameter(2),1,1)/>."
1701,"Use fire sprite cores to light the herb patch and release slumber-inducing smoke into the air."
1702,"Your orders are to capture the gil turtle. The best manner in which to accomplish this task is by first weakening the poor creature."
1703,"The craven bandits who spirited away the turtle would not have you reclaim their prize, and will heal the creature's wounds with hopes that their efforts will discourage you into leaving. Draw the turtle away from the conjurers."
1704,"In its current weakened state, the gil turtle will be unable to resist the effects of the herbs. Now quickly! We require fire sprite cores!"
1705,"Use the core to light the herb patch lying be fore me."
1706,"The herbs are aflame! Now do what you must to draw the gil turtle into the smoke!"
1707,"And so the gentle giant succumbs to slumber's blissful embrace. Our work here is complete."
1708,"Those efts may prove troublesome if left alone. Slay the wavekin before the situation becomes problematic."
1709,"Out of cores? Well then claim new ones! You'd think that much was obvious!"
