key,0,1
#,,
int32,str,str
0,"TEXT_BANALL010_01465_SEQ_00","Scarlet would commend you for your accomplishments with the beast tribes, and entreat your further aid."
1,"TEXT_BANALL010_01465_SEQ_01","Lieutenant Scarlet expresses her gratitude for your accomplishments, which have laid the groundwork upon which enduring peace with the beast tribes of Eorzea may one day be achieved. Valuing your diplomatic skills highly, she would seek your aid with an important task. Inquire with Lieutenant Gavin as to the details."
2,"TEXT_BANALL010_01465_SEQ_02","Lieutenant Gavin is heartened by your presence, having heard of your peace-building exploits with the beast tribes. To learn more of the task the Twin Adder would entrust to you, speak with the lieutenant anew."
3,"TEXT_BANALL010_01465_SEQ_03","dummy"
4,"TEXT_BANALL010_01465_SEQ_04","dummy"
5,"TEXT_BANALL010_01465_SEQ_05","dummy"
6,"TEXT_BANALL010_01465_SEQ_06","dummy"
7,"TEXT_BANALL010_01465_SEQ_07","dummy"
8,"TEXT_BANALL010_01465_SEQ_08","dummy"
9,"TEXT_BANALL010_01465_SEQ_09","dummy"
10,"TEXT_BANALL010_01465_SEQ_10","dummy"
11,"TEXT_BANALL010_01465_SEQ_11","dummy"
12,"TEXT_BANALL010_01465_SEQ_12","dummy"
13,"TEXT_BANALL010_01465_SEQ_13","dummy"
14,"TEXT_BANALL010_01465_SEQ_14","dummy"
15,"TEXT_BANALL010_01465_SEQ_15","dummy"
16,"TEXT_BANALL010_01465_SEQ_16","dummy"
17,"TEXT_BANALL010_01465_SEQ_17","dummy"
18,"TEXT_BANALL010_01465_SEQ_18","dummy"
19,"TEXT_BANALL010_01465_SEQ_19","dummy"
20,"TEXT_BANALL010_01465_SEQ_20","dummy"
21,"TEXT_BANALL010_01465_SEQ_21","dummy"
22,"TEXT_BANALL010_01465_SEQ_22","dummy"
23,"TEXT_BANALL010_01465_SEQ_23","dummy"
24,"TEXT_BANALL010_01465_TODO_00","Speak with Gavin."
25,"TEXT_BANALL010_01465_TODO_01","dummy"
26,"TEXT_BANALL010_01465_TODO_02","dummy"
27,"TEXT_BANALL010_01465_TODO_03","dummy"
28,"TEXT_BANALL010_01465_TODO_04","dummy"
29,"TEXT_BANALL010_01465_TODO_05","dummy"
30,"TEXT_BANALL010_01465_TODO_06","dummy"
31,"TEXT_BANALL010_01465_TODO_07","dummy"
