key,0,1,2,3
#,Name,AchievementKind,ShowComplete,HideCategory
int32,str,AchievementKind,bool,bool
0,"",0,True,False
1,"Battle",1,True,False
2,"Dungeons",1,True,False
3,"The Wolves' Den",1,True,False
4,"Trials",1,True,False
5,"Treasure Hunt",1,True,False
6,"Raids",1,True,False
7,"Class",2,True,False
8,"Gladiator",2,True,False
9,"Pugilist",2,True,False
10,"Marauder",2,True,False
11,"Lancer",2,True,False
12,"Archer",2,True,False
13,"Conjurer",2,True,False
14,"Thaumaturge",2,True,False
15,"Arcanist",2,True,False
16,"Carpenter",2,True,False
17,"Blacksmith",2,True,False
18,"Armorer",2,True,False
19,"Goldsmith",2,True,False
20,"Leatherworker",2,True,False
21,"Weaver",2,True,False
22,"Alchemist",2,True,False
23,"Culinarian",2,True,False
24,"Miner",2,True,False
25,"Botanist",2,True,False
26,"Fisher",2,True,False
27,"PvP",2,True,False
28,"Commendation",2,True,False
29,"Items",4,True,False
30,"Currency",4,True,False
31,"Materia",4,True,False
32,"Carpenter",5,True,False
33,"Blacksmith",5,True,False
34,"Armorer",5,True,False
35,"Goldsmith",5,True,False
36,"Leatherworker",5,True,False
37,"Weaver",5,True,False
38,"Alchemist",5,True,False
39,"Culinarian",5,True,False
40,"Miner",6,True,False
41,"Botanist",6,True,False
42,"Fisher",6,True,False
43,"Quests",8,True,False
44,"Levequests",8,True,False
45,"Beast Tribe Quests",8,True,False
46,"Seasonal Events",8,True,True
47,"La Noscea",11,True,False
48,"The Black Shroud",11,True,False
49,"Thanalan",11,True,False
50,"Coerthas",11,True,False
51,"Mor Dhona",11,True,False
52,"Grand Company",12,True,False
53,"Maelstrom",12,True,False
54,"Order of the Twin Adder",12,True,False
55,"Immortal Flames",12,True,False
56,"Battle",13,True,False
57,"Currency",13,True,False
58,"Gathering",13,True,False
59,"Quests",13,True,False
60,"Seasonal Events",13,True,False
61,"Dungeons",13,True,False
62,"Exploration",13,True,False
63,"Grand Company",13,True,False
