key,0,1,2,3,4,5
#,Text,,,,Item,GatheringItemLevel
int32,str,int32,byte,byte,Row,GatheringItemLevelConvertTable
0,"",0,0,0,0,True
1,"This dark green variety of seaweed found in all five of Eorzea's seas has been known to grow up to a malm (1760 yalms) in length.",4776,4,0,128,True
2,"A brown-carapaced freshwater crustacean commonly found in the rivers and lakes of Aldenard. So eager are crayfish to grasp at anything that may happen by, fishers boast that they need not even bait their lines to catch the creatures.",4925,2,2,148,True
3,"When spawning, the head, belly, and tail of this common freshwater fish take on a vibrant red hue─a color which, across Eorzea, traditionally represents happiness and longevity. Because of this, chubs are often given as gifts to newlyweds.",4926,3,2,134,True
4,"A vividly striped saltwater fish commonly found in the Strait of Merlthor. The gobies are situated near the bottom of the food chain and feed a great deal of larger species. This makes the fish an ideal choice for mooching.",4869,3,0,134,True
5,"For many generations, Lominsan anchovies were not actively caught, due to their insignificant size. However, after a Qiqirn deckhand discovered one rotting in the corner of the bilge hold on a fishing vessel and found it to be sublime, the demand for salt-cured Lominsan anchovies has risen dramatically.",4870,3,0,134,True
6,"A brightly striped freshwater fish native to the rivers and lakes of the Coerthas and Mor Dhona regions. Coerthas legend states that the striped goby was not always a fish, but once a brightly plumed bird cast to the bottom of the seas by the Fury for flying too near Her realm.",4927,4,2,148,True
7,"An undersized variety of catfish found in still, swampy waters across Aldenard. The Padjali name for this fish is ""gee-gee,"" supposedly taken from the grinding sound created when it moves its fins.",4928,4,2,134,True
8,"A common saltwater shrimp found in the plankton-rich waters of the Sea of Jade. Boiled in seawater and topped with a squeeze of fresh Thanalan sun lemon is the preferred method of preparation.",4871,4,0,134,True
9,"A white-carapaced freshwater crustacean commonly found living in caves or deep lakes where sunlight is absent. After molting, the new shell is so thin and transparent that one can see the creature's organs.",4929,5,2,148,True
10,"A piece of sharp coral native to the shallow seas all along Eorzea's coastlines. A literal treasure of the deep, white coral has been used for ages in not only jewelry, but sculptures and other works of art.",5460,5,0,134,True
11,"Unlike other freshwater trout, which make their habitat in swift-flowing rivers, the silver princess trout prefers the relative seclusion of inland lakes. This has made the wavekin a favorite amongst recreational fishers who seek a more relaxing pastime.",4930,5,2,134,True
12,"A semi-transparent jellyfish commonly found in the Strait of Merlthor, where it goes through nine separate stages of development before reaching adulthood.",4872,6,0,134,True
