key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,,,,,,,,,SGB,,,,,,,
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,ExportedSG,byte,int32,byte,int32,int32,int32,int32
0,"treasure coffer",0,"treasure coffers",0,0,0,0,0,0,0,0,0,0,0,0,0
1,"treasure coffer",0,"treasure coffers",0,0,0,0,0,1,0,0,10,3,1,0,1598
2,"treasure coffer",0,"treasure coffers",0,0,0,0,0,2,0,0,10,3,1,1,1597
3,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,1,1,0,1596
4,"treasure coffer",0,"treasure coffers",0,0,0,0,0,4,0,4551,0,1,1,0,1598
5,"treasure coffer",0,"treasure coffers",0,0,0,0,0,0,0,0,0,0,0,0,0
6,"treasure coffer",0,"treasure coffers",0,0,0,0,0,0,0,0,0,0,0,0,0
7,"treasure coffer",0,"treasure coffers",0,0,0,0,0,0,0,0,0,0,0,0,0
8,"treasure coffer",0,"treasure coffers",0,0,0,0,0,0,0,0,0,0,0,0,0
9,"treasure coffer",0,"treasure coffers",0,0,0,0,0,0,0,0,0,0,0,0,0
10,"treasure coffer",0,"treasure coffers",0,0,0,0,0,4,0,74,0,1,1,0,1598
11,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,1,4,0,1598
12,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,2,5,0,1597
13,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,6,0,1596
14,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,7,0,1596
15,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,8,0,1596
16,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,2,9,0,1597
17,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,2,10,0,1597
18,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,11,0,1596
19,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,12,0,1596
20,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,13,0,1596
21,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,2,14,0,1597
22,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,15,0,1596
23,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,2,16,0,1597
24,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,17,0,1596
25,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,18,0,1596
26,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,19,0,1596
27,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,1,20,0,1598
28,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,2,21,0,1597
29,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,22,0,1596
30,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,23,0,1596
31,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,73,0,1596
32,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,3,73,0,1596
33,"treasure coffer",0,"treasure coffers",0,0,0,0,0,3,0,0,0,2,21,0,1597
