key,0,1,2
#,Name,SeparateType,DataType
int32,str,byte,byte
0,"Sephiroth Missions",0,0
1,"Main Scenario Quests",2,1
2,"Chronicles of a New Era",2,1
3,"Amalj'aa Quests",2,1
4,"Sylph Quests",2,1
5,"Side Story Quests",2,1
6,"Lominsan Sidequests",3,1
7,"Gridanian Sidequests",3,1
8,"Ul'dahn Sidequests",3,1
9,"Ishgardian Sidequests",3,1
10,"Mor Dhonan Sidequests",3,1
11,"Class Quests",2,1
12,"Job Quests",2,1
13,"Grand Company Quests",2,1
14,"Seasonal Events",1,1
15,"Battlecraft Leves",3,2
16,"Mining Leves",3,2
17,"Botany Leves",3,2
18,"Fishing Leves",3,2
19,"Carpentry Leves",3,2
20,"Blacksmithing Leves",3,2
21,"Armoring Leves",3,2
22,"Goldsmithing Leves",3,2
23,"Leathercrafting Leves",3,2
24,"Clothcrafting Leves",3,2
25,"Alchemy Leves",3,2
26,"Cooking Leves",3,2
27,"Faction Leves",2,2
28,"Company Leves",2,2
29,"Duty",2,3
30,"Legacy Quests",2,4
