key,0,1,2,3,4,5,6,7,8,9,10,11
#,Slot,OverRay,,,Idle,Attribute[0],AttributeFlag[0],Attribute[1],AttributeFlag[1],Attribute[2],AttributeFlag[2],Scale
int32,byte,sbyte,sbyte,uint16,str,bool,str,bool,str,bool,single,int32
0,0,0,0,0,"",False,"",False,"",False,1,0
1,0,1,0,0,"",False,"",False,"",False,1,0
2,0,0,-1,0,"",False,"",False,"",False,1,0
3,0,1,-1,0,"",False,"",False,"",False,1,0
4,0,0,-1,0,"",False,"",False,"",False,1,0
5,0,1,-1,0,"",False,"",False,"",False,1,0
6,0,-1,-1,936,"",False,"",False,"",False,1,0
7,0,-1,-1,983,"",False,"",False,"",False,1,0
8,0,0,-1,0,"",False,"",False,"",False,1,0
9,0,1,-1,0,"",False,"",False,"",False,1,0
10,0,0,-1,0,"",False,"",False,"",False,1,0
11,0,1,-1,0,"",False,"",False,"",False,1,0
12,0,0,-1,0,"",False,"",False,"",False,1,0
13,0,1,-1,0,"",False,"",False,"",False,1,0
14,0,1,0,0,"",False,"",False,"",False,1,0
15,0,0,1,0,"",False,"",False,"",False,1,0
16,0,0,0,0,"",False,"",False,"",False,1,0
17,0,1,1,0,"atr_parts_wing",True,"",False,"",False,1,0
18,0,1,1,0,"atr_parts_wing",False,"",False,"",False,1,0
19,0,1,0,0,"atr_parts_wing",False,"",False,"",False,1,0
20,0,0,0,0,"atr_parts_wing",False,"",False,"",False,1,0
21,0,0,-1,0,"",False,"",False,"",False,1,0
22,0,1,-1,0,"",False,"",False,"",False,1,0
23,0,2,-1,0,"",False,"",False,"",False,1,0
24,0,1,-1,197,"",False,"",False,"",False,1,0
25,0,1,-1,197,"",False,"",False,"",False,1,0
26,0,0,-1,0,"atr_parts_first",True,"atr_parts_second",True,"atr_parts_third",True,1,0
27,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",True,"atr_parts_third",True,1,0
28,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",False,"atr_parts_third",True,1,0
29,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",False,"atr_parts_third",False,1,0
30,0,0,-1,0,"atr_parts_first",True,"atr_parts_second",True,"atr_parts_third",True,1,0
31,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",True,"atr_parts_third",True,1,0
32,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",False,"atr_parts_third",True,1,0
33,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",False,"atr_parts_third",False,1,0
34,0,0,-1,0,"atr_parts_missile",True,"",False,"",False,1,0
35,0,0,-1,0,"atr_parts_missile",False,"",False,"",False,1,0
36,0,0,-1,0,"",False,"",False,"",False,1,0
37,0,1,-1,0,"",False,"",False,"",False,1,0
38,0,2,-1,0,"",False,"",False,"",False,1,0
39,0,0,-1,0,"",False,"",False,"",False,1,2549
40,0,-1,-1,0,"",False,"",False,"",False,1,2550
41,0,0,-1,0,"atr_parts_breast",True,"atr_parts_arm",True,"atr_parts_masekikun",True,1,0
42,0,0,-1,0,"atr_parts_breast",False,"atr_parts_arm",True,"atr_parts_masekikun",True,1,0
43,0,0,-1,0,"atr_parts_breast",False,"atr_parts_arm",False,"atr_parts_masekikun",True,1,0
44,0,0,-1,0,"atr_parts_breast",False,"atr_parts_arm",False,"atr_parts_masekikun",False,1,0
45,0,0,-1,197,"",False,"",False,"",False,1,0
46,0,0,-1,197,"",False,"",False,"",False,1,0
47,0,0,-1,160,"",False,"",False,"",False,1,0
48,0,-1,-1,0,"",False,"",False,"",False,1,0
49,0,-1,-1,0,"",False,"",False,"",False,1,0
50,0,-1,-1,0,"",False,"",False,"",False,2,0
51,0,-1,-1,0,"",False,"",False,"",False,3,0
52,0,-1,-1,0,"",False,"",False,"",False,4,0
53,0,1,-1,0,"",False,"",False,"",False,1,2550
54,0,2,-1,0,"",False,"",False,"",False,1,2550
55,0,0,-1,197,"",False,"",False,"",False,1,0
56,0,-1,-1,0,"atr_parts_heart",False,"",False,"",False,1,0
57,0,0,-1,0,"",False,"",False,"",False,1,0
58,0,1,-1,0,"",False,"",False,"",False,1,0
59,0,2,-1,0,"",False,"",False,"",False,1,0
60,0,-1,-1,0,"",False,"",False,"",False,1,0
61,0,-1,-1,0,"",False,"",False,"",False,1,0
62,0,-1,-1,0,"",False,"",False,"",False,1,0
63,0,-1,-1,0,"",False,"",False,"",False,1,0
64,0,-1,-1,0,"",False,"",False,"",False,1,0
65,0,-1,-1,0,"",False,"",False,"",False,1,0
66,0,-1,-1,0,"",False,"",False,"",False,1,0
67,0,-1,-1,0,"",False,"",False,"",False,1,0
68,0,-1,-1,0,"",False,"",False,"",False,1,0
69,0,-1,-1,0,"",False,"",False,"",False,1,0
70,0,-1,-1,0,"",False,"",False,"",False,1,0
71,0,-1,-1,0,"",False,"",False,"",False,1,0
72,0,-1,-1,0,"",False,"",False,"",False,1,0
73,0,-1,-1,0,"",False,"",False,"",False,1,0
74,0,-1,-1,0,"",False,"",False,"",False,1,0
75,0,-1,-1,0,"",False,"",False,"",False,1,0
76,0,-1,-1,0,"",False,"",False,"",False,1,0
77,0,-1,-1,0,"",False,"",False,"",False,1,0
78,0,-1,-1,0,"",False,"",False,"",False,1,0
79,0,-1,-1,0,"",False,"",False,"",False,1,0
80,0,-1,-1,0,"",False,"",False,"",False,1,0
