key,0,1,2
#,Path,PathAlly,Type
int32,str,str,byte
0,"","",0
1,"general01f","general01_pf",0
2,"general02f","general02_pf",4
3,"gl_fan060_0f","gl_fan060_0pf",3
4,"gl_fan090_0f","gl_fan090_0pf",3
5,"gl_fan120_0f","gl_fan120_0pf",3
6,"m0096sp_05c1s","",2
7,"m0096sp_06c2s","",2
8,"m0098sp04cx0t","",2
9,"m0098sp07cx0t","",4
10,"m0077sp03o0m","",4
11,"m0077sp03o1m","",4
12,"gl_sircle_1907af","",2
13,"gl_sircle_3004af","",2
14,"gl_sircle_5003af","",2
15,"gl_fan270_0100af","",3
16,"gl_fan270_1005af","",3
17,"gl_fan270_1510af","",3
18,"sandpilr1o0c","",2
19,"m0063gt_loop_0m","",2
20,"m0057sp09cx0s","",2
21,"m0062sp_03o0s","",2
22,"taihuunome0m","",2
23,"tatumaki0m","",2
24,"m063sp019o0c","",4
25,"m0031sp03o0c","",4
26,"m0099sp_03o0t","",4
27,"gl_shipimpact0f","",2
28,"gl_fan150_0f","gl_fan150_0pf",3
29,"d1006_meteo1m","",2
30,"d1006_sp04o1m","",2
31,"m0172sp05o0c","",4
32,"m0095sp16o0c","",3
33,"m0073_mijingiri1m","",4
34,"m0073_wagiri1m","",3
35,"m0073_wagiri2m","",3
36,"m0073_wagiri3m","",3
37,"m0073_wagiri4m","",3
38,"m0073_ougigiri1m","",3
39,"m0073_jiraisin1m","",2
40,"undeadraise1o0h","",2
