key,0,1
#,,
int32,str,str
0,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_KEITHA_000_000","Hullo there, 'venturer, and welcome to Bentbranch Meadows. What can I do for you?"
1,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_KEITHA_000_010","The ranch is owned and operated by Moogle's Gift Mounts, and I'm the head wrangler in their employ."
2,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_KEITHA_000_011","Till recently, chocobo breedin' was the exclusive domain of the Ishgardians. They had a tight rein on imports, and nary a single female bird was seen outside the Holy See."
3,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_KEITHA_000_012","But the Calamity came and changed all that. The environment of Coerthas underwent drastic change, and great flocks of chocobos fled into the Twelveswood. The rest, as they say, is history."
4,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_KEITHA_000_020","The meadows're dedicated to the breedin' and raisin' of those majestic birds we call chocobos. 'Twas built with the blessin' of the elementals followin' the Calamity."
5,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_KEITHA_000_021","In addition to the stables, we've got fields for growin' gysahl greens, and all manner of amenities to ensure that our birds grow clever and strong."
6,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_KEITHA_000_022","Raisin' fine birds and finding good homes for 'em─nothin' gives me and my ranch hands greater joy."
7,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_Q1_000_000","What will you ask?"
8,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_A1_000_001","What do you do here?"
9,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_A1_000_002","What kind of place is this?"
10,"TEXT_REGFSTBENTBRANCHMEADOWS_00129_A1_000_003","Nothing."
