key,0,1
#,,
int32,str,str
0,"TEXT_CMNGSCTRIPLETRIADCUP_00247_TTCUP_000_001","Hello, <If(PlayerParameter(4))>miss<Else/>sir</If>! <Clickable(<Sheet(TripleTriadCompetition,IntegerParameter(2),0)/>)/> is currently underway! Place in the top three, and you'll take home <SheetEn(Item,1,IntegerParameter(1),1,1)/>!"
1,"TEXT_CMNGSCTRIPLETRIADCUP_00247_TTCUP_000_002","Hello, <If(PlayerParameter(4))>miss<Else/>sir</If>! Looking to enter a Triple Triad tournament? I...oh. I'm afraid our records show that you've yet to take the required tutorial."
2,"TEXT_CMNGSCTRIPLETRIADCUP_00247_TTCUP_000_003","If you'd like to participate in tournaments, please speak with the Triple Triad master and she will gladly walk you through the basic rules of the game!"
3,"TEXT_CMNGSCTRIPLETRIADCUP_00247_Q1_000_001","What will you do?"
4,"TEXT_CMNGSCTRIPLETRIADCUP_00247_A1_000_001","Enter the current tournament."
5,"TEXT_CMNGSCTRIPLETRIADCUP_00247_A1_000_002","View current tournament rankings."
6,"TEXT_CMNGSCTRIPLETRIADCUP_00247_A1_000_003","Ask about tournament prizes."
7,"TEXT_CMNGSCTRIPLETRIADCUP_00247_A1_000_004","Ask about tournament rules."
8,"TEXT_CMNGSCTRIPLETRIADCUP_00247_A1_000_005","Nothing."
9,"TEXT_CMNGSCTRIPLETRIADCUP_00247_TTCUP_010_001","Shall I sign you up for <Sheet(TripleTriadCompetition,IntegerParameter(1),0)/>?"
10,"TEXT_CMNGSCTRIPLETRIADCUP_00247_Q2_000_001","Enter <Sheet(TripleTriadCompetition,IntegerParameter(1),0)/>?"
11,"TEXT_CMNGSCTRIPLETRIADCUP_00247_A2_000_001","Yes"
12,"TEXT_CMNGSCTRIPLETRIADCUP_00247_A2_000_002","No"
13,"TEXT_CMNGSCTRIPLETRIADCUP_00247_TTCUP_011_001","There we are, <Highlight>ObjectParameter(1)</Highlight>! You are now officially registered for <Sheet(TripleTriadCompetition,IntegerParameter(1),0)/>. Best of luck in the tournament!"
