key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,,,,,,,,,,,,,,,,
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,byte,uint32,byte,uint16,bit&01,bit&02,bit&04,byte
2000000,"",0,"",0,0,1,0,0,3,0,7,0,True,False,True,0
2000001,"透明君※α未使用",0,"",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000002,"草むらテスト※α未使用",0,"",0,0,1,0,0,3,65538,7,1860,True,False,True,0
2000003,"クエストツールテスト※α未使用",0,"",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000004,"クエストツールテスト２※α未使用",0,"",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000005,"草むら※α未使用",0,"",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000006,"草むら※α未使用",0,"",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000007,"草むら※α未使用",0,"",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000008,"Hedgetree",0,"Hedgetrees",0,0,1,0,0,3,65633,7,1625,True,False,True,0
2000009,"destination",0,"destinations",0,0,1,0,0,3,65635,7,1625,True,False,True,0
2000010,"anole egg",0,"anole eggs",0,1,1,0,0,3,65661,7,1843,True,False,True,0
2000011,"anole egg",0,"anole eggs",0,1,1,0,0,3,65661,7,1843,True,False,True,0
2000012,"anole egg",0,"anole eggs",0,1,1,0,0,3,65661,7,1843,True,False,True,0
2000013,"anole egg",0,"anole eggs",0,1,1,0,0,3,65661,7,1843,True,False,True,0
2000014,"anole egg",0,"anole eggs",0,1,1,0,0,3,65661,7,1843,True,False,True,0
2000015,"scented letter",0,"scented letters",0,0,1,0,0,3,0,7,1848,True,False,True,0
2000016,"decaying tree",0,"decaying trees",0,0,1,0,0,3,65663,7,1625,True,False,True,0
2000017,"decaying tree",0,"decaying trees",0,0,1,0,0,3,65663,7,1625,True,False,True,0
2000018,"decaying tree",0,"decaying trees",0,0,1,0,0,3,65663,7,1625,True,False,True,0
2000019,"wooden hairpin",0,"wooden hairpins",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000020,"vegetable offering",0,"vegetable offerings",0,0,1,0,0,3,65578,7,1856,True,False,True,0
2000021,"vegetable offering",0,"vegetable offerings",0,0,1,0,0,3,65578,7,1858,True,False,True,0
2000022,"vegetable offering",0,"vegetable offerings",0,0,1,0,0,3,65578,7,1856,True,False,True,0
2000023,"vegetable offering",0,"vegetable offerings",0,0,1,0,0,3,65578,7,1858,True,False,True,0
2000024,"vegetable offering",0,"vegetable offerings",0,0,1,0,0,3,65578,7,1856,True,False,True,0
2000025,"vegetable offering",0,"vegetable offerings",0,0,1,0,0,3,65578,7,1858,True,False,True,0
2000026,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,True,False,True,0
2000027,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,True,False,True,0
2000028,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,True,False,True,0
2000029,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,True,False,True,0
2000030,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,True,False,True,0
2000031,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0,3,65577,7,1844,True,False,True,0
2000032,"",0,"",0,0,1,0,0,3,720898,0,1624,True,False,True,0
2000033,"埋門",0,"",0,0,1,0,0,1,0,0,0,False,False,True,0
2000034,"巨大ウィスプの出現を待つ※α未使用",0,"",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000035,"凶悪な魔物に挑む※α未使用",0,"",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000036,"槍術士Aを追う※α未使用",0,"",0,0,1,0,0,3,0,7,1624,True,False,True,0
2000037,"",0,"",0,0,1,0,0,1,0,0,1767,False,False,True,0
2000038,"",0,"",0,0,1,0,0,3,0,7,0,False,False,True,0
2000039,"magitek photocell",0,"magitek photocells",0,0,1,0,0,1,983198,0,3203,True,False,True,0
2000040,"",0,"",0,0,1,0,0,1,0,0,1767,False,False,True,0
2000041,"",0,"",0,0,1,0,0,1,0,0,0,False,False,True,0
2000042,"destination",0,"destinations",0,0,1,0,0,3,65695,7,3308,True,False,True,0
2000043,"moist depression",0,"moist depressions",0,0,1,0,0,3,65696,7,1625,True,False,True,0
2000044,"moist depression",0,"moist depressions",0,0,1,0,0,3,65696,7,1625,True,False,True,0
2000045,"moist depression",0,"moist depressions",0,0,1,0,0,3,65696,7,1625,True,False,True,0
2000046,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,True,False,True,0
2000047,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,True,False,True,0
2000048,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,True,False,True,0
2000049,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,True,False,True,0
2000050,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,True,False,True,0
2000051,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,True,False,True,0
2000052,"×※α未使用",0,"",0,0,1,0,0,3,0,7,1625,True,False,True,0
2000053,"warm egg",0,"warm eggs",0,0,1,0,0,3,65697,7,1842,True,False,True,0
2000054,"",0,"",0,0,1,0,0,3,0,7,0,True,False,True,0
2000055,"cultist rosary",0,"cultist rosaries",0,0,1,0,0,1,983042,0,1109,True,False,True,0
2000056,"cultist rosary",0,"cultist rosaries",0,0,1,0,0,1,983043,0,1109,True,False,True,0
2000057,"cultist rosary",0,"cultist rosaries",0,0,1,0,0,1,983044,0,1109,True,False,True,0
2000058,"sealed barrier",0,"sealed barriers",0,0,1,0,0,1,983186,0,0,True,False,True,0
