key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
#,,,,,,,,,,,,,,,,,,
int32,byte,bool,sbyte,sbyte,sbyte,sbyte,byte,bool,sbyte,sbyte,sbyte,sbyte,byte,bool,sbyte,sbyte,sbyte,sbyte
0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
1,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
2,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
4,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
5,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
6,5,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
7,4,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
8,2,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
9,3,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
10,1,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
11,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
12,5,True,16,27,20,34,0,False,0,0,0,0,0,False,0,0,0,0
13,4,True,16,27,20,34,0,False,0,0,0,0,0,False,0,0,0,0
14,2,True,16,27,20,34,0,False,0,0,0,0,0,False,0,0,0,0
15,3,True,16,28,20,35,0,False,0,0,0,0,0,False,0,0,0,0
16,1,True,16,27,20,34,0,False,0,0,0,0,0,False,0,0,0,0
17,37,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
18,42,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
19,39,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
20,40,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
21,41,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
22,38,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
23,1,True,20,34,20,34,2,True,20,34,20,34,4,True,20,34,20,34
24,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
25,5,True,16,49,20,61,0,False,0,0,0,0,0,False,0,0,0,0
26,4,True,16,49,20,61,0,False,0,0,0,0,0,False,0,0,0,0
27,2,True,16,49,20,61,0,False,0,0,0,0,0,False,0,0,0,0
28,3,True,16,50,20,62,0,False,0,0,0,0,0,False,0,0,0,0
29,1,True,16,49,20,61,0,False,0,0,0,0,0,False,0,0,0,0
30,37,True,16,37,20,46,0,False,0,0,0,0,0,False,0,0,0,0
31,42,True,16,37,20,46,0,False,0,0,0,0,0,False,0,0,0,0
32,39,True,16,37,20,46,0,False,0,0,0,0,0,False,0,0,0,0
33,40,True,16,37,20,46,0,False,0,0,0,0,0,False,0,0,0,0
34,41,True,16,37,20,46,0,False,0,0,0,0,0,False,0,0,0,0
35,38,True,16,37,20,46,0,False,0,0,0,0,0,False,0,0,0,0
36,5,True,16,67,20,84,0,False,0,0,0,0,0,False,0,0,0,0
37,4,True,16,67,20,84,0,False,0,0,0,0,0,False,0,0,0,0
38,2,True,16,67,20,84,0,False,0,0,0,0,0,False,0,0,0,0
39,3,True,16,70,20,87,0,False,0,0,0,0,0,False,0,0,0,0
40,1,True,16,67,20,84,0,False,0,0,0,0,0,False,0,0,0,0
41,37,True,16,64,20,80,0,False,0,0,0,0,0,False,0,0,0,0
42,42,True,16,64,20,80,0,False,0,0,0,0,0,False,0,0,0,0
43,39,True,16,64,20,80,0,False,0,0,0,0,0,False,0,0,0,0
44,40,True,16,64,20,80,0,False,0,0,0,0,0,False,0,0,0,0
45,41,True,16,64,20,80,0,False,0,0,0,0,0,False,0,0,0,0
46,38,True,16,64,20,80,0,False,0,0,0,0,0,False,0,0,0,0
47,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
48,3,False,1,0,1,0,0,False,0,0,0,0,0,False,0,0,0,0
49,3,False,1,0,1,0,0,False,0,0,0,0,0,False,0,0,0,0
50,3,True,8,2,10,3,0,False,0,0,0,0,0,False,0,0,0,0
51,3,True,8,2,10,3,0,False,0,0,0,0,0,False,0,0,0,0
52,3,True,6,8,7,10,0,False,0,0,0,0,0,False,0,0,0,0
53,3,True,4,10,5,12,0,False,0,0,0,0,0,False,0,0,0,0
54,44,False,1,0,1,0,3,False,1,0,1,0,22,False,1,0,1,0
55,44,True,8,3,10,4,3,True,4,3,5,4,22,True,2,2,2,3
56,44,True,7,6,9,7,3,True,4,6,5,7,22,True,2,4,2,5
57,44,True,6,8,7,10,3,True,4,9,5,11,22,True,2,6,2,7
58,44,True,4,10,5,13,3,True,3,10,4,13,22,True,2,6,2,8
59,44,True,4,13,5,16,3,True,3,12,4,15,27,True,2,8,2,10
