key,0,1,2,3,4,5,6,7,8,9
#,,,,,,,,,,
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,byte
1000000,"",0,"",0,0,1,0,0,"",3
1000001,"",0,"",0,0,0,0,0,"",0
1000002,"",0,"",0,0,0,0,0,"",0
1000003,"",0,"",0,0,0,0,0,"",0
1000004,"",0,"",0,0,0,0,0,"",0
1000005,"",0,"",0,0,0,0,0,"",0
1000006,"",0,"",0,0,0,0,0,"",0
1000007,"",0,"",0,0,0,0,0,"",0
1000008,"",0,"",0,0,0,0,0,"",0
1000009,"",0,"",0,0,0,0,0,"",0
1000010,"",0,"",0,0,0,0,0,"",0
1000011,"",0,"",0,0,0,0,0,"",0
1000012,"",0,"",0,0,0,0,0,"",0
1000013,"",0,"",0,0,0,0,0,"",0
1000014,"",0,"",0,0,0,0,0,"",0
1000015,"",0,"",0,0,0,0,0,"",0
1000016,"",0,"",0,0,0,0,0,"",0
1000017,"",0,"",0,0,0,0,0,"",0
1000018,"",0,"",0,0,0,0,0,"",0
1000019,"",0,"",0,0,0,0,0,"",0
1000020,"",0,"",0,0,0,0,0,"",0
1000021,"",0,"",0,0,0,0,0,"",0
1000022,"",0,"",0,0,0,0,0,"",0
1000023,"",0,"",0,0,0,0,0,"",0
1000024,"",0,"",0,0,0,0,0,"",0
1000025,"",0,"",0,0,0,0,0,"",0
1000026,"",0,"",0,0,0,0,0,"",0
1000027,"",0,"",0,0,0,0,0,"",0
1000028,"",0,"",0,0,0,0,0,"",0
1000029,"",0,"",0,0,0,0,0,"",0
1000030,"",0,"",0,0,0,0,0,"",0
1000031,"",0,"",0,0,0,0,0,"",0
1000032,"",0,"",0,0,0,0,0,"",0
1000033,"",0,"",0,0,0,0,0,"",0
1000034,"",0,"",0,0,0,0,0,"",0
1000035,"",0,"",0,0,0,0,0,"",0
1000036,"",0,"",0,0,0,0,0,"",0
1000037,"",0,"",0,0,0,0,0,"",0
1000038,"",0,"",0,0,0,0,0,"",0
1000039,"",0,"",0,0,0,0,0,"",0
1000040,"",0,"",0,0,0,0,0,"",0
1000041,"",0,"",0,0,0,0,0,"",0
1000042,"",0,"",0,0,0,0,0,"",0
1000043,"",0,"",0,0,0,0,0,"",0
1000044,"",0,"",0,0,0,0,0,"",0
1000045,"",0,"",0,0,0,0,0,"",0
1000046,"",0,"",0,0,0,0,0,"",0
1000047,"",0,"",0,0,0,0,0,"",0
1000048,"",0,"",0,0,0,0,0,"",0
1000049,"",0,"",0,0,0,0,0,"",0
1000050,"",0,"",0,0,0,0,0,"",0
1000051,"",0,"",0,0,0,0,0,"",0
1000052,"",0,"",0,0,0,0,0,"",0
1000053,"",0,"",0,0,0,0,0,"",0
1000054,"",0,"",0,0,0,0,0,"",0
1000055,"",0,"",0,0,0,0,0,"",0
1000056,"",0,"",0,0,0,0,0,"",0
1000057,"",0,"",0,0,0,0,0,"",0
1000058,"",0,"",0,0,0,0,0,"",0
1000059,"",0,"",0,0,0,0,0,"",0
1000060,"",0,"",0,0,0,0,0,"",0
1000061,"",0,"",0,0,0,0,0,"",0
1000062,"",0,"",0,0,0,0,0,"",0
1000063,"delivery moogle",0,"delivery moogles",0,0,0,0,0,"",3
1000064,"",0,"",0,0,0,0,0,"",0
1000065,"",0,"",0,0,0,0,0,"",0
1000066,"",0,"",0,0,0,0,0,"",0
1000067,"",0,"",0,0,0,0,0,"",0
1000068,"",0,"",0,0,0,0,0,"",0
1000069,"",0,"",0,0,0,0,0,"",0
1000070,"",0,"",0,0,0,0,0,"",0
1000071,"",0,"",0,0,0,0,0,"",0
1000072,"",0,"",0,0,0,0,0,"",0
1000073,"",0,"",0,0,0,0,0,"",0
1000074,"",0,"",0,0,0,0,0,"",0
1000075,"",0,"",0,0,0,0,0,"",0
1000076,"",0,"",0,0,0,0,0,"",0
1000077,"",0,"",0,0,0,0,0,"",0
1000078,"",0,"",0,0,0,0,0,"",0
1000079,"",0,"",0,0,0,0,0,"",0
1000080,"",0,"",0,0,1,0,0,"",3
1000081,"",0,"",0,0,1,0,0,"",3
1000082,"",0,"",0,0,1,0,0,"",3
1000083,"",0,"",0,0,1,0,0,"",3
1000084,"",0,"",0,0,1,0,0,"",3
1000085,"",0,"",0,0,1,0,0,"",3
1000086,"",0,"",0,0,1,0,0,"",3
1000087,"",0,"",0,0,1,0,0,"",3
1000088,"",0,"",0,0,1,0,0,"",3
1000089,"",0,"",0,0,1,0,0,"",3
1000090,"",0,"",0,0,1,0,0,"",3
1000091,"",0,"",0,0,1,0,0,"",3
1000092,"",0,"",0,0,1,0,0,"",3
1000093,"",0,"",0,0,1,0,0,"",3
1000094,"",0,"",0,0,1,0,0,"",3
1000095,"",0,"",0,0,1,0,0,"",3
1000096,"",0,"",0,0,1,0,0,"",3
1000097,"",0,"",0,0,1,0,0,"",3
1000098,"",0,"",0,0,1,0,0,"",3
1000099,"",0,"",0,0,1,0,0,"",3
1000100,"Mother Miounne",0,"Mother Miounne",0,0,0,1,1,"Carline Canopy Proprietress",3
1000101,"Gontrant",0,"Gontrant",0,0,0,0,1,"Levemete",3
1000102,"Antoinaut",0,"Antoinaut",0,0,0,0,1,"Innkeep",3
1000103,"未使用：",0,"",0,0,1,0,0,"",3
1000104,"Gyles",0,"Gyles",0,0,0,0,1,"",5
1000105,"Tierney",0,"Tierney",0,0,0,1,1,"Levemete",3
1000106,"Lionnellais",0,"Lionnellais",0,0,0,1,1,"Airship Ticketer",3
1000107,"Hida",0,"Hida",0,0,0,1,1,"",3
1000108,"",0,"",0,0,1,0,0,"",5
1000109,"arrivals attendant",0,"arrivals attendants",0,1,1,0,0,"",3
1000110,"",0,"",0,0,1,0,0,"",5
1000111,"",0,"",0,0,1,0,0,"",5
1000112,"",0,"",0,0,1,0,0,"",5
1000113,"",0,"",0,0,1,0,0,"SHOP",5
1000114,"",0,"",0,0,1,0,0,"",5
1000115,"",0,"",0,0,1,0,0,"",5
1000116,"",0,"",0,0,1,0,0,"",5
1000117,"",0,"",0,0,1,0,0,"",5
1000118,"",0,"",0,0,1,0,0,"",5
1000119,"",0,"",0,0,1,0,0,"",5
1000120,"",0,"",0,0,1,0,0,"",5
1000121,"",0,"",0,0,1,0,0,"",5
1000122,"Honoraint",0,"Honoraint",0,0,0,0,1,"",3
1000123,"Bertennant",0,"Bertennant",0,0,0,0,1,"",3
1000124,"",0,"",0,0,1,0,0,"",5
1000125,"Gairhard",0,"Gairhard",0,0,1,0,1,"",3
1000126,"",0,"",0,0,1,0,0,"",5
1000127,"Ulta",0,"Ulta",0,0,1,0,1,"",3
1000128,"Chamberlain",0,"Chamberlain",0,0,1,0,1,"Gateguard",3
1000129,"Solyeux",0,"Solyeux",0,0,1,0,1,"",3
1000130,"",0,"",0,0,1,0,0,"",5
1000131,"",0,"",0,0,1,0,0,"",5
1000132,"",0,"",0,0,1,0,0,"",5
1000133,"",0,"",0,0,1,0,0,"",5
1000134,"Estrelaint",0,"Estrelaint",0,0,1,0,1,"",3
1000135,"",0,"",0,0,1,0,0,"",5
1000136,"Cingur",0,"Cingur",0,0,0,0,1,"Chocobokeep",3
1000137,"",0,"",0,0,1,0,0,"",5
1000138,"",0,"",0,0,1,0,0,"",5
1000139,"Adalhard",0,"Adalhard",0,0,0,0,1,"",3
1000140,"Pfarahr",0,"Pfarahr",0,0,0,0,1,"",3
1000141,"Memama",0,"Memama",0,0,0,1,1,"",3
1000142,"",0,"",0,0,1,0,0,"",5
1000143,"",0,"",0,0,1,0,0,"",5
1000144,"",0,"",0,0,1,0,0,"",5
1000145,"",0,"",0,0,1,0,0,"",5
1000146,"Bernadette",0,"Bernadette",0,0,0,1,1,"",3
1000147,"",0,"",0,0,1,0,0,"",5
1000148,"Corgg",0,"Corgg",0,0,0,0,1,"Guild Receptionist",3
1000149,"Mera Pamera",0,"Mera Pamera",0,0,0,0,1,"",3
1000150,"",0,"",0,0,1,0,0,"",5
1000151,"",0,"",0,0,1,0,0,"",5
1000152,"",0,"",0,0,1,0,0,"",5
1000153,"Beatin",0,"Beatin",0,0,0,1,1,"Guildmaster",3
1000154,"Hartford",0,"Hartford",0,0,0,0,1,"",3
1000155,"",0,"",0,0,1,0,0,"",5
