key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
#,,,,,,,,,,,,,,,,,,,,,
int32,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08,bit&10,byte,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08
0,True,True,True,False,True,True,True,True,True,True,True,True,False,1,False,True,False,True,False,False,True
1,True,True,True,True,True,True,False,True,True,True,True,True,True,2,False,True,True,True,False,False,False
2,False,False,True,False,False,True,True,False,False,True,True,False,False,0,False,False,False,False,False,False,False
3,True,True,False,False,True,True,False,False,True,False,True,False,False,0,False,True,True,False,False,False,False
4,True,True,False,False,True,False,False,False,False,False,False,False,False,0,False,True,True,False,False,False,False
5,False,False,False,False,False,True,False,False,False,False,True,False,False,0,False,True,True,False,False,False,False
6,True,True,False,False,False,True,True,True,True,False,True,False,False,0,False,False,True,False,False,False,False
7,True,True,True,False,True,True,True,True,True,False,True,False,False,0,False,True,True,False,False,False,False
8,True,True,False,False,True,True,False,False,True,False,True,False,False,0,True,True,True,False,False,False,False
9,True,True,False,False,True,True,False,False,False,False,False,False,False,0,False,True,True,False,False,False,False
10,True,True,False,False,True,True,False,False,False,False,False,False,False,0,False,True,True,False,False,False,False
11,True,True,False,False,True,True,False,False,True,False,True,False,False,0,False,True,True,False,False,False,False
12,True,True,True,False,True,True,False,False,False,False,True,False,False,0,False,True,True,False,False,False,False
13,True,True,True,False,True,True,True,True,True,True,True,True,True,1,False,True,False,False,False,False,False
14,True,True,True,False,True,True,True,True,True,True,True,True,True,0,False,True,False,False,False,False,False
15,True,True,True,False,True,True,True,True,True,False,True,False,False,0,False,True,True,False,False,False,False
16,True,True,False,False,True,True,False,False,True,False,True,False,False,0,False,True,True,False,False,False,False
17,True,True,False,False,True,True,False,False,False,False,False,False,False,0,False,True,True,False,False,False,False
18,True,True,False,False,True,False,False,False,True,False,True,False,False,0,True,True,True,False,False,False,False
19,True,True,True,False,True,True,True,True,True,True,True,True,False,1,False,True,False,True,True,False,True
20,False,False,False,False,False,True,False,False,False,False,False,False,False,0,False,True,True,False,False,False,False
21,False,False,False,False,False,True,False,False,False,False,False,False,False,0,False,True,True,False,False,False,False
22,False,False,True,False,False,True,True,False,False,True,True,False,False,0,False,True,True,False,False,False,False
23,True,True,True,False,True,True,True,True,True,True,True,True,False,1,False,True,False,True,True,True,True
24,True,True,False,False,True,True,False,False,True,False,True,False,False,0,False,True,True,False,False,False,False
