key,0,1,2,3,4,5,6,7,8
#,,,,,,,,,
int32,int16,int32,int32,uint16,uint16,bit&01,single,single,bit&02
0,0,0,0,0,0,False,0,1,False
1,639,0,0,0,0,False,0,1,False
2,738,0,0,2443,0,False,0,1,False
3,868,0,0,0,0,False,0,1,False
4,344,0,0,0,0,False,0,1,False
5,869,0,0,0,0,False,0,1,False
6,836,0,0,3139,0,False,0,1,False
7,0,465,248,2360,0,False,0,1,True
8,0,466,249,2360,0,False,0,1,True
9,0,467,250,2360,0,False,0,1,True
10,0,468,251,2360,0,False,0,1,True
11,0,469,252,2360,0,False,0,1,True
12,921,0,0,2360,0,False,0.9,1,False
13,920,0,0,2360,0,False,0.9,1,False
14,923,0,0,2360,0,False,0.6,1,False
15,924,0,0,2360,0,False,0.5,0.6,False
16,922,0,0,2360,0,False,0.3,1,False
17,652,0,0,0,0,False,0,2,False
18,1022,0,0,0,0,False,0,2,False
19,1023,0,0,3504,0,False,0,2,False
20,0,0,0,0,0,False,0,1,False
