key,0,1,2,3
#,,,,
int32,byte,uint32,byte,bit&01
0,0,0,0,False
1,1,131001,0,False
2,2,131002,0,False
3,3,131003,0,False
4,4,131004,0,False
5,5,131005,0,False
6,6,131006,0,False
7,7,131007,0,False
8,8,131008,0,False
9,9,131009,0,False
10,10,131010,0,False
11,11,131011,0,False
12,12,131012,0,False
13,13,131013,0,False
14,14,131014,0,False
15,51,131015,0,False
16,52,131016,0,False
17,53,131017,0,False
18,54,131018,0,False
19,101,131020,26,True
20,104,131022,0,False
21,102,131021,0,False
22,105,131023,0,False
23,61,131019,228,True
24,106,131024,0,False
25,107,131025,0,False
26,108,131026,0,False
27,111,131027,0,False
28,112,131028,243,True
29,0,0,0,False
30,0,0,0,False
31,1,131101,0,False
32,2,131102,0,False
33,3,131103,0,False
34,4,131104,0,False
35,5,131105,0,False
36,6,131106,0,False
37,7,131107,0,False
38,8,131108,0,False
39,9,131109,0,False
40,10,131110,0,False
41,11,131111,0,False
42,12,131112,0,False
43,13,131113,0,False
44,14,131114,0,False
45,15,131115,0,False
46,51,131116,0,False
47,52,131117,0,False
48,53,131118,0,False
49,54,131119,0,False
50,101,131121,26,True
51,104,131123,0,False
52,102,131122,0,False
53,105,131124,0,False
54,61,131120,228,True
55,106,131125,0,False
56,107,131126,0,False
57,108,131127,0,False
58,111,131128,0,False
59,112,131129,243,True
60,0,0,0,False
61,1,131201,0,False
62,2,131202,0,False
63,3,131203,0,False
64,4,131204,0,False
65,5,131205,0,False
66,6,131206,0,False
67,7,131207,0,False
68,8,131208,0,False
69,9,131209,0,False
70,10,131210,0,False
71,11,131211,0,False
72,12,131212,0,False
73,13,131213,0,False
74,51,131214,0,False
75,52,131215,0,False
76,53,131216,0,False
77,101,131218,26,True
78,103,131220,0,False
79,104,131221,0,False
80,102,131219,0,False
81,105,131222,0,False
82,106,131223,0,False
83,61,131217,228,True
84,107,131224,0,False
85,108,131225,0,False
86,111,131226,0,False
87,112,131227,243,True
88,0,0,0,False
89,0,0,0,False
90,0,0,0,False
91,1,131301,0,False
92,2,131302,0,False
93,3,131303,0,False
94,4,131304,0,False
95,5,131305,0,False
96,6,131306,0,False
97,7,131307,0,False
98,8,131308,0,False
99,9,131309,0,False
100,10,131310,0,False
101,11,131311,0,False
102,12,131312,0,False
103,101,131314,26,True
104,103,131316,0,False
105,104,131317,0,False
106,102,131315,0,False
107,105,131318,0,False
108,106,131319,0,False
109,61,131313,228,True
110,107,131320,0,False
111,108,131321,0,False
112,111,131322,0,False
113,112,131323,243,True
114,0,0,0,False
115,0,0,0,False
116,0,0,0,False
117,0,0,0,False
118,0,0,0,False
119,0,0,0,False
120,0,0,0,False
121,1,132001,0,False
122,2,132002,0,False
123,3,132003,0,False
124,4,132004,0,False
125,5,132005,0,False
126,6,132006,0,False
127,7,132007,0,False
128,8,132008,0,False
129,9,132009,0,False
130,10,132010,0,False
131,11,132011,0,False
132,12,132012,0,False
133,101,132014,26,True
134,103,132016,0,False
135,104,132017,0,False
136,105,132018,0,False
137,102,132015,0,False
138,61,132013,228,True
139,106,132019,0,False
140,107,132020,0,False
141,108,132021,0,False
142,111,132022,0,False
143,112,132023,243,True
144,0,0,0,False
145,0,0,0,False
146,0,0,0,False
147,0,0,0,False
148,0,0,0,False
149,0,0,0,False
150,0,0,0,False
151,1,132101,0,False
152,2,132102,0,False
153,3,132103,0,False
154,4,132104,0,False
155,5,132105,0,False
156,6,132106,0,False
157,7,132107,0,False
158,8,132108,0,False
159,9,132109,0,False
160,10,132110,0,False
161,11,132111,0,False
162,12,132112,0,False
163,51,132113,0,False
164,52,132114,0,False
165,53,132115,0,False
166,54,132116,0,False
167,101,132118,26,True
168,103,132120,0,False
169,104,132121,0,False
170,105,132122,0,False
171,102,132119,0,False
172,61,132117,228,True
173,106,132123,0,False
174,107,132124,0,False
175,108,132125,0,False
176,111,132126,0,False
177,112,132127,243,True
178,0,0,0,False
179,0,0,0,False
180,0,0,0,False
181,1,133001,0,False
182,2,133002,0,False
183,3,133003,0,False
184,4,133004,0,False
185,5,133005,0,False
186,6,133006,0,False
187,7,133007,0,False
188,8,133008,0,False
189,9,133009,0,False
190,10,133010,0,False
191,11,133011,0,False
192,12,133012,0,False
193,13,133013,0,False
194,101,133015,26,True
195,103,133017,0,False
196,104,133018,0,False
197,102,133016,0,False
198,105,133019,0,False
199,61,133014,228,True
200,106,133020,0,False
201,107,133021,0,False
202,108,133022,0,False
203,111,133023,0,False
204,112,133024,243,True
205,0,0,0,False
206,0,0,0,False
207,0,0,0,False
208,0,0,0,False
209,0,0,0,False
210,0,0,0,False
211,1,133101,0,False
212,2,133102,0,False
213,3,133103,0,False
