key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
#,,,,,,,,,,,,,,,,,,,,,,,,
int32,uint16,str,bool,bool,single,single,uint16,str,bool,bool,single,single,uint16,str,bool,bool,single,single,uint16,str,bool,bool,single,single
0,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0
1,266,"atr_parts_tail",True,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0
2,642,"",False,True,0,0,642,"",False,True,0,0,0,"",False,False,0,0,0,"",False,False,0,0
3,1507,"atr_parts_heart",False,False,0,1.5,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0
4,1508,"atr_parts_heart",False,False,0,1.5,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0
5,1509,"atr_parts_heart",False,False,0,1.5,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0
6,2042,"atr_parts_breast",True,False,0,0.5,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0
7,2689,"",False,False,0,0.5,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0
8,2766,"",False,False,0,2.4,2767,"",False,False,0,2.4,0,"",False,False,0,0,0,"",False,False,0,0
9,3350,"atr_parts_a",True,False,1.5,0,3351,"atr_parts_b",True,False,0,0.3,3352,"atr_parts_c",True,False,-0.9,-0.8,0,"",False,False,0,0
10,3604,"",False,True,0.8,2.7,3603,"",False,True,-0.7,2.7,3605,"",False,True,0.7,2,3606,"",False,True,-0.7,2
11,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0
12,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0,0,"",False,False,0,0
