key,0,1,2,3,4
#,,,,,
int32,uint16,str,str,uint16,byte
0,0,"","",0,0
1,0,"Shapeless Melody","",1,83
2,1,"Treasures of the Main","",2,83
3,2,"Legends Adrift","",3,83
4,3,"Never the Twain Shall Meet","",4,83
5,4,"Sundered Skies","",5,83
6,5,"Souls Gone Wild","",6,83
7,6,"Whispers in the Wood","",7,83
8,7,"Beckon of the Elementals","",8,83
9,8,"Flowers for All","",9,83
10,9,"Court in the Sands","",10,83
11,10,"Golden Sacrifices","",11,83
12,11,"Calamity Cometh","",12,83
13,12,"Fade to White","",13,83
14,13,"Together We Stand","",14,83
15,14,"Toll of the Warden","",15,83
16,15,"Forever Taken","",16,83
17,16,"Lord Errant","",17,83
18,17,"Of Men They Sing","",18,83
19,18,"Futures Perfect","",19,83
20,59,"The House Always Wins","",20,85
21,60,"Here There Be Pirates","",21,85
22,61,"Two Sides to Every Chip","",22,85
23,79,"All Bark and No Bite","",23,85
24,80,"Unalienable Rights","",24,85
25,81,"Thrill of the Fight","",25,85
26,99,"Bloody Baptism","",26,85
27,100,"Two-man Crew","",27,85
28,101,"Captain's Orders","",28,85
29,139,"Getting Started","",29,85
30,140,"Getting Started","",30,85
31,141,"Getting Started","",31,85
32,143,"Selecting a Different Path Companion","",32,85
33,159,"Filling the Quiver","",33,85
34,160,"The Foreboding Forest","",34,85
35,161,"There Can Be Only One","",35,85
36,179,"A Wailing Welcome","",36,85
37,180,"Culture Shock","",37,85
38,181,"Necessary Evils","",38,85
39,239,"The Big Payback","",39,85
40,240,"Revelry in Rivalry","",40,85
41,241,"Law and the Order","",41,85
42,259,"Dendrological Duties","",42,85
43,260,"Good Knight, Sweet Dreams","",43,85
44,261,"The Call of Nature","",44,85
45,299,"The Mouths of Babes","",45,85
46,300,"Hide and Seek Shenanigans","",46,85
47,301,"Spanning the Spectrum","",47,85
48,319,"An Ear for Quality","",48,85
49,320,"Song of the Sirens","",49,85
50,321,"The Sound of Silence","",50,85
51,359,"She Walks in Beauty","",51,85
52,360,"F'lhaminn's Flower","",52,85
53,361,"Struck Through the Heart","",53,85
54,379,"The Silent Partners","",54,85
55,380,"Designer Imposters","",55,85
56,381,"Head of the Class","",56,85
57,399,"Hoodwinked","",57,85
58,400,"Dance the Night Away","",58,85
59,401,"A Fruitful Murder","",59,85
60,419,"Sleep, Cousin of Death","",60,85
61,420,"The Boy and the Dragon Gay","",61,85
62,421,"Dream On, Dream Away","",62,85
63,439,"Showdown","",63,85
64,440,"Mystery of the Gastronome Gone Home","",64,85
65,441,"Something in the Soup","",65,85
66,459,"A Piece of History","",66,85
67,460,"Little Saboteurs","",67,85
68,461,"Runaway Little Girl","",68,85
69,479,"Gridanian Roots","",69,85
70,480,"The Grass is Always Greener","",70,85
71,481,"A Moogle Bouquet","",71,85
72,499,"To Fight a Fishback","",72,85
73,500,"The Beast of the Barrel","",73,85
74,501,"Polishing the Mast","",74,85
75,626,"Ifrit Bleeds, We Can Kill It","",75,84
76,632,"Assessing the Damage","",76,84
77,633,"Bridging the Gap","",77,84
78,635,"Revenge on the Reavers","",78,84
79,637,"Till Death Do Us Part","",79,84
80,638,"Beryl Overboard","",80,84
81,639,"Have You Seen My Son","",81,84
82,640,"Food for Thought","",82,84
83,641,"Seashells by the Seashore","",83,84
84,642,"Fishing for Answers","",84,84
85,643,"Moonstruck","",85,84
86,645,"A Misty Past","",86,84
87,647,"Carving a Name","",87,84
88,652,"The Tug of the Whorl","",88,84
89,653,"Proceed with Caution","",89,84
90,654,"Playing with Fire","",90,84
91,655,"A Well-Balanced Diet","",91,84
92,657,"The Penultimate Prank","",92,84
93,658,"The Search for Sicksa","",93,84
94,659,"The Ultimate Prank","",94,84
95,661,"Say It with Wolf Tails","",95,84
96,662,"Embarrassing Excerpts","",96,84
97,663,"A Forbidden Love","",97,84
98,664,"Last Respects","",98,84
99,665,"Stone Deaf","",99,84
100,666,"Hunting the Hunters","",100,84
101,667,"To Deskunk a Beer","",101,84
102,668,"Losing One's Thread","",102,84
103,673,"Seeing the Seers","",103,84
104,674,"A Knock in the Night","",104,84
105,675,"Sleepless in Eorzea","",105,84
106,676,"Dressed to Be Killed","",106,84
107,678,"The Customer Comes First","",107,84
108,679,"An Inconvenient Dodo","",108,84
109,680,"Besmitten and Besmirched","",109,84
110,681,"Clasping to Hope","",110,84
111,682,"Traumaturgy","",111,84
112,683,"Best Flower Ever","",112,84
113,684,"The Unheard Horizon","",113,84
114,685,"Freedom Isn't Free","",114,84
115,686,"Ore for an Ore","",115,84
116,689,"No Other Dodo Will Do","",116,84
117,694,"A Call to Arms","",117,84
118,705,"Counting Sheep","",118,84
119,706,"A Hypocritical Oath","",119,84
120,707,"Blood Price","",120,84
121,725,"Quid Pro Quo","",121,84
122,726,"There Might Be Blood","",122,84
123,727,"Cutthroat Prices","",123,84
124,733,"Monster of Maw Most Massive","",124,84
125,734,"Scrubbing the Soul","",125,84
126,735,"Disorganized Crime","",126,84
127,736,"A Slippery Stone","",127,84
128,743,"Winds of Change","",128,84
129,744,"Shot Through the Heart","",129,84
130,745,"What a Pirate Wants","",130,84
131,752,"Of Archons and Muses","",131,84
132,753,"Sanguine Studies","",132,84
133,754,"Secrets Unearthed","",133,84
134,755,"Rustproof","",134,84
135,761,"In the Name of Science","",135,84
136,762,"Hearing Confession","",136,84
137,763,"A Bitter Oil to Swallow","",137,84
138,764,"Spores on the Brain","",138,84
139,770,"Trading Tongueflaps","",139,84
140,771,"Letting Out Orion's Belt","",140,84
141,772,"Sour Grapes","",141,84
142,773,"Sniffing Out a Profit","",142,84
143,788,"The Dreamer's Gospel (Ul'dah)","",143,84
144,789,"The Dreamer's Dilemma (Ul'dah)","",144,84
145,793,"The Dreamer's Gospel (Gridania)","",145,84
146,794,"The Dreamer's Dilemma (Gridania)","",146,84
147,798,"The Heat Is On","",147,84
148,799,"Impish Impositions","",148,84
149,800,"Winter Is Not Coming","",149,84
150,801,"Gone with the Snow","",150,84
151,803,"The Dreamer's Gospel (Limsa Lominsa)","",151,84
152,804,"The Dreamer's Dilemma (Limsa Lominsa)","",152,84
153,808,"Guild Tasks","",153,84
154,809,"Call of Booty","",154,84
155,810,"Risky Business","",155,84
156,811,"Forging the Spirit","",156,84
157,812,"Joining the Spirit","",157,84
158,813,"Waking the Spirit","",158,84
159,815,"A Feast of Fools","",159,84
160,816,"Provisioning & Supply Missions","",160,84
161,817,"A Light in the Dark","",161,84
162,818,"What Glitters Always Isn't Gold","",162,84
163,820,"the Thousand Maws of Toto--Rak","",163,84
164,821,"Dzemael Darkhold","",164,84
165,822,"Aurum Vale","",165,84
166,823,"Cutter's Cry","",166,84
167,827,"Waste Not Want Not","",167,84
168,828,"In Plain Sight","",168,84
169,837,"The Ink Thief","",169,84
170,838,"Private Eyes","",170,84
171,839,"Mysteries of the Red Moon","",171,84
172,840,"Prophecy Inspection","",172,84
173,847,"Ring of Deceit","",173,84
174,848,"The Usual Suspect","",174,84
175,857,"Seasonal Event","",175,84
176,858,"Scrambled Eggs","",176,84
177,859,"Bombard Backlash","",177,84
178,860,"Seasonal Event (All City-states)","",178,84
179,861,"Hamlet Defense","",179,84
180,862,"Class is in Session","",180,84
181,866,"Taming the Tempest","",181,84
182,867,"A Relic Reborn","",182,84
183,868,"Living on a Prayer","",183,84
184,869,"The Raven, Nevermore","",184,84
185,1200,"Pride and Duty (Will Take You from the Mountain)","",254,86
186,1201,"Embracing the Beast","",255,86
187,1202,"Curious Gorge Goes to the Bazaar","",256,86
188,1203,"Looking the Part","",257,86
189,1204,"Proof is in the Pudding","",258,86
