key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,,,,,,,
int32,byte,sbyte,sbyte,uint16,str,bool,str,bool,str,bool,single,int32
0,0,0,0,0,"",False,"",False,"",False,0,0
1,0,1,0,0,"",False,"",False,"",False,0,0
2,0,0,-1,0,"",False,"",False,"",False,0,0
3,0,1,-1,0,"",False,"",False,"",False,0,0
4,0,0,-1,0,"",False,"",False,"",False,0,0
5,0,1,-1,0,"",False,"",False,"",False,0,0
6,0,-1,-1,936,"",False,"",False,"",False,0,0
7,0,-1,-1,983,"",False,"",False,"",False,0,0
8,0,0,-1,0,"",False,"",False,"",False,0,0
9,0,1,-1,0,"",False,"",False,"",False,0,0
10,0,0,-1,0,"",False,"",False,"",False,0,0
11,0,1,-1,0,"",False,"",False,"",False,0,0
12,0,0,-1,0,"",False,"",False,"",False,0,0
13,0,1,-1,0,"",False,"",False,"",False,0,0
14,0,1,0,0,"",False,"",False,"",False,0,0
15,0,0,1,0,"",False,"",False,"",False,0,0
16,0,0,0,0,"",False,"",False,"",False,0,0
17,0,1,1,0,"atr_parts_wing",True,"",False,"",False,0,0
18,0,1,1,0,"atr_parts_wing",False,"",False,"",False,0,0
19,0,1,0,0,"atr_parts_wing",False,"",False,"",False,0,0
20,0,0,0,0,"atr_parts_wing",False,"",False,"",False,0,0
21,0,0,-1,0,"",False,"",False,"",False,0,0
22,0,1,-1,0,"",False,"",False,"",False,0,0
23,0,2,-1,0,"",False,"",False,"",False,0,0
24,0,1,-1,210,"",False,"",False,"",False,0,0
25,0,1,-1,210,"",False,"",False,"",False,0,0
26,0,0,-1,0,"atr_parts_first",True,"atr_parts_second",True,"atr_parts_third",True,0,0
27,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",True,"atr_parts_third",True,0,0
28,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",False,"atr_parts_third",True,0,0
29,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",False,"atr_parts_third",False,0,0
30,0,0,-1,0,"atr_parts_first",True,"atr_parts_second",True,"atr_parts_third",True,0,0
31,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",True,"atr_parts_third",True,0,0
32,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",False,"atr_parts_third",True,0,0
33,0,0,-1,0,"atr_parts_first",False,"atr_parts_second",False,"atr_parts_third",False,0,0
34,0,0,-1,0,"atr_parts_missile",True,"",False,"",False,0,0
35,0,0,-1,0,"atr_parts_missile",False,"",False,"",False,0,0
36,0,0,-1,0,"",False,"",False,"",False,0,0
37,0,1,-1,0,"",False,"",False,"",False,0,0
38,0,2,-1,0,"",False,"",False,"",False,0,0
39,0,0,-1,0,"",False,"",False,"",False,0,2549
40,0,-1,-1,0,"",False,"",False,"",False,0,2550
41,0,0,-1,0,"atr_parts_breast",True,"atr_parts_arm",True,"atr_parts_masekikun",True,0,0
42,0,0,-1,0,"atr_parts_breast",False,"atr_parts_arm",True,"atr_parts_masekikun",True,0,0
43,0,0,-1,0,"atr_parts_breast",False,"atr_parts_arm",False,"atr_parts_masekikun",True,0,0
44,0,0,-1,0,"atr_parts_breast",False,"atr_parts_arm",False,"atr_parts_masekikun",False,0,0
45,0,0,-1,210,"",False,"",False,"",False,0,0
46,0,0,-1,210,"",False,"",False,"",False,0,0
47,0,0,-1,211,"",False,"",False,"",False,0,0
48,0,-1,-1,0,"",False,"",False,"",False,0,0
49,0,-1,-1,0,"",False,"",False,"",False,0,0
50,0,-1,-1,0,"",False,"",False,"",False,2,0
51,0,-1,-1,0,"",False,"",False,"",False,3,0
52,0,-1,-1,0,"",False,"",False,"",False,4,0
53,0,1,-1,0,"",False,"",False,"",False,0,2550
54,0,2,-1,0,"",False,"",False,"",False,0,2550
55,0,0,-1,210,"",False,"",False,"",False,0,0
56,0,-1,-1,0,"atr_parts_heart",False,"",False,"",False,0,0
57,0,0,-1,0,"",False,"",False,"",False,0,0
58,0,1,-1,0,"",False,"",False,"",False,0,0
59,0,2,-1,0,"",False,"",False,"",False,0,0
60,0,-1,-1,0,"",False,"",False,"",False,1.5,0
61,0,-1,-1,0,"",False,"",False,"",False,2,0
62,0,-1,-1,0,"",False,"",False,"",False,2.5,0
63,0,-1,-1,0,"",False,"",False,"",False,3,0
64,0,1,0,0,"",False,"",False,"",False,0,0
65,0,2,0,0,"",False,"",False,"",False,0,0
66,0,3,0,0,"",False,"",False,"",False,0,0
67,0,-1,-1,0,"atr_parts_hara",True,"",False,"",False,0,0
68,0,-1,-1,210,"",False,"",False,"",False,0,0
69,0,-1,-1,211,"",False,"",False,"",False,0,0
70,0,1,0,0,"",False,"",False,"",False,1.5,0
71,0,1,0,0,"",False,"",False,"",False,2,0
72,0,1,0,0,"",False,"",False,"",False,2.5,0
73,0,1,0,0,"",False,"",False,"",False,3,0
74,0,0,-1,0,"atr_parts_breast",False,"atr_parts_a",False,"atr_parts_b",False,0,0
75,0,1,-1,0,"atr_parts_breast",False,"atr_parts_a",True,"atr_parts_b",False,0,0
76,0,2,-1,0,"atr_parts_breast",False,"atr_parts_a",False,"atr_parts_b",True,0,0
77,0,-1,-1,0,"atr_parts_hara",False,"",False,"",False,0,0
78,1,-1,-1,0,"",False,"",False,"",False,1.25,0
79,1,-1,-1,0,"",False,"",False,"",False,1.5,0
80,1,-1,-1,0,"",False,"",False,"",False,1.75,0
81,1,-1,-1,0,"",False,"",False,"",False,2.7,0
82,0,1,0,3305,"",False,"",False,"",False,0,0
83,0,-1,-1,0,"",False,"",False,"",False,1,0
84,0,0,-1,210,"atr_parts_sword",True,"atr_parts_bow",False,"atr_parts_wand",False,0,0
85,0,0,-1,3604,"atr_parts_sword",False,"atr_parts_bow",True,"atr_parts_wand",False,0,0
86,0,0,-1,211,"atr_parts_sword",False,"atr_parts_bow",False,"atr_parts_wand",True,0,0
87,0,0,-1,0,"atr_parts_sword",False,"atr_parts_bow",False,"atr_parts_wand",False,0,0
88,0,0,1,0,"",False,"",False,"",False,0,0
89,0,1,0,210,"",False,"",False,"",False,0,0
90,0,-1,-1,34,"",False,"",False,"",False,0,0
91,0,0,-1,0,"atr_parts_a",False,"atr_parts_b",False,"atr_parts_c",False,0,0
92,0,-1,-1,212,"",False,"",False,"",False,0,0
93,0,0,-1,0,"atr_parts_a",True,"atr_parts_b",True,"atr_parts_c",True,0,0
94,0,0,-1,0,"atr_parts_a",True,"atr_parts_b",False,"atr_parts_c",False,0,0
95,0,0,-1,0,"atr_parts_a",False,"atr_parts_b",False,"atr_parts_c",True,0,0
96,0,0,-1,0,"atr_parts_a",False,"atr_parts_b",True,"atr_parts_c",False,0,0
97,0,0,-1,0,"atr_parts_a",True,"atr_parts_b",True,"atr_parts_c",False,0,0
98,0,0,-1,0,"atr_parts_a",True,"atr_parts_b",False,"atr_parts_c",True,0,0
99,0,0,-1,0,"atr_parts_a",False,"atr_parts_b",True,"atr_parts_c",True,0,0
100,0,0,-1,0,"",False,"",False,"",False,0,0
101,0,0,0,0,"atr_parts_a",True,"atr_parts_b",False,"",False,0,0
102,0,1,0,0,"atr_parts_a",True,"atr_parts_b",False,"",False,0,0
103,0,1,0,210,"atr_parts_a",True,"atr_parts_b",False,"",False,0,0
104,0,1,1,34,"atr_parts_a",False,"atr_parts_b",True,"",False,0,0
105,0,-1,-1,0,"",False,"",False,"",False,0,0
106,1,-1,-1,210,"",False,"",False,"",False,0,0
107,1,0,0,0,"",False,"",False,"",False,0,0
108,0,-1,-1,0,"",False,"",False,"",False,0,0
109,0,-1,-1,0,"",False,"",False,"",False,0,0
110,0,-1,-1,0,"",False,"",False,"",False,0,0
111,0,-1,-1,0,"",False,"",False,"",False,0,0
112,0,-1,-1,0,"",False,"",False,"",False,0,0
113,0,-1,-1,0,"",False,"",False,"",False,0,0
114,0,-1,-1,0,"",False,"",False,"",False,0,0
115,0,-1,-1,0,"",False,"",False,"",False,0,0
116,0,-1,-1,0,"",False,"",False,"",False,0,0
117,0,-1,-1,0,"",False,"",False,"",False,0,0
118,0,-1,-1,0,"",False,"",False,"",False,0,0
119,0,-1,-1,0,"",False,"",False,"",False,0,0
120,0,-1,-1,0,"",False,"",False,"",False,0,0
