key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,,,,,,,,,,,,,,
int32,uint16,byte,byte,byte,single,uint16,uint16,uint16,uint16,byte,int32,byte,bit&01,bit&02
0,0,4,0,0,1,0,0,0,0,0,0,0,True,True
1,0,4,0,0,1,0,2,366,0,0,0,0,True,True
2,0,4,0,0,1,96,0,0,0,0,851976,0,True,True
3,0,4,0,0,1.2,61,0,0,0,0,852023,0,True,True
4,0,4,0,0,1.3,62,0,0,0,0,852053,0,True,True
5,0,4,0,0,1.2,31,0,0,0,0,851987,0,True,True
6,0,4,0,0,1.2,32,0,0,0,0,851994,0,True,True
7,0,4,0,0,2,53,0,0,0,0,851997,0,True,True
8,0,4,0,0,2,54,0,0,0,0,852174,0,True,True
9,0,4,0,0,1,20,0,0,0,0,851984,0,True,True
10,0,4,0,0,1.5,21,0,0,0,0,851978,0,True,True
11,0,4,0,0,2,22,0,0,0,0,852199,0,True,True
12,0,4,0,0,1.5,39,0,0,0,0,851973,0,True,True
13,0,4,0,0,1.5,40,0,0,0,0,852137,0,True,True
14,0,4,0,0,0.9,46,0,0,0,0,851969,0,True,True
15,0,4,0,0,1.2,44,0,0,0,0,851995,0,True,True
16,0,4,0,0,1.2,45,0,0,0,0,851972,0,True,True
17,0,4,0,0,2,100,0,0,0,0,851971,0,True,True
18,0,4,0,0,1,0,81,462,0,0,851985,0,True,True
19,0,4,0,0,1,0,82,463,0,0,852075,0,True,True
20,0,4,0,0,1.5,17,0,416,0,0,851992,0,True,True
21,0,4,0,0,1.5,63,0,0,0,0,852040,0,True,True
22,0,4,0,0,2,48,0,0,0,0,851983,0,True,True
23,0,4,0,0,2,49,0,0,0,0,852024,0,True,True
24,0,4,0,0,1,104,0,0,0,0,852044,0,True,True
25,0,4,0,0,1,106,0,0,0,0,0,0,True,True
26,0,4,0,0,1.5,126,0,0,0,0,852030,0,True,True
27,0,4,0,0,1.5,127,0,0,0,0,852157,0,True,True
28,0,4,0,0,1.5,69,0,0,0,0,852074,0,True,True
29,0,4,0,0,1.5,125,0,422,0,0,852658,0,True,True
30,0,4,0,0,2,81,0,0,0,0,852147,0,True,True
31,0,4,0,0,1,71,0,418,0,0,0,0,True,True
32,0,4,0,0,0.5,35,0,0,0,0,851988,0,True,True
33,0,4,0,0,1,34,0,0,0,0,852026,0,True,True
34,0,4,0,0,1,94,0,0,0,0,0,0,True,True
35,0,4,0,0,1.5,89,0,656,0,0,0,0,True,True
36,0,4,0,0,2,56,0,0,0,0,0,0,True,True
37,0,4,0,0,2,25,0,0,0,0,851975,0,True,True
38,0,4,0,0,2,98,0,0,0,0,852021,0,True,True
39,0,4,0,0,2,50,0,0,0,0,851979,0,True,True
40,0,4,0,0,2,51,0,0,0,0,852108,0,True,True
41,0,4,0,0,1,59,0,0,0,0,852025,0,True,True
42,0,4,0,0,1.2,75,0,0,0,0,852032,0,True,True
43,0,4,0,0,2,36,0,0,0,0,851977,0,True,True
44,0,4,0,0,2,37,0,0,0,0,852022,0,True,True
45,0,4,0,0,1,79,0,0,0,0,851989,0,True,True
46,0,4,0,0,1,80,0,0,0,0,852155,0,True,True
47,0,4,0,0,1.5,28,0,0,0,0,851970,0,True,True
48,0,4,0,0,1.5,29,0,0,0,0,852140,0,True,True
49,0,4,0,0,2,57,0,0,0,0,851993,0,True,True
50,0,4,0,0,1.5,121,0,422,0,0,0,0,True,True
51,0,4,0,0,1.5,121,0,422,0,0,0,0,True,True
52,0,4,0,0,1,6,0,319,0,0,852000,0,True,True
53,0,4,0,0,1,97,0,0,0,0,852465,0,True,True
54,0,4,0,0,1,0,2,366,0,0,0,0,True,True
55,0,4,0,0,1,0,36,379,0,0,852104,0,True,True
56,0,4,0,0,1,0,36,379,0,0,0,0,True,True
57,0,4,0,0,1,60,0,0,0,0,851974,0,True,True
58,0,4,0,0,1,233,0,0,0,0,852195,0,True,True
59,0,4,0,0,1,385,0,0,0,0,852046,0,True,True
60,0,4,0,0,1.1,0,36,379,0,0,0,0,True,True
61,0,4,0,0,1,0,37,380,0,0,852107,0,True,True
62,0,4,0,0,1,0,38,381,0,0,852105,0,True,True
63,0,4,0,0,1,0,39,382,0,0,852156,0,True,True
64,0,4,0,0,1,0,41,384,0,0,852106,0,True,True
65,0,4,0,0,2,131,0,0,0,0,0,0,True,True
66,0,4,0,0,1.5,201,0,0,0,0,0,0,True,True
67,0,4,0,0,1,7,0,320,0,0,0,0,True,True
68,0,4,0,0,1,7,0,321,0,0,0,0,True,True
69,0,4,0,0,1,7,0,322,0,0,0,0,True,True
70,0,4,0,0,1,7,0,323,0,0,0,0,True,True
71,0,4,0,0,1,7,0,324,0,0,0,0,True,True
72,0,4,0,0,1,7,0,325,0,0,852394,0,True,True
73,0,4,0,0,1,7,0,326,0,0,0,0,True,True
74,0,4,0,0,1.5,7,0,327,0,0,0,0,True,True
75,0,4,0,0,2,121,0,422,0,0,0,0,True,True
76,0,4,0,2,1.5,71,0,418,0,0,0,0,True,True
77,0,4,0,0,1,94,0,0,0,0,0,0,True,True
78,0,4,0,0,1.5,35,0,0,0,0,0,0,True,True
79,0,4,0,0,1,0,10,376,0,0,852338,0,True,True
80,0,4,0,0,1,0,11,377,0,0,852500,0,True,True
81,0,4,0,0,1,0,12,378,0,0,852038,0,True,True
82,0,4,0,0,1.1,0,13,373,0,0,0,0,True,True
83,0,4,0,0,1.1,0,14,373,0,0,0,0,True,True
84,0,4,0,0,1,0,16,366,0,0,852135,0,True,True
85,0,4,0,0,1.2,0,17,474,0,0,0,0,True,True
86,0,4,0,0,1,0,18,369,0,0,852355,0,True,True
87,0,4,0,0,1,0,19,370,0,0,852354,0,True,True
88,0,4,0,0,1,0,20,371,0,0,0,0,True,True
89,0,4,0,0,1.2,0,21,411,0,0,0,0,True,True
90,0,4,0,0,1.1,0,22,412,0,0,0,0,True,True
91,0,4,0,0,1,0,23,413,0,0,0,0,True,True
92,0,4,0,0,1,0,24,414,0,0,0,0,True,True
93,0,4,0,0,1,0,25,415,0,0,0,0,True,True
94,0,4,0,0,1,107,0,0,0,0,0,0,True,True
95,0,4,0,0,1,108,0,0,0,0,0,0,True,True
96,0,4,0,0,1,110,0,0,0,0,0,0,True,True
97,0,4,0,0,1,109,0,0,0,0,0,0,True,True
98,0,4,0,0,2,107,0,0,0,0,0,0,True,True
99,0,4,0,0,2,108,0,0,0,0,0,0,True,True
100,0,4,0,0,2,110,0,0,0,0,852020,0,True,True
101,0,4,0,0,2,109,0,0,0,0,0,0,True,True
102,0,4,0,0,2,21,0,0,0,0,0,0,True,True
103,0,4,0,0,2,21,0,0,0,0,0,0,True,True
104,0,4,0,0,2.5,22,0,0,0,0,0,0,True,True
105,0,4,0,0,1.5,6,0,319,0,0,0,0,True,True
106,0,4,0,0,2,204,0,0,0,0,0,0,True,True
107,0,11,0,6,1.3,12,0,355,0,0,0,0,True,True
108,0,11,0,0,1,12,0,355,0,0,0,0,True,True
109,0,11,0,0,1,12,0,357,0,0,0,0,True,True
110,0,11,0,0,1,12,0,356,0,0,0,0,True,True
111,0,11,0,0,1,12,0,358,0,0,0,0,True,True
112,0,11,0,2,1.6,12,0,359,3255,0,0,0,True,True
113,0,6,2,0,1.2,4,0,306,0,0,851990,0,True,True
114,0,6,2,0,1.2,4,0,307,0,0,852150,0,True,True
115,0,6,2,0,1.2,4,0,308,0,0,0,0,True,True
116,0,6,2,0,1.2,4,0,309,0,0,0,0,True,True
117,0,4,0,0,1.5,65,0,0,0,0,852153,0,True,True
118,0,4,0,0,1,297,0,0,0,0,851986,0,True,True
119,0,4,0,0,1,121,0,422,0,3,589847,0,True,True
120,0,4,0,0,1.2,31,0,0,0,0,0,0,True,True
121,0,4,0,0,1.2,44,0,0,0,0,0,0,True,True
122,0,4,0,0,1,104,0,0,0,0,0,0,True,True
123,0,4,0,0,1,197,0,0,0,0,852649,0,True,True
124,0,4,0,0,1,229,0,0,0,0,0,0,True,True
125,0,4,0,0,1.5,63,0,0,0,0,0,0,True,True
126,0,4,0,0,1.5,17,0,416,0,0,0,0,True,True
127,0,4,0,0,1.5,20,0,0,0,0,0,0,True,True
128,0,4,0,0,1.5,20,0,0,0,0,0,0,True,True
129,0,4,0,0,1.5,21,0,0,0,0,0,0,True,True
130,0,4,0,0,2,99,0,0,0,0,852785,0,True,True
131,0,4,0,0,1,386,0,0,0,0,852007,0,True,True
132,0,4,0,0,1,382,0,0,0,0,852177,0,True,True
133,0,4,0,0,1,383,0,0,0,0,851982,0,True,True
134,0,4,0,0,1,381,0,0,0,0,852418,0,True,True
135,0,4,0,0,1,384,0,0,0,0,852015,0,True,True
136,0,4,0,0,1,58,0,0,0,0,852008,0,True,True
137,0,4,0,0,1.1,0,15,374,0,0,0,0,True,True
138,0,4,0,0,1.5,160,0,0,0,0,852027,0,True,True
139,0,4,0,0,1.2,151,0,0,0,0,852052,0,True,True
140,0,4,0,0,1,145,0,0,0,0,852173,0,True,True
141,0,4,0,0,1.5,163,0,0,0,0,0,0,True,True
142,0,4,0,0,0.8,97,0,0,0,0,851991,0,True,True
143,0,4,0,0,2,27,0,0,0,0,852382,0,True,True
144,0,4,0,0,1.1,0,26,475,0,0,0,0,True,True
145,0,4,0,0,0.9,0,27,370,0,0,0,0,True,True
146,0,4,0,0,0.9,0,28,368,0,0,0,0,True,True
147,0,4,0,0,0.9,0,29,372,0,0,0,0,True,True
148,0,4,0,0,0.9,0,30,476,0,0,0,0,True,True
149,0,4,0,0,2.5,48,0,0,0,0,0,0,True,True
150,0,4,0,0,1.5,48,0,0,0,0,0,0,True,True
151,0,4,0,0,2,53,0,0,0,0,0,0,True,True
152,0,4,0,0,1.1,0,31,477,0,0,0,0,True,True
153,0,4,0,0,0.9,0,32,370,0,0,0,0,True,True
154,0,4,0,0,0.9,0,33,372,0,0,0,0,True,True
155,0,4,0,0,1.1,0,34,368,0,0,852083,0,True,True
156,0,4,0,0,2,50,0,0,0,0,0,0,True,True
157,0,4,0,0,2,50,0,0,0,0,0,0,True,True
158,0,4,0,0,1.1,0,35,378,0,0,0,0,True,True
159,0,4,0,0,1.2,76,0,0,0,0,852010,0,True,True
160,0,4,0,0,0.8,152,0,0,0,0,852009,0,True,True
161,0,4,0,0,1.2,152,0,0,0,0,0,0,True,True
162,0,4,0,0,2.5,25,0,0,0,0,0,0,True,True
163,0,4,0,0,2.5,57,0,0,0,0,851998,0,True,True
164,0,4,0,0,2.5,36,0,0,0,0,0,0,True,True
165,0,4,0,0,1.1,0,43,376,0,0,0,0,True,True
166,0,7,1,0,1.2,3,0,300,0,0,852068,0,True,True
167,0,7,1,0,1.2,3,0,301,0,0,0,0,True,True
168,0,7,1,0,1.2,3,0,302,0,0,852144,0,True,True
169,0,7,1,0,1.2,3,0,303,0,0,852154,0,True,True
170,0,4,0,0,1,14,0,360,0,0,852031,0,True,True
