key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,,,,,,,,,,,,,,
int32,int32,byte,uint16,byte,uint16,int32,int32,int32,int32,uint16,byte,uint16,int32,int32
0,100,0,0,0,45,53,100,95,100,53,1,2,0,0
1,300,1,0,0,50,56,106,104,100,56,2,6,4200,1439
2,600,1,0,0,55,57,113,114,100,57,4,14,0,0
3,1100,1,0,0,60,60,121,123,100,60,7,21,0,0
4,1700,1,0,0,65,62,130,133,100,62,7,27,0,0
5,2300,1,0,0,70,65,140,142,100,65,8,34,0,0
6,4200,1,0,0,75,68,151,152,100,68,13,58,0,0
7,6000,1,0,0,80,70,163,161,100,70,14,79,0,0
8,7350,1,0,0,85,73,176,171,100,73,15,92,0,0
9,9930,1,0,0,90,76,190,180,100,76,18,119,0,0
10,11800,2,3,3,95,78,205,190,100,78,18,134,16000,2360
11,15600,2,3,3,100,82,221,209,100,82,21,169,0,0
12,19600,2,4,4,105,85,238,228,100,85,25,201,0,0
13,23700,2,4,4,110,89,256,247,100,89,28,231,0,0
14,26400,2,5,5,115,93,275,266,100,93,28,243,0,0
15,30500,3,5,5,120,96,295,285,100,96,28,268,0,0
16,35400,3,6,6,125,100,316,304,100,100,28,297,0,0
17,40500,3,6,6,130,104,338,323,100,104,28,324,0,0
18,45700,3,7,7,135,109,361,342,100,109,28,349,0,0
19,51000,3,7,7,140,113,385,361,100,113,28,373,0,0
20,56600,4,8,8,145,116,410,380,100,116,28,396,26000,0
21,63900,4,8,8,150,122,437,418,100,122,28,429,0,0
22,71400,4,9,9,155,127,466,456,100,127,28,460,0,0
23,79100,4,9,9,160,133,497,494,100,133,28,490,0,0
24,87100,4,10,10,165,138,530,532,100,138,28,518,0,0
25,95200,5,10,10,170,144,565,570,100,144,28,544,0,0
26,109800,5,11,11,175,150,603,608,100,150,29,605,0,0
27,124800,5,11,11,180,155,644,646,100,155,32,662,0,0
28,140200,5,12,12,185,162,688,684,100,162,34,717,0,0
29,155900,5,12,12,190,168,735,722,100,168,34,770,0,0
30,162500,6,13,13,195,173,785,760,100,173,35,774,46000,0
31,175900,6,13,13,200,181,839,826,100,181,37,810,0,0
32,189600,6,14,14,205,188,897,893,100,188,39,844,0,0
33,203500,6,14,14,210,194,959,959,100,194,39,876,0,0
34,217900,6,15,15,215,202,1025,1026,100,202,39,907,0,0
35,232320,7,15,15,220,209,1095,1092,100,209,41,937,0,0
36,249900,7,16,16,225,215,1170,1159,100,215,42,977,0,0
37,267800,7,17,17,230,223,1250,1225,100,223,42,1015,0,0
38,286200,7,18,18,235,229,1335,1292,100,229,43,1052,0,0
39,304900,7,19,19,240,236,1425,1358,100,236,45,1087,0,0
40,324000,8,20,20,245,244,1520,1425,100,244,46,1121,0,0
41,340200,8,21,21,250,253,1621,1548,100,253,46,1144,0,0
42,356800,8,22,22,255,263,1728,1672,100,263,46,1166,0,0
43,373700,8,23,23,260,272,1841,1795,100,272,46,1187,0,0
44,390800,8,24,24,265,283,1960,1919,100,283,46,1207,0,0
45,408200,9,25,25,270,292,2085,2042,100,292,46,1226,0,0
46,437600,9,26,26,275,302,2217,2166,100,302,47,1279,0,0
47,467500,9,27,27,280,311,2356,2289,100,311,47,1331,0,0
48,498000,9,28,28,285,322,2502,2413,100,322,49,1381,0,0
49,529000,9,29,29,290,331,2655,2536,100,331,49,1429,0,0
50,580000,10,30,30,295,341,2815,2660,100,341,52,1525,0,0
51,580000,10,47,24,300,354,2983,2850,100,354,52,1577,0,0
52,580000,10,49,25,305,368,3159,3040,100,368,52,1629,0,0
53,580000,10,51,26,310,381,3343,3230,100,381,52,1682,0,0
54,580000,10,53,27,315,395,3535,3420,100,395,52,1734,0,0
55,580000,10,55,28,320,409,3735,3610,100,409,52,1787,0,0
56,580000,10,57,29,325,422,3945,3800,100,422,52,1839,0,0
57,580000,10,59,30,330,436,4165,3990,100,436,52,1892,0,0
58,580000,10,61,31,335,450,4395,4180,100,450,52,1945,0,0
59,580000,10,63,32,340,463,4635,4370,100,463,52,1998,0,0
60,580000,10,65,33,345,476,4885,4560,100,476,52,2050,0,0
61,580000,10,67,34,350,496,5147,4864,100,496,52,2104,0,0
62,580000,10,69,35,355,515,5421,5168,100,515,52,2157,0,0
63,580000,10,71,36,360,534,5707,5472,100,534,52,2210,0,0
64,580000,10,73,37,365,553,6005,5776,100,553,52,2263,0,0
65,580000,10,75,38,370,572,6315,6080,100,572,52,2316,0,0
66,580000,10,77,39,375,591,6639,6384,100,591,52,2369,0,0
67,580000,10,79,40,380,610,6977,6688,100,610,52,2423,0,0
68,580000,10,81,41,385,629,7329,6992,100,629,52,2476,0,0
69,580000,10,83,42,390,648,7695,7296,100,648,52,2530,0,0
70,580000,10,85,43,395,667,8075,7600,100,667,52,2583,0,0
71,580000,10,87,44,400,694,8471,8075,100,694,52,2637,0,0
72,580000,10,89,45,405,721,8883,8550,100,721,52,2690,0,0
73,580000,10,91,46,410,748,9311,9025,100,748,52,2744,0,0
74,580000,10,93,47,415,775,9755,9500,100,775,52,2798,0,0
75,580000,10,95,48,420,801,10215,9975,100,801,52,2851,0,0
76,580000,10,97,49,425,828,10693,10450,100,828,52,2905,0,0
77,580000,10,99,50,430,855,11189,10925,100,855,52,2959,0,0
78,580000,10,101,51,435,881,11703,11400,100,881,52,3013,0,0
79,580000,10,103,52,440,908,12235,11875,100,908,52,3067,0,0
80,580000,10,105,53,445,934,12785,12350,100,934,52,3121,0,0
81,580000,10,107,54,450,972,13355,12825,100,972,52,3175,0,0
82,580000,10,109,55,455,1009,13945,13300,100,1009,52,3229,0,0
83,580000,10,111,56,460,1046,14555,13775,100,1046,52,3283,0,0
84,580000,10,113,57,465,1084,15185,14250,100,1084,52,3337,0,0
85,580000,10,115,58,470,1121,15835,14725,100,1121,52,3391,0,0
86,580000,10,117,59,475,1159,16507,15200,100,1159,52,3445,0,0
87,580000,10,119,60,480,1197,17201,15675,100,1197,52,3499,0,0
88,580000,10,121,61,485,1234,17917,16150,100,1234,52,3553,0,0
89,580000,10,123,62,490,1272,18655,16625,100,1272,52,3607,0,0
90,580000,10,125,63,495,1309,19415,17100,100,1309,52,3661,0,0
91,580000,10,127,64,500,1361,20199,17575,100,1361,52,3716,0,0
92,580000,10,129,65,505,1413,21007,18050,100,1413,52,3770,0,0
93,580000,10,131,66,510,1465,21839,18525,100,1465,52,3824,0,0
94,580000,10,133,67,515,1518,22695,19000,100,1518,52,3879,0,0
95,580000,10,135,68,520,1570,23575,19475,100,1570,52,3933,0,0
96,580000,10,137,69,525,1622,24481,19950,100,1622,52,3987,0,0
97,580000,10,139,70,530,1675,25413,20425,100,1675,52,4042,0,0
98,580000,10,141,71,535,1728,26371,20900,100,1728,52,4096,0,0
99,580000,10,143,72,540,1780,27355,21375,100,1780,52,4150,0,0
100,580000,10,145,73,545,1832,28365,21850,100,1832,52,4205,0,0
101,580000,10,148,74,550,1905,29425,22325,100,1905,52,4259,0,0
102,580000,10,151,76,555,1978,30535,22800,100,1978,52,4314,0,0
