key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,,,,,,,,,,,,,,,,
int32,single,single,single,single,single,single,single,single,single,single,single,single,bool,bool,single,single
1,60,60,30,0,60,0,0,0,0,0,0,0,True,False,0.3,0.3
2,60,60,30,30,60,0,0,0,0,0,0,0,True,False,0.3,0.3
3,60,60,30,0,60,0,30,30,0,0,60,0,False,True,0.3,0.3
4,60,60,30,0,60,0,60,30,0,0,60,0,False,True,0.3,0.3
5,60,60,30,0,60,0,30,30,0,0,60,0,False,True,0.3,0.3
6,60,60,30,0,60,0,30,30,0,0,60,0,False,True,0.3,0.3
7,60,60,30,0,60,0,0,0,0,0,0,0,True,False,0.3,0.3
8,60,60,30,0,60,0,0,0,0,0,0,0,True,True,0.3,0.3
9,60,60,30,0,60,0,0,0,0,0,0,0,True,True,0.3,0.3
10,60,60,30,0,60,0,0,0,0,0,0,0,True,False,0.3,0.3
11,60,60,30,0,60,0,0,0,0,0,0,0,True,False,0.3,0.3
12,60,60,30,0,60,0,0,0,0,0,0,0,True,False,0.3,0.3
13,60,60,30,0,60,0,0,0,0,0,0,0,True,False,0.3,0.3
14,60,60,30,0,60,0,0,0,0,0,0,0,True,False,0.3,0.3
