key,0,1,2
#,,,
int32,int32,int32,str
0,0,0,""
1,61412,1,"Main Scenario Quests"
2,61411,2,"Sidequests"
3,62301,3,"Gladiator Quests"
4,62302,3,"Pugilist Quests"
5,62303,3,"Marauder Quests"
6,62304,3,"Lancer Quests"
7,62305,3,"Archer Quests"
8,62306,3,"Conjurer Quests"
9,62307,3,"Thaumaturge Quests"
10,62308,3,"Arcanist Quests"
11,62309,3,"Carpenter Quests"
12,62310,3,"Blacksmith Quests"
13,62311,3,"Armorer Quests"
14,62312,3,"Goldsmith Quests"
15,62313,3,"Leatherworker Quests"
16,62314,3,"Weaver Quests"
17,62315,3,"Alchemist Quests"
18,62316,3,"Culinarian Quests"
19,62317,3,"Miner Quests"
20,62318,3,"Botanist Quests"
21,62319,3,"Fisher Quests"
22,62401,4,"Paladin Quests"
23,62402,4,"Monk Quests"
24,62403,4,"Warrior Quests"
25,62404,4,"Dragoon Quests"
26,62405,4,"Bard Quests"
27,62406,4,"White Mage Quests"
28,62407,4,"Black Mage Quests"
29,61401,5,"Maelstrom Quests"
30,61402,5,"Order of the Twin Adder Quests"
31,61403,5,"Immortal Flames Quests"
32,62501,6,"Battlecraft Levequests"
33,62502,8,"Carpenter Levequests"
34,62503,8,"Blacksmith Levequests"
35,62504,8,"Armorer Levequests"
36,62505,8,"Goldsmith Levequests"
37,62506,8,"Leatherworker Levequests"
38,62507,8,"Weaver Levequests"
39,62508,8,"Alchemist Levequests"
40,62509,8,"Culinarian Levequests"
41,62510,7,"Miner Levequests"
42,62511,7,"Botanist Levequests"
43,62512,7,"Fisher Levequests"
44,61451,9,"Brotherhood of the Broken Blade Levequests"
45,61452,9,"Azeyma's Shields Levequests"
46,61453,9,"Horn and Hand Levequests"
47,62513,10,"Maelstrom Levequests"
48,62514,10,"Order of the Twin Adder Levequests"
49,62515,10,"Immortal Flames Levequests"
