key,0,1
#,,
int32,str,int32
0,"",0
1,"Pugilist's Arm",60101
2,"Gladiator's Arm",60102
3,"Marauder's Arm",60103
4,"Archer's Arm",60104
5,"Lancer's Arm",60105
6,"Thaumaturge's Arm",60106
7,"Two–Handed Thaumaturge's Arm",60106
8,"Conjurer's Arm",60107
9,"Two–Handed Conjurer's Arm",60107
10,"Arcanist's Grimoire",60108
11,"Shield",60109
12,"Carpenter's Primary Tool",60111
13,"Carpenter's Secondary Tool",60111
14,"Blacksmith's Primary Tool",60112
15,"Blacksmith's Secondary Tool",60112
16,"Armorer's Primary Tool",60113
17,"Armorer's Secondary Tool",60113
18,"Goldsmith's Primary Tool",60114
19,"Goldsmith's Secondary Tool",60114
20,"Leatherworker's Primary Tool",60115
21,"Leatherworker's Secondary Tool",60115
22,"Weaver's Primary Tool",60116
23,"Weaver's Secondary Tool",60116
24,"Alchemist's Primary Tool",60117
25,"Alchemist's Secondary Tool",60117
26,"Culinarian's Primary Tool",60118
27,"Culinarian's Secondary Tool",60118
28,"Miner's Primary Tool",60119
29,"Miner's Secondary Tool",60119
30,"Botanist's Primary Tool",60120
31,"Botanist's Secondary Tool",60120
32,"Fisher's Primary Tool",60121
33,"Fishing Tackle",60122
34,"Head",60123
35,"Body",60125
36,"Legs",60127
37,"Hands",60128
38,"Feet",60129
39,"Waist",60130
40,"Necklace",60131
41,"Earrings",60132
42,"Bracelets",60133
43,"Ring",60134
44,"Medicine",60135
45,"Ingredient",60136
46,"Meal",60145
47,"Seafood",60137
48,"Stone",60138
49,"Metal",60139
50,"Lumber",60140
51,"Cloth",60141
52,"Leather",60142
53,"Bone",60143
54,"Reagent",60144
55,"Dye",60146
56,"Part",60147
57,"Furnishing",60148
58,"Materia",60149
59,"Crystal",60150
60,"Catalyst",60151
61,"Miscellany",60152
62,"Soul Crystal",60153
63,"Other",60155
64,"",0
65,"",0
66,"",0
67,"",0
68,"",0
69,"",0
70,"",0
71,"",0
72,"",0
73,"",0
74,"",0
75,"",0
76,"",0
77,"",0
78,"",0
79,"",0
80,"",0
81,"",0
82,"",0
83,"",0
84,"",0
85,"",0
86,"",0
87,"",0
88,"",0
89,"",0
90,"",0
91,"",0
92,"",0
93,"",0
94,"",0
95,"",0
96,"",0
97,"",0
98,"",0
99,"",0
100,"",0
101,"",0
102,"",0
103,"",0
104,"",0
105,"",0
106,"",0
107,"",0
108,"",0
109,"",0
110,"",0
111,"",0
112,"",0
113,"",0
114,"",0
115,"",0
116,"",0
117,"",0
118,"",0
119,"",0
120,"",0
121,"",0
122,"",0
123,"",0
124,"",0
125,"",0
126,"",0
127,"",0
128,"",0
129,"",0
130,"",0
131,"",0
132,"",0
133,"",0
134,"",0
135,"",0
136,"",0
137,"",0
138,"",0
139,"",0
140,"",0
141,"",0
142,"",0
143,"",0
144,"",0
145,"",0
146,"",0
147,"",0
148,"",0
149,"",0
150,"",0
151,"",0
152,"",0
153,"",0
154,"",0
155,"",0
156,"",0
157,"",0
158,"",0
159,"",0
160,"",0
161,"",0
162,"",0
163,"",0
164,"",0
165,"",0
