key,0,1,2,3,4,5,6,7,8,9
#,,,,,,,,,,
int32,uint16,uint16,uint16,uint16,byte,byte,byte,byte,uint32,str
10001,1,0,0,0,5,0,0,0,75,"Gladiator 01"
10002,148,0,0,0,5,0,0,0,176,"Gladiator 02"
10003,149,0,0,0,5,0,0,0,357,"Gladiator 03"
10004,150,151,276,0,5,4,5,0,410,"Gladiator 04"
10005,152,156,0,0,5,5,0,0,532,"Gladiator 05"
10006,154,153,155,0,5,5,5,0,975,"Gladiator 06"
10007,157,158,161,0,4,5,5,0,1120,"Gladiator 07"
10008,159,310,0,0,5,5,0,0,1275,"Gladiator 08"
10009,160,162,163,167,5,4,5,5,1620,"Gladiator 09"
10010,164,165,166,0,5,5,5,0,1710,"Gladiator 10"
10011,168,0,0,0,6,0,0,0,2310,"Gladiator 11"
10012,170,171,172,0,6,5,6,0,3150,"Gladiator 12"
10013,32,175,177,0,5,6,6,0,4004,"Gladiator 13"
10014,176,173,0,0,6,6,0,0,4508,"Gladiator 14"
10015,174,0,0,0,4,0,0,0,5040,"Gladiator 15"
10016,179,181,0,0,6,6,0,0,5250,"Gladiator 16"
10017,246,247,249,0,8,6,8,0,5460,"Gladiator 17"
10018,251,254,0,0,8,4,0,0,5670,"Gladiator 18"
10019,255,256,0,0,1,1,0,0,5880,"Gladiator 19"
10020,182,0,0,0,6,0,0,0,6090,"Gladiator 20"
10021,186,187,0,0,9,9,0,0,6300,"Gladiator 21"
10022,294,296,0,0,8,8,0,0,6510,"Gladiator 22"
10023,297,299,300,0,10,3,3,0,6720,"Gladiator 23"
10024,188,189,293,0,3,4,3,0,6930,"Gladiator 24"
10025,194,191,192,0,9,9,9,0,7140,"Gladiator 25"
10026,197,200,0,0,9,4,0,0,7613,"Gladiator 26"
10027,208,209,0,0,9,9,0,0,8640,"Gladiator 27"
10028,195,286,0,0,9,1,0,0,9435,"Gladiator 28"
10029,287,288,0,0,1,1,0,0,9690,"Gladiator 29"
10030,289,290,291,0,3,3,1,0,10238,"Gladiator 30"
10031,52,47,210,0,9,9,9,0,11100,"Gladiator 31"
10032,211,0,0,0,9,0,0,0,11993,"Gladiator 32"
10033,212,242,0,0,10,1,0,0,12285,"Gladiator 33"
10034,142,243,0,0,10,1,0,0,12578,"Gladiator 34"
10035,231,232,0,0,5,3,0,0,13530,"Gladiator 35"
10036,240,241,244,0,1,1,1,0,14175,"Gladiator 36"
10037,59,145,0,0,4,4,0,0,14490,"Gladiator 37"
10038,58,60,0,0,9,9,0,0,15158,"Gladiator 38"
10039,216,217,0,0,9,4,0,0,16200,"Gladiator 39"
10040,218,0,0,0,10,0,0,0,16905,"Gladiator 40"
10041,0,0,0,0,0,0,0,0,0,"Gladiator 41"
10042,0,0,0,0,0,0,0,0,0,"Gladiator 42"
10043,0,0,0,0,0,0,0,0,0,"Gladiator 43"
10044,0,0,0,0,0,0,0,0,0,"Gladiator 44"
10045,0,0,0,0,0,0,0,0,0,"Gladiator 45"
10046,0,0,0,0,0,0,0,0,0,"Gladiator 46"
10047,0,0,0,0,0,0,0,0,0,"Gladiator 47"
10048,0,0,0,0,0,0,0,0,0,"Gladiator 48"
10049,0,0,0,0,0,0,0,0,0,"Gladiator 49"
10050,0,0,0,0,0,0,0,0,0,"Gladiator 50"
20001,1,0,0,0,6,0,0,0,75,"Pugilist 01"
20002,148,0,0,0,6,0,0,0,176,"Pugilist 02"
20003,149,0,0,0,6,0,0,0,357,"Pugilist 03"
20004,150,151,154,0,6,5,6,0,410,"Pugilist 04"
20005,276,152,153,0,6,5,6,0,532,"Pugilist 05"
20006,156,155,0,0,6,6,0,0,975,"Pugilist 06"
20007,157,158,310,0,6,5,6,0,1120,"Pugilist 07"
20008,159,161,0,0,6,6,0,0,1275,"Pugilist 08"
20009,160,162,163,0,5,6,6,0,1620,"Pugilist 09"
20010,164,166,167,0,6,5,6,0,1710,"Pugilist 10"
20011,168,169,170,0,6,6,6,0,2310,"Pugilist 11"
20012,173,174,0,0,6,3,0,0,3150,"Pugilist 12"
20013,32,176,0,0,6,6,0,0,4004,"Pugilist 13"
20014,177,0,0,0,6,0,0,0,4508,"Pugilist 14"
20015,178,0,0,0,6,0,0,0,5040,"Pugilist 15"
20016,179,246,0,0,6,8,0,0,5250,"Pugilist 16"
20017,180,248,0,0,6,1,0,0,5460,"Pugilist 17"
20018,181,250,0,0,6,1,0,0,5670,"Pugilist 18"
20019,182,256,0,0,6,1,0,0,5880,"Pugilist 19"
20020,185,0,0,0,6,0,0,0,6090,"Pugilist 20"
20021,186,298,0,0,9,3,0,0,6300,"Pugilist 21"
20022,187,296,0,0,9,5,0,0,6510,"Pugilist 22"
20023,190,295,0,0,4,2,0,0,6720,"Pugilist 23"
20024,41,300,0,0,9,2,0,0,6930,"Pugilist 24"
20025,39,193,194,0,9,9,9,0,7140,"Pugilist 25"
20026,192,197,0,0,9,9,0,0,7613,"Pugilist 26"
20027,195,281,0,0,9,5,0,0,8640,"Pugilist 27"
20028,208,285,0,0,9,4,0,0,9435,"Pugilist 28"
20029,191,290,0,0,9,3,0,0,9690,"Pugilist 29"
20030,209,291,0,0,9,1,0,0,10238,"Pugilist 30"
20031,50,136,0,0,10,4,0,0,11100,"Pugilist 31"
20032,211,235,0,0,10,10,0,0,11993,"Pugilist 32"
20033,212,237,0,0,10,3,0,0,12285,"Pugilist 33"
20034,142,239,0,0,10,2,0,0,12578,"Pugilist 34"
20035,241,0,0,0,1,0,0,0,13530,"Pugilist 35"
20036,244,0,0,0,1,0,0,0,14175,"Pugilist 36"
20037,216,0,0,0,10,0,0,0,14490,"Pugilist 37"
20038,60,0,0,0,10,0,0,0,15158,"Pugilist 38"
20039,217,0,0,0,4,0,0,0,16200,"Pugilist 39"
20040,218,69,0,0,10,10,0,0,16905,"Pugilist 40"
20041,0,0,0,0,0,0,0,0,0,"Pugilist 41"
20042,0,0,0,0,0,0,0,0,0,"Pugilist 42"
20043,0,0,0,0,0,0,0,0,0,"Pugilist 43"
20044,0,0,0,0,0,0,0,0,0,"Pugilist 44"
20045,0,0,0,0,0,0,0,0,0,"Pugilist 45"
20046,0,0,0,0,0,0,0,0,0,"Pugilist 46"
20047,0,0,0,0,0,0,0,0,0,"Pugilist 47"
20048,0,0,0,0,0,0,0,0,0,"Pugilist 48"
20049,0,0,0,0,0,0,0,0,0,"Pugilist 49"
20050,0,0,0,0,0,0,0,0,0,"Pugilist 50"
30001,1,0,0,0,6,0,0,0,75,"Marauder 01"
30002,2,0,0,0,6,0,0,0,176,"Marauder 02"
30003,3,0,0,0,6,0,0,0,357,"Marauder 03"
30004,5,4,0,0,6,5,0,0,410,"Marauder 04"
30005,12,6,7,8,5,5,5,5,532,"Marauder 05"
30006,11,10,9,0,6,6,5,0,975,"Marauder 06"
30007,14,15,13,0,5,6,6,0,1120,"Marauder 07"
30008,19,20,21,0,6,5,6,0,1275,"Marauder 08"
30009,16,22,26,0,6,6,5,0,1620,"Marauder 09"
30010,23,27,0,0,6,3,0,0,1710,"Marauder 10"
30011,24,28,25,0,6,6,5,0,2310,"Marauder 11"
30012,29,30,31,0,4,5,6,0,3150,"Marauder 12"
30013,33,32,0,0,6,6,0,0,4004,"Marauder 13"
30014,34,0,0,0,6,0,0,0,4508,"Marauder 14"
30015,35,36,0,0,6,6,0,0,5040,"Marauder 15"
30016,37,0,0,0,6,0,0,0,5250,"Marauder 16"
30017,219,220,221,0,6,5,3,0,5460,"Marauder 17"
30018,222,223,224,0,1,5,1,0,5670,"Marauder 18"
30019,225,229,230,0,4,6,1,0,5880,"Marauder 19"
30020,38,0,0,0,6,0,0,0,6090,"Marauder 20"
30021,40,0,0,0,8,0,0,0,6300,"Marauder 21"
30022,293,294,296,0,3,7,5,0,6510,"Marauder 22"
30023,297,298,299,0,9,2,4,0,6720,"Marauder 23"
30024,300,0,0,0,2,0,0,0,6930,"Marauder 24"
30025,189,0,0,0,4,0,0,0,7140,"Marauder 25"
30026,42,0,0,0,5,0,0,0,7613,"Marauder 26"
30027,279,0,0,0,10,0,0,0,8640,"Marauder 27"
30028,280,281,288,0,7,5,1,0,9435,"Marauder 28"
30029,283,282,291,0,8,6,1,0,9690,"Marauder 29"
30030,47,0,0,0,8,0,0,0,10238,"Marauder 30"
30031,50,48,136,0,9,9,4,0,11100,"Marauder 31"
30032,51,52,0,0,9,9,0,0,11993,"Marauder 32"
30033,231,0,0,0,5,0,0,0,12285,"Marauder 33"
30034,232,242,0,0,2,1,0,0,12578,"Marauder 34"
30035,233,243,0,0,1,1,0,0,13530,"Marauder 35"
30036,234,244,0,0,1,1,0,0,14175,"Marauder 36"
30037,56,0,0,0,9,0,0,0,14490,"Marauder 37"
30038,59,61,0,0,4,9,0,0,15158,"Marauder 38"
30039,62,63,0,0,9,9,0,0,16200,"Marauder 39"
30040,69,0,0,0,10,0,0,0,16905,"Marauder 40"
30041,0,0,0,0,0,0,0,0,0,"Marauder 41"
30042,0,0,0,0,0,0,0,0,0,"Marauder 42"
