key,0,1,2,3,4
#,,,,,
int32,str,int32,int32,int32,byte
0,"Leather Saddle",65536,65536,0,0
1,"Lominsan Saddle",65538,65541,65538,1
2,"Lominsan Half Barding",65542,65542,65542,1
3,"Lominsan Barding",131078,131078,131078,1
4,"Lominsan Crested Barding",196614,196614,196614,1
5,"Gridanian Saddle",65538,131077,65538,2
6,"Gridanian Half Barding",65543,65543,65543,2
7,"Gridanian Barding",131079,131079,131079,2
8,"Gridanian Crested Barding",196615,196615,196615,2
9,"Ul'dahn Saddle",65538,196613,65538,3
10,"Ul'dahn Half Barding",65544,65544,65544,3
11,"Ul'dahn Barding",131080,131080,131080,3
12,"Ul'dahn Crested Barding",196616,196616,196616,3
13,"",0,0,0,0
14,"",0,0,0,0
15,"",0,0,0,0
16,"",0,0,0,0
17,"",0,0,0,0
18,"",0,0,0,0
19,"",0,0,0,0
20,"",0,0,0,0
