key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
#,,,,,,,,,,,,,,,,,,,
int32,int32,int32,int32,int32,int32,byte,int32,byte,int32,byte,int32,byte,byte,int32,byte,uint16,uint16,int32,bool
131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131073,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10,0,0,True
131074,1,0,0,0,2000265,1,2000267,2,0,0,0,0,0,2,0,11,0,0,False
131075,1,0,0,0,2000268,1,2000270,2,0,0,0,0,2,3,0,12,0,0,False
131076,1,2,0,0,0,0,0,0,0,0,0,0,2,4,0,13,0,1,False
131077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131080,10,11,12,13,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131081,14,15,16,17,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131082,18,0,0,0,2000271,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131083,19,0,0,0,2000273,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131084,20,21,22,23,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131085,24,25,26,27,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131086,28,0,0,0,2000281,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131087,29,30,31,32,2000283,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131088,33,34,35,36,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131089,37,38,39,40,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131090,41,0,0,0,2000289,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131091,42,43,44,45,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131092,46,47,48,49,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131093,50,0,0,0,2000296,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131094,51,0,0,0,2000298,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131095,52,53,54,55,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131096,56,0,0,0,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131097,60,0,0,0,2000307,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131098,61,0,0,0,2000309,45,0,0,0,0,0,0,0,2,0,11,0,0,False
131099,62,63,64,65,2000271,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131100,66,67,68,69,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131101,70,0,0,0,2000313,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131102,71,0,0,0,2000315,45,0,0,0,0,0,0,9,3,0,12,0,0,False
131103,75,76,77,78,2000317,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131104,79,80,81,82,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131105,83,0,0,0,2000466,50,0,0,0,0,0,0,0,2,0,11,0,0,True
131106,84,85,86,87,2000467,40,0,0,0,0,0,0,8,3,0,12,0,0,True
131107,88,89,90,91,2000468,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131108,92,93,94,95,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131109,96,0,0,0,2000294,50,0,0,0,0,0,0,0,2,0,11,0,0,False
131110,97,98,99,100,2000294,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131111,101,102,103,104,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131112,105,106,107,108,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131113,109,0,0,0,2000294,60,0,0,0,0,0,0,0,2,0,11,0,0,False
131114,110,111,112,113,2000294,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131115,114,115,116,117,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131116,118,119,120,121,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131117,122,0,0,0,2000294,60,0,0,0,0,0,0,0,2,0,11,0,0,False
131118,123,124,125,126,2000294,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131119,127,128,129,130,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131120,131,132,133,134,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131121,135,136,137,138,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131122,139,0,0,0,2000473,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131123,140,0,0,0,2000474,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131124,141,142,143,144,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131125,145,146,147,148,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131126,149,0,0,0,2000479,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131127,150,151,152,153,2000480,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131128,154,155,156,157,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131129,158,159,160,161,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131130,162,0,0,0,2000485,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131131,163,164,165,166,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131132,167,168,169,170,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131133,171,0,0,0,2000490,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131134,172,0,0,0,2000491,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131135,173,174,175,176,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131136,177,178,179,180,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131137,181,0,0,0,2000496,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131138,182,0,0,0,2000497,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131139,183,184,185,186,2000498,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131140,187,188,189,190,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131141,191,0,0,0,2000501,45,0,0,0,0,0,0,0,2,0,11,0,0,False
131142,192,193,194,195,2000502,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131143,196,197,198,199,2000503,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131144,200,201,202,203,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131145,204,0,0,0,2000506,50,0,0,0,0,0,0,0,2,0,11,0,0,False
131146,205,206,207,208,2000507,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131147,209,210,211,212,2000508,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131148,213,214,215,216,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131149,217,0,0,0,2000294,50,0,0,0,0,0,0,0,2,0,11,0,0,False
131150,218,219,220,221,2000294,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131151,222,223,224,225,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131152,226,227,228,229,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131153,230,0,0,0,2000294,60,0,0,0,0,0,0,0,2,0,11,0,0,False
131154,231,232,233,234,2000294,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131155,235,236,237,238,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131156,239,240,241,242,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131157,243,0,0,0,2000294,60,0,0,0,0,0,0,0,2,0,11,0,0,False
131158,244,245,246,247,2000294,40,0,0,0,0,0,0,8,3,0,12,0,0,False
131159,248,249,250,251,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
131182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
