key,0,1,2
#,,,
int32,uint32,int32,bool
0,0,-1,True
1,120001,-1,True
2,120002,-1,True
3,120011,-1,True
4,120012,-1,True
5,120013,-1,True
6,120021,-1,True
7,120022,-1,True
8,120023,-1,True
9,120024,-1,True
10,120025,-1,True
11,120031,-1,True
12,120032,-1,True
13,120033,-1,True
14,120201,-1,True
15,120202,-1,True
16,120203,-1,True
17,120204,-1,True
18,120206,-1,True
19,120207,-1,True
20,120208,-1,True
21,120209,-1,True
22,120301,-1,True
23,120305,-1,True
24,120306,-1,True
25,120307,-1,True
26,120319,-1,True
27,120314,-1,True
28,120310,-1,True
29,120210,-1,True
30,120213,-1,True
31,120214,-1,True
32,120205,-1,True
33,120061,1000015,True
34,120062,1000016,True
35,120063,1000017,True
36,120302,-1,True
37,120061,1000018,True
38,120062,1000019,True
39,120063,1000020,True
40,120215,-1,True
41,120216,-1,True
42,120303,-1,True
43,120308,-1,True
44,120304,-1,True
45,120309,-1,True
46,120311,-1,True
47,120312,-1,True
48,120313,-1,True
49,120315,-1,True
50,120316,-1,True
51,120317,-1,True
52,120318,-1,True
53,120320,-1,True
54,120321,-1,True
55,120322,-1,True
56,120323,-1,True
57,120324,-1,True
58,120325,-1,True
59,120326,-1,True
60,120327,-1,True
61,120328,-1,True
62,120329,-1,True
63,120217,-1,True
64,120218,-1,True
65,120219,-1,True
66,120220,-1,True
67,120221,-1,True
68,120212,-1,True
69,120222,1000005,True
70,120223,1000005,True
71,120224,1000005,True
72,120045,1000007,True
73,120255,-1,True
74,120250,-1,True
75,120254,-1,True
76,120259,-1,True
77,120258,-1,True
78,120262,-1,True
79,120251,-1,True
80,120260,-1,True
81,0,-1,True
82,0,-1,True
83,0,-1,True
84,0,-1,True
85,0,-1,True
86,0,-1,True
87,0,-1,True
88,0,-1,True
89,0,-1,True
90,0,-1,True
91,0,-1,True
92,0,-1,True
93,0,-1,True
94,0,-1,True
95,0,-1,True
96,0,-1,True
97,0,-1,True
98,0,-1,True
99,0,-1,True
100,0,-1,True
