key,0,1,2,3,4,5,6,7,8,9
#,,,,,,,,,,
int32,single,single,single,single,single,int32,uint32,uint32,uint32,uint32
1034660,8.29875,-2.4873,-6.97339,-1.28505,0.96,8,10003,1,0,1
1034661,9.65888,-2.06,-2.06,-1.97671,0.96,8,10004,1,0,1
1034662,-9.04865,-2.06,-0.534058,1.40951,1,8,10001,1,0,1
1034663,-7.82794,-2.28944,-5.84424,0.616042,0.96,8,10002,1,0,1
1034664,-5.41699,-2.9399,-10.1168,0.690062,0.96,8,10005,1,0,1
1052256,45.3939,-2.88381,17.3323,0,1,12,1,1,0,1
1140471,25.04,-8.01103,108.11,1.60836,1,8,10101,2,0,132
1140490,23.8498,-8.07207,115.923,1.59867,1,8,10100,2,0,132
1140501,23.6972,-8.07207,100.084,1.56291,1,8,10102,2,0,132
1141020,29.0379,-19.028,105.486,2.57871,1,8,10106,2,0,132
1141052,32.3222,-0.0500215,70.3156,3.05536,1,8,10136,2,0,132
1141095,33.7644,-8,118.567,2.88992,1,8,10139,2,0,132
1141124,49.805,-1.46606,51.7593,0.449675,1,8,10146,2,0,132
1141127,-20.2619,-3.25,46.0059,1.63664,1,8,10148,2,0,132
1141128,-9.72004,-3.25,52.4757,1.01134,1,8,10149,2,0,132
1141130,-40.6348,-3.25,50.1564,1.55371,1,8,10151,2,0,132
1141132,-44.8463,-1.26655,56.8398,2.13705,1,8,10153,2,0,132
1141134,-35.064,-3.2425,45.7047,-2.39184,1,8,10155,2,0,132
1141143,-77.7697,-3.28353,38.2862,-0.272587,1,8,10161,2,0,132
1141144,-77.9494,-3.70067,53.1166,2.45379,1,8,10162,2,0,132
1141151,-75.4815,-0.501378,-5.07031,0.992908,1,8,10168,2,0,132
1141190,-16.2756,-3.25001,41.0016,2.81268,1,8,10194,2,0,132
1141206,197.436,-0.015306,57.1145,-0.561973,1,8,10195,2,0,132
1141208,201.312,-0.015306,43.9307,-1.39244,1,8,10197,2,0,132
1141210,211.169,-3.01376E-06,28.5801,0.537429,1,8,10199,2,0,132
1141211,209.552,0.991789,35.0194,1.25467,1,8,10200,2,0,132
1141215,226.337,1.99996,29.0684,-1.72954,1,8,10204,2,0,132
1141217,193.591,0,42.1606,1.73616,1,8,10206,2,0,132
1141230,151.507,15.732,-63.9201,-2.42425,1,8,10214,3,0,133
1141232,158.251,15.671,-77.7753,1.20146,1,8,10216,3,0,133
1141234,164.721,15.671,-58.1827,-1.94143,1,8,10218,3,0,133
1141249,168.658,15.4573,-95.9855,-1.73031,1,8,10233,3,0,133
1141254,155.413,15.671,-121.813,2.01448,1,8,10238,3,0,133
1141256,170.306,15.671,-118.639,-0.975291,1,8,10239,3,0,133
1141267,143.081,14.2503,-250.719,-0.565429,1,8,10248,3,0,133
1141271,147.082,15.5017,-267.994,-1.59724,1,8,10251,3,0,133
1141274,157.705,15.8845,-270.327,2.36582,1,8,10254,3,0,133
1141283,141.558,15.5,-274.434,2.5975,1,8,10263,3,0,133
1143524,-241.352,8,-148.516,-1.44105,1,8,10289,3,0,133
1143527,-233.997,8,-146.868,1.60759,1,8,10292,3,0,133
1143528,-232.929,6.23534,-172.076,-2.55944,1,8,10293,3,0,133
1143529,-238.025,8,-142.931,-3.10027,1,8,10294,3,0,133
1143530,-234.211,8.00009,-155.169,0.242708,1,8,10295,3,0,133
1143532,-234.18,1.19476,-184.436,-1.79474,1,8,10297,3,0,133
1143535,-175.555,11.0323,-159.808,1.36943,1,8,10300,3,0,133
1143606,-195.148,10.1919,-98.6496,-1.29542,1,8,10311,3,0,133
1143829,65.69,8,-147.417,-0.492943,1,8,10352,3,0,133
1143838,59.9526,8,-155.505,0.898783,1,8,10355,3,0,133
1143848,73.4721,8,-160.876,0.274155,1,8,10360,3,0,133
1144281,38.3518,-8.02965,113.63,2.53183,1,8,10370,2,0,132
1144282,38.1178,-7.99759,112.596,1.33051,1,8,10371,2,0,132
1144287,39.5361,-8.01274,112.138,-0.817481,1,8,10372,2,0,132
1144288,40.0854,-8.04751,113.237,-1.81957,1,8,10373,2,0,132
1145378,125.174,-7.00007,-71.1926,1.12275,1,8,10403,4,0,148
1145489,124.529,-7.00002,-69.7795,1.59724,1,8,10407,4,0,148
1145490,106.859,-8,-75.6695,2.56107,1,8,10408,4,0,148
1145491,96.6964,-1.47549,-73.7774,2.0118,1,8,10409,4,0,148
1145493,135.241,-7.00394,-67.0024,-0.16016,1,8,10411,4,0,148
1145504,98.2528,-8,-78.4467,2.26491,1,8,10421,4,0,148
1145542,109.787,-8,-73.7768,1.93043,1,8,10432,4,0,148
1145806,204.761,-5.29493,-99.4431,-1.74766,1,8,10430,4,0,148
1145816,201.857,-5.53917,-107.239,-1.84565,1,8,10449,4,0,148
1145825,270.558,-5.59734,-9.659,-2.84591,1,8,10455,4,0,148
1145832,286.946,-3.34274,-31.4489,2.36232,1,8,10461,4,0,148
1145864,298.65,9.99998,119.054,0.955349,1,8,10465,4,0,148
1145876,-58.9821,-0.0108589,26.4149,1.82964,1,8,10470,4,0,148
1145877,-60.4612,0.199996,6.33173,0.686131,1,8,10471,4,0,148
1146375,-44.1444,0.849802,-32.8566,-2.19865,1,8,10473,4,0,148
1146376,-42.9799,-0.0140887,65.4115,-2.31179,1,8,10474,4,0,148
1146378,27.0755,-6.86021,14.1599,-2.60152,1,8,10476,4,0,148
1146385,85.515,-6.14784,67.0273,1.87417,1,8,10483,4,0,148
1146387,2.07954,-7.91572,-22.1444,-2.4774,1,8,10484,4,0,148
1146409,47.9891,-24.0294,228.552,1.33329,1,8,10491,4,0,148
1146413,48.7962,-24.0021,220.072,1.75984,1,8,10494,4,0,148
1146421,181.816,-32.118,321.814,-1.22758,1,8,10501,4,0,148
1146422,182.53,-32.1646,320.408,0.793258,1,8,10502,4,0,148
1146423,178.333,-32.0154,333.314,-2.17631,1,8,10503,4,0,148
