key,0,1,2,3,4,5
#,,,,,,
int32,str,uint16,byte,uint16,uint16,uint16
0,"",1,0,0,0,0
1,"Interacting",61103,2,80,81,82
2,"Interacting",61103,2,80,81,82
3,"Interacting",61103,5,80,81,82
4,"Interacting",61103,10,80,81,82
5,"Interacting",61103,15,80,81,82
6,"Interacting",61103,2,80,81,82
7,"Interacting",61103,5,80,81,82
8,"Interacting",61103,10,80,81,82
9,"Interacting",61103,15,80,81,82
10,"Waiting",61104,2,175,176,177
11,"Waiting",61104,2,175,176,177
12,"Waiting",61104,5,175,176,177
13,"Waiting",61104,10,175,176,177
14,"Interacting",61103,2,80,81,82
15,"Interacting",61103,2,80,81,82
16,"Interacting",61103,5,80,81,82
17,"Interacting",61103,10,80,81,82
18,"Interacting",61103,2,80,81,82
19,"Attuning",61105,5,169,170,171
20,"Interacting",61103,1,80,81,82
21,"Interacting",61103,2,80,81,82
22,"Interacting",61103,5,80,81,82
23,"Interacting",61103,1,172,173,174
24,"Interacting",61103,2,172,173,174
25,"Interacting",61103,5,172,173,174
26,"Aiding",61103,2,184,185,186
27,"Whistling",61104,2,178,179,180
28,"Standing Watch",61104,10,175,176,177
29,"Recording",61103,1,172,173,174
30,"Whistling",61103,2,178,179,180
31,"Interacting",61103,2,181,182,183
32,"Interacting",61103,5,181,182,183
33,"Interacting",61103,10,181,182,183
34,"Aiding",61103,2,184,185,186
35,"Aiding",61103,5,184,185,186
36,"Aiding",61103,10,184,185,186
