key,0,1,2
#,,,
int32,uint16,uint16,uint16
1000,0,0,0
1001,1,1,1
1002,1,1,16
1003,6,7,13
1004,1,1,13
1005,8,1,13
1006,9,9,13
1007,10,1,13
1008,11,1,13
1009,12,12,13
1010,24,1,13
1011,55,55,13
1012,57,1,13
1013,58,1,13
1014,59,59,13
1015,15,15,16
1016,42,42,16
1017,41,41,116
1018,15,15,116
1019,15,15,37
1020,25,26,33
1021,1,1,33
1022,27,1,33
1023,28,1,33
1024,29,1,33
1025,30,1,33
1026,31,31,33
1027,32,1,33
1028,55,55,33
1029,57,1,33
1030,58,1,33
1031,59,59,33
1032,35,35,16
1033,43,43,116
1034,15,15,116
1035,44,45,52
1036,1,1,52
1037,46,1,52
1038,47,1,52
1039,48,1,52
1040,49,49,52
1041,50,1,52
1042,51,1,52
1043,55,55,52
1044,57,1,52
1045,58,1,52
1046,59,59,52
1047,53,53,16
1048,54,54,16
1049,15,15,116
1050,15,15,116
1051,12,1,13
1052,63,63,13
1053,64,64,33
1054,65,65,52
1055,110,110,33
1056,111,111,33
1057,66,66,52
1058,87,88,99
1059,1,1,33
1060,1,1,52
1061,1,1,13
1062,1,1,33
1063,1,1,33
1064,118,118,33
1065,118,118,52
1066,118,118,13
1067,119,119,33
1068,51,1,33
1069,0,0,0
1070,0,0,0
