key,0
#,
int32,str
0,""
1,"voice/Voice_NPC_Act/Vo_NPC_Act_LowMaPo.scd"
2,"voice/Voice_NPC_Act/Vo_NPC_Act_LowMaNe.scd"
3,"voice/Voice_NPC_Act/Vo_NPC_Act_LowMaSy.scd"
4,"voice/Voice_NPC_Act/Vo_NPC_Act_LowMbPo.scd"
5,"voice/Voice_NPC_Act/Vo_NPC_Act_LowMbNe.scd"
6,"voice/Voice_NPC_Act/Vo_NPC_Act_LowMbSy.scd"
7,"voice/Voice_NPC_Act/Vo_NPC_Act_LowFaPo.scd"
8,"voice/Voice_NPC_Act/Vo_NPC_Act_LowFaNe.scd"
9,"voice/Voice_NPC_Act/Vo_NPC_Act_LowFaSy.scd"
10,"voice/Voice_NPC_Act/Vo_NPC_Act_LowFbPo.scd"
11,"voice/Voice_NPC_Act/Vo_NPC_Act_LowFbNe.scd"
12,"voice/Voice_NPC_Act/Vo_NPC_Act_LowFbSy.scd"
13,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthMaPo.scd"
14,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthMaNe.scd"
15,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthMaSy.scd"
16,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthMbPo.scd"
17,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthMbNe.scd"
18,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthMbSy.scd"
19,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthFaPo.scd"
20,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthFaNe.scd"
21,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthFaSy.scd"
22,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthFbPo.scd"
23,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthFbNe.scd"
24,"voice/Voice_NPC_Act/Vo_NPC_Act_YouthFbSy.scd"
25,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaMaPo.scd"
26,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaMaNe.scd"
27,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaMaSy.scd"
28,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaMbPo.scd"
29,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaMbNe.scd"
30,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaMbSy.scd"
31,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaFaPo.scd"
32,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaFaNe.scd"
33,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaFaSy.scd"
34,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaFbPo.scd"
35,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaFbNe.scd"
36,"voice/Voice_NPC_Act/Vo_NPC_Act_LalaFbSy.scd"
37,"voice/Voice_NPC_Act/Vo_NPC_Act_YoshidaPo.scd"
38,"voice/Voice_NPC_Act/Vo_NPC_Act_MoglePo.scd"
39,"event/SE_Event_001.scd"
40,"event/SE_Event_002.scd"
