key,0,1,2,3,4,5,6,7,8,9
#,,,,,,,,,,
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,byte
0,"",0,"",0,0,1,0,0,"",0
1,"Debug",0,"Debug",0,0,1,0,1,"",0
2,"Default",0,"Default",0,0,1,0,1,"",0
3,"Collision Test",0,"Collision Test",0,0,1,0,0,"",0
4,"Battle Test",0,"Battle Test",0,0,1,0,0,"",0
5,"PvP Test",0,"PvP Test",0,0,1,0,0,"",0
6,"Cutscene Test",0,"Cutscene Test",0,0,1,0,0,"",0
7,"Warp Test I",0,"Warp Test I",0,0,1,0,1,"",0
8,"Warp Test II",0,"Warp Test II",0,0,1,0,1,"",0
9,"Territory Test",0,"Territory Test",0,0,1,0,0,"",0
10,"Bayohne Memorial Zoo",0,"Bayohne Memorial Zoo",0,0,1,0,0,"",0
11,"NPC Spawn Test",0,"NPC Spawn Test",0,0,1,0,0,"",0
12,"Retainer Test",0,"Retainer Test",0,0,1,0,0,"",0
13,"Navi-mesh Test",0,"Navi-mesh Test",0,0,1,0,0,"",0
14,"Raid Test",0,"Raid Test",0,0,1,0,0,"",0
15,"Dungeon Test",0,"Dungeon Test",0,0,1,0,0,"",0
16,"Client Benchmark",0,"Client Benchmark",0,0,1,0,0,"",0
17,"Leve Test",0,"Leve Test",0,0,1,0,0,"",0
18,"Levemete",0,"levemete",0,0,1,0,0,"",0
19,"",0,"",0,0,1,0,0,"",0
20,"Hydaelyn",1,"Hydaelyn",0,0,1,0,1,"",0
21,"Eorzea",1,"Eorzea",0,0,1,0,1,"",0
22,"La Noscea",1,"La Noscea",0,0,1,0,1,"",0
23,"Thanalan",1,"Thanalan",0,0,1,0,1,"",0
24,"The Black Shroud",1,"Black Shroud",0,0,1,0,0,"",0
25,"Coerthas",1,"Coerthas",0,0,1,0,1,"",0
26,"Mor Dhona",1,"Mor Dhona",0,0,1,0,1,"",0
27,"Limsa Lominsa",1,"Limsa Lominsa",0,0,1,0,1,"",0
28,"Limsa Lominsa Upper Decks",2,"Limsa Lominsa upper decks",0,0,1,0,0,"",0
29,"Limsa Lominsa Lower Decks",2,"Limsa Lominsa lower decks",0,0,1,0,0,"",0
30,"Middle La Noscea",1,"middle La Noscea",0,0,1,0,1,"",0
31,"Lower La Noscea",1,"lower La Noscea",0,0,1,0,1,"",0
32,"Eastern La Noscea",1,"eastern La Noscea",0,0,1,0,1,"",0
33,"Western La Noscea",1,"western La Noscea",0,0,1,0,1,"",0
34,"Upper La Noscea",1,"upper La Noscea",0,0,1,0,1,"",0
35,"Sastasha",0,"Sastasha",0,0,1,0,1,"",0
36,"Brayflox Longstop",0,"Brayflox Longstop",0,0,1,0,1,"",0
37,"The Wanderer's Palace",0,"Wanderer's Palace",0,0,1,0,0,"",0
38,"バハムートダンジョン1エリア名",0,"",0,0,1,0,0,"",0
39,"Ul'dah",1,"Ul'dah",0,0,1,0,1,"",0
40,"Merchant Strip - Steps of Nald",2,"Merchant Strip - Steps of Nald",0,0,1,0,0,"",0
41,"Merchant Strip - Steps of Thal",2,"Merchant Strip - Steps of Thal",0,0,1,0,0,"",0
42,"Western Thanalan",1,"western Thanalan",0,0,1,0,1,"",0
43,"Central Thanalan",1,"central Thanalan",0,0,1,0,1,"",0
44,"Eastern Thanalan",1,"eastern Thanalan",0,0,1,0,1,"",0
45,"Southern Thanalan",1,"southern Thanalan",0,0,1,0,1,"",0
46,"Northern Thanalan",1,"northern Thanalan",0,0,1,0,1,"",0
47,"Cutter's Cry",0,"Cutter's Cry",0,0,1,0,1,"",0
48,"Copperbell Mines",1,"Copperbell Mines",0,0,1,0,1,"",0
49,"Halatali",1,"Halatali",0,0,1,0,1,"",0
50,"The Sunken Temple of Qarn",0,"Sunken Temple of Qarn",0,0,1,0,0,"",0
51,"Gridania",1,"Gridania",0,0,1,0,1,"",0
52,"New Gridania",1,"New Gridania",0,0,1,0,1,"",0
53,"Old Gridania",1,"Old Gridania",0,0,1,0,1,"",0
54,"Central Shroud",1,"Central Shroud",0,0,1,0,0,"",0
55,"East Shroud",1,"East Shroud",0,0,1,0,0,"",0
56,"South Shroud",1,"South Shroud",0,0,1,0,0,"",0
57,"North Shroud",1,"North Shroud",0,0,1,0,0,"",0
58,"The Tam-Tara Deepcroft",0,"Tam-Tara Deepcroft",0,0,1,0,0,"",0
59,"Haukke Manor",0,"Haukke Manor",0,0,1,0,1,"",0
60,"古城ダンジョンエリア名",0,"",0,0,1,0,0,"",0
61,"The Thousand Maws of Toto-Rak",0,"Thousand Maws of Toto-Rak",0,0,1,0,0,"",0
62,"Ishgard",1,"Ishgard",0,0,1,0,1,"",0
63,"Coerthas Central Highlands",1,"Coerthas central highlands",0,0,1,0,0,"",0
64,"Dzemael Darkhold",0,"Dzemael Darkhold",0,0,1,0,1,"",0
65,"Aurum Vale",1,"Aurum Vale",0,0,1,0,0,"",0
66,"ドラゴン砦ダンジョンエリア名",0,"",0,0,1,0,0,"",0
67,"Mor Dhona",1,"Mor Dhona",0,0,1,0,1,"",0
68,"Jadeite Thick",1,"Jadeite Thick",0,0,1,0,1,"",0
69,"Greentear",0,"Greentear",0,0,1,0,1,"",0
70,"Bentbranch",0,"Bentbranch",0,0,1,0,1,"",0
71,"Sorrel Haven",0,"Sorrel Haven",0,0,1,0,1,"",0
72,"The Standing Corses",0,"Standing Corses",0,0,1,0,0,"",0
73,"The Honey Yard",0,"Honey Yard",0,0,1,0,0,"",0
74,"Nine Ivies",1,"Nine Ivies",0,0,1,0,1,"",0
75,"The Bramble Patch",0,"Bramble Patch",0,0,1,0,0,"",0
76,"Larkscall",0,"Larkscall",0,0,1,0,1,"",0
77,"Sylphlands",0,"Sylphlands",0,0,1,0,0,"",0
78,"Upper Paths",2,"Upper Paths",0,0,1,0,0,"",0
79,"Lower Paths",2,"Lower Paths",0,0,1,0,0,"",0
80,"Snakemolt",0,"Snakemolt",0,0,1,0,1,"",0
81,"Silent Arbor",1,"Silent Arbor",0,0,1,0,1,"",0
82,"Urth's Gift",0,"Urth's Gift",0,0,1,0,1,"",0
83,"Treespeak",1,"Treespeak",0,0,1,0,1,"",0
84,"Peacegarden",1,"Peacegarden",0,0,1,0,1,"",0
85,"Alder Springs",0,"Alder Springs",0,0,1,0,1,"",0
86,"Proud Creek",0,"Proud Creek",0,0,1,0,1,"",0
87,"Blue Badger Gate",0,"Blue Badger Gate",0,0,1,0,0,"",0
88,"White Wolf Gate",0,"White Wolf Gate",0,0,1,0,0,"",0
89,"Gilbert's Spire",0,"Gilbert's Spire",0,0,1,0,1,"",0
90,"The Bannock",0,"Bannock",0,0,1,0,0,"",0
91,"Gabineaux's Bower",0,"Gabineaux's Bower",0,0,1,0,1,"",0
92,"Naked Rock",0,"Naked Rock",0,0,1,0,1,"",0
93,"Spirithold",0,"Spirithold",0,0,1,0,1,"",0
94,"Bentbranch Meadows",0,"Bentbranch Meadows",0,0,1,0,1,"",0
95,"Galvanth's Spire",0,"Galvanth's Spire",0,0,1,0,1,"",0
96,"The Matron's Lethe",0,"Matron's Lethe",0,0,1,0,0,"",0
97,"The Tam-Tara Deepcroft",0,"Tam-Tara Deepcroft",0,0,1,0,0,"",0
98,"The Mirror Planks",0,"Mirror Planks",0,0,1,0,0,"",0
99,"Lilystone",0,"Lilystone",0,0,1,0,1,"",0
100,"Hedgetree",0,"Hedgetree",0,0,1,0,0,"",0
101,"Everschade",1,"Everschade",0,0,1,0,1,"",0
102,"Haukke Manor",0,"Haukke Manor",0,0,1,0,1,"",0
103,"Sanguine Perch",0,"Sanguine Perch",0,0,1,0,0,"",0
104,"Hopeseed Pond",0,"Hopeseed Pond",0,0,1,0,1,"",0
105,"Amberscale Rock",0,"Amberscale Rock",0,0,1,0,1,"",0
106,"Spriggan Dig",0,"Spriggan Dig",0,0,1,0,0,"",0
107,"The Hawthorne Hut",0,"Hawthorne Hut",0,0,1,0,0,"",0
108,"Hedgetree",0,"Hedgetree",0,0,1,0,0,"",0
109,"ジャッカスツリー監視哨",0,"",0,0,1,0,0,"",0
110,"Amarissaix's Spire",0,"Amarissaix's Spire",0,0,1,0,1,"",0
111,"Castrum Oriens",0,"Castrum Oriens",0,0,1,0,1,"",0
