key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
#,,,,,,,,,,,,,,,,,,,
int32,int32,int32,int32,int32,int32,int32,bool,bool,bool,bool,bool,bool,byte,int32,str,uint16,uint16,uint16,uint16
0,0,0,0,0,0,0,False,False,False,False,True,True,0,0,"",0,0,0,0
1,689,0,0,0,0,0,False,False,True,False,True,True,38,402,"Surprised",64001,100,200,0
2,690,0,0,0,0,0,False,False,True,False,True,True,33,403,"Angry",64002,101,201,0
3,691,0,0,0,0,0,False,False,True,False,True,True,27,404,"Furious",64003,102,202,0
4,693,0,0,0,0,0,False,False,True,False,True,True,13,405,"Blush",64004,103,203,0
5,694,0,0,0,0,0,False,False,True,False,True,True,1,406,"Bow",64005,104,204,0
6,695,0,0,0,0,0,False,False,True,False,True,True,23,407,"Cheer",64006,105,205,0
7,696,0,0,656,645,0,False,False,True,False,True,True,21,408,"Clap",64007,106,206,0
8,697,0,0,0,0,0,False,False,True,False,True,True,42,409,"Beckon",64008,107,207,0
9,698,0,0,0,0,0,False,False,True,False,True,True,14,410,"Comfort",64009,108,208,0
10,699,0,0,0,0,0,False,False,True,False,True,True,26,411,"Cry",64010,109,209,0
11,700,0,0,0,0,0,False,False,True,False,True,True,18,412,"Dance",64011,110,210,0
12,702,0,0,0,0,0,False,False,True,False,True,True,39,413,"Doubt",64012,111,211,0
13,703,0,0,657,646,0,False,False,True,False,True,True,46,414,"Doze",64013,112,212,0
14,704,0,0,0,0,0,False,False,True,False,True,True,28,415,"Fume",64014,113,213,0
15,705,0,0,0,0,0,False,False,True,False,True,True,3,416,"Goodbye",64015,114,214,0
16,706,0,0,663,652,0,False,False,True,False,True,True,4,417,"Wave",64016,115,215,0
17,707,0,0,660,649,0,False,False,True,False,True,True,34,418,"Huh",64017,116,216,0
18,708,0,0,0,0,0,False,False,True,False,True,True,9,419,"Joy",64018,117,217,0
19,710,0,0,0,0,0,False,False,True,False,True,True,5,420,"Kneel",64019,118,218,0
20,711,0,0,662,651,0,False,False,True,False,True,True,7,421,"Chuckle",64020,119,219,0
21,712,0,0,0,0,0,False,False,True,False,True,True,8,422,"Laugh",64021,120,220,0
22,713,0,0,0,0,0,False,False,True,False,True,True,50,423,"Lookout",64022,121,221,0
23,715,0,0,0,0,0,False,False,True,False,True,True,52,424,"Me",64023,122,222,0
24,716,0,0,0,0,0,False,False,True,False,True,True,24,425,"No",64024,123,223,0
25,717,0,0,0,0,0,False,False,True,False,True,True,25,426,"Deny",64025,124,224,0
26,719,0,0,0,0,0,False,False,True,False,True,True,29,427,"Panic",64026,125,225,0
27,720,0,0,0,0,0,False,False,True,False,True,True,47,428,"Point",64027,126,226,0
28,721,0,0,0,0,0,False,False,True,False,True,True,48,429,"Poke",64028,127,227,0
29,723,0,0,0,0,0,False,False,True,False,True,True,22,430,"Congratulate",64029,128,228,0
30,724,0,0,0,0,0,False,False,True,False,True,True,15,431,"Psych",64030,129,229,0
31,725,0,0,0,0,0,False,False,True,False,True,True,6,432,"Salute",64031,130,230,0
32,729,0,0,0,0,0,False,False,True,False,True,True,35,433,"Shocked",64032,131,231,0
33,730,0,0,0,0,0,False,False,True,False,True,True,36,434,"Shrug",64033,132,232,0
34,731,0,0,0,0,0,False,False,True,False,True,True,11,435,"Rally",64034,133,233,0
35,732,0,0,0,0,0,False,False,True,False,True,True,12,436,"Soothe",64035,134,234,0
36,733,0,0,0,0,0,False,False,True,False,True,True,37,437,"Stagger",64036,135,235,0
37,734,0,0,0,0,0,False,False,True,False,True,True,49,438,"Stretch",64037,136,236,0
38,735,0,0,0,0,0,False,False,True,False,True,True,32,439,"Sulk",64038,137,237,0
39,736,0,0,669,589,589,False,False,True,False,True,True,43,440,"Think",64039,138,238,0
40,737,0,0,0,0,0,False,False,True,False,True,True,30,441,"Upset",64040,139,239,0
41,738,0,0,0,0,0,False,False,True,False,True,True,2,442,"Welcome",64041,140,240,0
42,739,0,0,0,0,0,False,False,True,False,True,True,19,443,"Yes",64042,141,241,0
43,740,0,0,0,0,0,False,False,True,False,True,True,20,444,"Thumbs Up",64043,142,242,0
44,714,0,0,0,0,0,False,False,True,False,True,True,44,445,"Examine Self",64044,143,243,0
45,722,0,0,0,0,0,False,False,True,False,True,True,41,446,"Pose",64045,144,244,0
46,692,0,0,0,0,0,False,False,True,False,True,True,17,447,"Blow Kiss",64049,148,248,0
47,701,0,0,0,0,0,False,False,True,False,True,True,40,448,"Grovel",64051,150,250,0
48,709,0,0,0,0,0,False,False,True,False,True,True,10,449,"Happy",64052,151,251,0
49,718,0,0,0,0,0,False,False,True,False,True,True,31,450,"Disappointed",64053,152,252,0
50,654,653,0,0,0,0,True,False,False,False,True,True,45,451,"Sit",64054,0,0,0
51,655,0,0,655,0,0,True,True,False,False,True,True,0,0,"Stand Up",64054,0,0,0
52,643,642,0,0,0,0,True,False,False,False,True,True,0,0,"Sit",64054,0,0,0
53,644,0,0,0,644,0,True,True,False,False,True,True,0,0,"Stand Up",64054,0,0,0
