key,0,1
#,,
int32,str,uint32
0,"LOGMSG_AETHERYTE_HOME_POINT_REGISTER_SUCCSS",1343
1,"LOGMSG_AETHERYTE_FAVORITE_POINT_REGISTER_SUCCSS",1345
2,"EVENT_ACTION_SYMPATHY",19
3,"HOWTO_TELEPO",15
4,"LOGMSG_AETHERYTE_SYMPATHY_SUCCESS",1341
5,"REWARD_TELEPO",4
6,"LOGMSG_AETHERYTE_HOME_POINT_ALREADY_REGISTERED",1342
7,"ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_OVERRIDE",102315
8,"ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_OVERRIDE_YES",102316
9,"ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_OVERRIDE_NO",102317
10,"ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT",102303
11,"ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_YES",102304
12,"ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_NO",102305
13,"LOGMSG_AETHERYTE_FAVORITE_POINT_ALREADY_REGISTERED",1344
14,"ADDON_AETHERYTE_CONFIRM_REGISTER_FAVORITE",102306
15,"ADDON_AETHERYTE_CONFIRM_REGISTER_FAVORITE_YES",102307
16,"ADDON_AETHERYTE_CONFIRM_REGISTER_FAVORITE_NO",102308
17,"ADDON_AETHERYTE_CONFIRM_SWAP_FAVORITE",102319
18,"ADDON_AETHERYTE_CONFIRM_SWAP_FAVORITE_YES",102320
19,"ADDON_AETHERYTE_CONFIRM_SWAP_FAVORITE_NO",102321
20,"SCREEN_IMAGE_UNLOCK_TELEPO",15
21,"LOGMSG_AETHERNET_SYMPATHY_SUCCESS",1346
22,"VFX_SYMPATHY_SUCCESS",114
23,"HOWTO_AETHERNET",19
24,"AETHERNET_FST_FIELD_0",31
25,"AETHERNET_FST_FIELD_1",32
26,"AETHERNET_SEA_FIELD_0",45
27,"AETHERNET_SEA_FIELD_1",46
28,"AETHERNET_WIL_FIELD_0",38
29,"AETHERNET_WIL_FIELD_1",39
30,"AETHERNET_WIL_FIELD_2",40
