key,0,1,2,3,4,5,6,7
#,,,,,,,,
int32,byte,str,str,byte,uint16,uint32,uint16,byte
0,0,"","",0,0,0,0,0
1,13,"To Crush Your Enemies I","Defeat 100 enemies.",5,0,0,0,3
2,13,"To Crush Your Enemies II","Defeat 500 enemies.",5,0,0,0,3
3,13,"To Crush Your Enemies III","Defeat 1,000 enemies.",10,0,0,0,3
4,13,"To Crush Your Enemies IV","Defeat 5,000 enemies.",10,0,0,0,3
5,13,"To Crush Your Enemies V","Defeat 10,000 enemies.",10,0,0,0,3
6,13,"To Crush Your Enemies VI","Defeat 50,000 enemies.",10,9,0,0,3
7,13,"Let the Bodies Hit the Floor","Defeat 100,000 enemies.",30,0,2907,0,3
8,13,"La Noscea Big Game Hunter","Defeat the notorious monsters Barometz, Slippery Sykes, Gluttonous Gertrude, Bomb Baron, Unknown Soldier, great buffalo, and Old Six–arms.",10,0,0,0,2
9,13,"Black Shroud Big Game Hunter","Defeat the notorious monsters Queen Bolete, alux, jackanapes, Sirocco, Phaia, Haughtpox Bloatbelly, and the Prince of Pestilence.",10,0,0,0,2
10,13,"Thanalan Big Game Hunter","Defeat the notorious monsters Cactuar Jack, elder mosshorn, Daddy Longlegs, Kokoroon Quickfingers, nest commander, Bardi, and Pyrausta.",10,0,0,0,2
11,13,"Coerthas Big Game Hunter","Defeat the notorious monsters Uraeus, Spitfire, and Downy Dunstan.",10,0,0,0,2
12,13,"Mor Dhona Big Game Hunter","Defeat the notorious monster Dodore.",10,0,0,0,2
13,13,"Shposhae Big Game Hunter","Defeat the notorious monsters Shearing Sheridan, giant remora, and the lone coeurl.",10,0,0,0,2
14,13,"Bane of the Tribes","Defeat the notorious beastmen Lozol Totoloq the Decapitator, Flamefist Ahlygg Roh, and Third Order Patriarch Zu Ga.",10,0,0,0,2
15,13,"Notorious Monster Hunting","Defeat 25 different notorious monsters.",30,10,0,0,2
16,13,"Had Me Some Fun","Defeat Ifrit in the Bowl of Embers (hard).",5,0,0,0,2
17,13,"Most Adorable Death Ever","Defeat Good King Moggle Mog XII in Thornmarch.",5,0,0,0,2
18,13,"Where the Wind Blows","Defeat Garuda in the Howling Eye (hard).",5,0,0,0,2
19,14,"Stick Them with the Pointy End I","Achieve gladiator level 10.",5,0,0,0,4
20,14,"Stick Them with the Pointy End II","Achieve gladiator level 20.",5,0,0,0,4
21,14,"Stick Them with the Pointy End III","Achieve gladiator level 30.",5,0,0,0,4
22,14,"Stick Them with the Pointy End IV","Achieve gladiator level 40.",5,0,0,0,4
23,14,"Stick Them with the Pointy End V","Achieve gladiator level 50.",5,0,0,0,4
24,14,"The Sweet Science I","Achieve pugilist level 10.",5,0,0,0,4
25,14,"The Sweet Science II","Achieve pugilist level 20.",5,0,0,0,4
26,14,"The Sweet Science III","Achieve pugilist level 30.",5,0,0,0,4
27,14,"The Sweet Science IV","Achieve pugilist level 40.",5,0,0,0,4
28,14,"The Sweet Science V","Achieve pugilist level 50.",5,0,0,0,4
29,14,"An Axe to Grind I","Achieve marauder level 10.",5,0,0,0,4
30,14,"An Axe to Grind II","Achieve marauder level 20.",5,0,0,0,4
31,14,"An Axe to Grind III","Achieve marauder level 30.",5,0,0,0,4
32,14,"An Axe to Grind IV","Achieve marauder level 40.",5,0,0,0,4
33,14,"An Axe to Grind V","Achieve marauder level 50.",5,0,0,0,4
34,14,"Strong Lance Arm I","Achieve lancer level 10.",5,0,0,0,4
35,14,"Strong Lance Arm II","Achieve lancer level 20.",5,0,0,0,4
36,14,"Strong Lance Arm III","Achieve lancer level 30.",5,0,0,0,4
37,14,"Strong Lance Arm IV","Achieve lancer level 40.",5,0,0,0,4
38,14,"Strong Lance Arm V","Achieve lancer level 50.",5,0,0,0,4
39,14,"Just Talkin' 'Bout Shafts I","Achieve archer level 10.",5,0,0,0,4
40,14,"Just Talkin' 'Bout Shafts II","Achieve archer level 20.",5,0,0,0,4
41,14,"Just Talkin' 'Bout Shafts III","Achieve archer level 30.",5,0,0,0,4
42,14,"Just Talkin' 'Bout Shafts IV","Achieve archer level 40.",5,0,0,0,4
43,14,"Just Talkin' 'Bout Shafts V","Achieve archer level 50.",5,0,0,0,4
44,14,"Mastering War","Achieve level 50 as a gladiator, pugilist, marauder, archer, and lancer.",20,13,0,0,4
45,14,"I Got the Magic Stick I","Achieve conjurer level 10.",5,0,0,0,4
46,14,"I Got the Magic Stick II","Achieve conjurer level 20.",5,0,0,0,4
47,14,"I Got the Magic Stick III","Achieve conjurer level 30.",5,0,0,0,4
48,14,"I Got the Magic Stick IV","Achieve conjurer level 40.",5,0,0,0,4
49,14,"I Got the Magic Stick V","Achieve conjurer level 50.",5,0,0,0,4
50,14,"Bring Out Your Dead I","Achieve thaumaturge level 10.",5,0,0,0,4
51,14,"Bring Out Your Dead II","Achieve thaumaturge level 20.",5,0,0,0,4
52,14,"Bring Out Your Dead III","Achieve thaumaturge level 30.",5,0,0,0,4
53,14,"Bring Out Your Dead IV","Achieve thaumaturge level 40.",5,0,0,0,4
54,14,"Bring Out Your Dead V","Achieve thaumaturge level 50.",5,0,0,0,4
55,14,"Mastering Magic","Achieve level 50 as a conjurer and a thaumaturge.",20,14,0,0,4
56,14,"A Life of Adventure","Achieve level 50 in all disciplines of War and Magic.",30,0,2909,0,4
57,14,"Knock on Wood I","Achieve carpenter level 10.",5,0,0,0,4
58,14,"Knock on Wood II","Achieve carpenter level 20.",5,0,0,0,4
59,14,"Knock on Wood III","Achieve carpenter level 30.",5,0,0,0,4
60,14,"Knock on Wood IV","Achieve carpenter level 40.",5,0,0,0,4
61,14,"Knock on Wood V","Achieve carpenter level 50.",5,0,0,0,4
62,14,"Temper, Temper I","Achieve blacksmith level 10.",5,0,0,0,4
63,14,"Temper, Temper II","Achieve blacksmith level 20.",5,0,0,0,4
64,14,"Temper, Temper III","Achieve blacksmith level 30.",5,0,0,0,4
65,14,"Temper, Temper IV","Achieve blacksmith level 40.",5,0,0,0,4
66,14,"Temper, Temper V","Achieve blacksmith level 50.",5,0,0,0,4
67,14,"The Riddle of Steel I","Achieve armorer level 10.",5,0,0,0,4
68,14,"The Riddle of Steel II","Achieve armorer level 20.",5,0,0,0,4
69,14,"The Riddle of Steel III","Achieve armorer level 30.",5,0,0,0,4
70,14,"The Riddle of Steel IV","Achieve armorer level 40.",5,0,0,0,4
71,14,"The Riddle of Steel V","Achieve armorer level 50.",5,0,0,0,4
72,14,"Heart of Gold I","Achieve goldsmith level 10.",5,0,0,0,4
73,14,"Heart of Gold II","Achieve goldsmith level 20.",5,0,0,0,4
74,14,"Heart of Gold III","Achieve goldsmith level 30.",5,0,0,0,4
75,14,"Heart of Gold IV","Achieve goldsmith level 40.",5,0,0,0,4
76,14,"Heart of Gold V","Achieve goldsmith level 50.",5,0,0,0,4
77,14,"Tougher Than Leather I","Achieve leatherworker level 10.",5,0,0,0,4
78,14,"Tougher Than Leather II","Achieve leatherworker level 20.",5,0,0,0,4
79,14,"Tougher Than Leather III","Achieve leatherworker level 30.",5,0,0,0,4
80,14,"Tougher Than Leather IV","Achieve leatherworker level 40.",5,0,0,0,4
81,14,"Tougher Than Leather V","Achieve leatherworker level 50.",5,0,0,0,4
82,14,"Smiling, Styling, and Textiling I","Achieve weaver level 10.",5,0,0,0,4
