key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,,,,,,,,,,,,,,,,
int32,int32,byte,int32,byte,int32,byte,int32,byte,int32,byte,int32,byte,int32,byte,int32,byte
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,50,2,50,0,0,0,0,0,0,0,0,0,0,0,0
2,3,20,4,10,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,89,4,90,3,91,3,97,7,98,7,99,6,100,10,101,20
5,102,4,103,3,104,3,110,7,111,7,112,6,113,10,114,20
6,115,4,116,3,117,3,123,7,124,7,125,6,126,10,127,20
7,26,3,44,6,45,3,27,50,46,3,28,15,0,0,0,0
8,26,3,44,6,45,3,27,70,46,3,28,15,0,0,0,0
9,26,3,44,6,45,3,27,50,46,3,28,15,0,0,0,0
10,26,3,44,6,45,3,27,70,46,3,28,15,0,0,0,0
11,29,3,47,6,48,3,30,50,49,3,31,15,0,0,0,0
12,29,3,47,6,48,3,30,70,49,3,31,15,0,0,0,0
13,29,3,47,6,48,3,30,50,49,3,31,15,0,0,0,0
14,29,3,47,6,48,3,30,70,49,3,31,15,0,0,0,0
15,32,3,50,6,51,3,33,50,52,3,34,15,0,0,0,0
16,32,3,50,6,51,3,33,70,52,3,34,15,0,0,0,0
17,32,3,50,6,51,3,33,50,52,3,34,15,0,0,0,0
18,32,3,50,6,51,3,33,70,52,3,34,15,0,0,0,0
19,35,3,44,6,45,3,36,50,46,3,37,15,0,0,0,0
20,35,3,44,6,45,3,36,70,46,3,37,15,0,0,0,0
21,35,3,44,6,45,3,36,50,46,3,37,15,0,0,0,0
22,35,3,44,6,45,3,36,70,46,3,37,15,0,0,0,0
23,38,3,47,6,48,3,39,50,49,3,40,15,0,0,0,0
24,38,3,47,6,48,3,39,70,49,3,40,15,0,0,0,0
25,38,3,47,6,48,3,39,50,49,3,40,15,0,0,0,0
26,38,3,47,6,48,3,39,70,49,3,40,15,0,0,0,0
27,41,3,50,6,51,3,42,50,52,3,43,15,0,0,0,0
28,41,3,50,6,51,3,42,70,52,3,43,15,0,0,0,0
29,41,3,50,6,51,3,42,50,52,3,43,15,0,0,0,0
30,41,3,50,6,51,3,42,70,52,3,43,15,0,0,0,0
31,26,3,44,6,45,3,27,50,46,3,28,15,0,0,0,0
32,26,3,44,6,45,3,27,70,46,3,28,15,0,0,0,0
33,26,3,44,6,45,3,27,50,46,3,28,15,0,0,0,0
34,26,3,44,6,45,3,27,70,46,3,28,15,0,0,0,0
35,29,3,47,6,48,3,30,50,49,3,31,15,0,0,0,0
36,29,3,47,6,48,3,30,70,49,3,31,15,0,0,0,0
37,29,3,47,6,48,3,30,50,49,3,31,15,0,0,0,0
38,29,3,47,6,48,3,30,70,49,3,31,15,0,0,0,0
39,32,3,50,6,51,3,33,50,52,3,34,15,0,0,0,0
40,32,3,50,6,51,3,33,70,52,3,34,15,0,0,0,0
41,32,3,50,6,51,3,33,50,52,3,34,15,0,0,0,0
42,32,3,50,6,51,3,33,70,52,3,34,15,0,0,0,0
43,26,3,44,6,45,3,27,50,46,3,28,15,0,0,0,0
44,26,3,44,6,45,3,27,70,46,3,28,15,0,0,0,0
45,26,3,44,6,45,3,27,50,46,3,28,15,0,0,0,0
46,26,3,44,6,45,3,27,70,46,3,28,15,0,0,0,0
47,29,3,47,6,48,3,30,50,49,3,31,15,0,0,0,0
48,29,3,47,6,48,3,30,70,49,3,31,15,0,0,0,0
49,29,3,47,6,48,3,30,50,49,3,31,15,0,0,0,0
50,29,3,47,6,48,3,30,70,49,3,31,15,0,0,0,0
51,32,3,50,6,51,3,33,50,52,3,34,15,0,0,0,0
52,32,3,50,6,51,3,33,70,52,3,34,15,0,0,0,0
53,32,3,50,6,51,3,33,50,52,3,34,15,0,0,0,0
54,32,3,50,6,51,3,33,70,52,3,34,15,0,0,0,0
55,26,3,44,6,45,3,27,50,46,3,28,15,0,0,0,0
56,26,3,44,6,45,3,27,70,46,3,28,15,0,0,0,0
57,26,3,44,6,45,3,27,50,46,3,28,15,0,0,0,0
58,26,3,44,6,45,3,27,70,46,3,28,15,0,0,0,0
59,29,3,47,6,48,3,30,50,49,3,31,15,0,0,0,0
60,29,3,47,6,48,3,30,70,49,3,31,15,0,0,0,0
61,29,3,47,6,48,3,30,50,49,3,31,15,0,0,0,0
62,29,3,47,6,48,3,30,70,49,3,31,15,0,0,0,0
63,32,3,50,6,51,3,33,50,52,3,34,15,0,0,0,0
64,32,3,50,6,51,3,33,70,52,3,34,15,0,0,0,0
65,32,3,50,6,51,3,33,50,52,3,34,15,0,0,0,0
