key,0,1,2,3,4,5,6,7
#,Gil,CompleteParam,RequiredQuest{1},RequiredQuest{2},RequiredQuest{3},RequiredQuest{4},QuestReward,Class{Level}
int32,uint16,byte,Quest,Quest,Quest,Quest,uint16,uint16
0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
2,80,1,0,0,0,0,0,10
3,0,2,65983,66213,0,0,0,0
4,0,1,0,0,0,0,0,10
5,0,1,0,0,0,0,2,0
6,40,1,0,0,0,0,0,12
7,0,1,0,0,0,0,0,0
8,0,1,66087,0,0,0,0,0
9,120,2,66043,66064,66082,0,0,0
10,80,2,66043,66064,66082,0,0,0
11,40,1,0,0,0,0,0,15
12,40,1,0,0,0,0,0,30
13,40,1,0,0,0,0,0,0
14,40,1,0,0,0,0,0,15
15,0,1,66338,0,0,0,0,0
16,40,1,0,0,0,0,0,0
17,0,1,0,0,0,0,0,0
18,0,1,0,0,0,0,0,0
19,0,1,65985,0,0,0,0,0
20,0,1,66081,0,0,0,0,0
21,0,1,66045,0,0,65879,0,0
22,40,1,66498,0,0,0,0,0
23,40,1,0,0,0,0,0,0
