key,0,1,2,3,4
#,Text,SelfKind,TargetKind,NumParam,FCActivityCategory
int32,str,byte,byte,byte,FCActivityCategory
0,"",0,0,0,-1
1,"Free company established!",0,0,0,0
2,"Company rank <Value>IntegerParameter(1)</Value> attained!",0,0,1,0
3,"Standing with the <Sheet(GrandCompany,IntegerParameter(1),0)/> now <Color(-154)><Sheet(FCReputation,IntegerParameter(2),4)/></Color>!",1,0,1,5
4,"Standing with the <Sheet(GrandCompany,IntegerParameter(1),0)/> now <Color(-154)><Sheet(FCReputation,IntegerParameter(2),4)/></Color>!",1,0,1,6
5,"Standing with the <Sheet(GrandCompany,IntegerParameter(1),0)/> now <Color(-154)><Sheet(FCReputation,IntegerParameter(2),4)/></Color>!",1,0,1,7
6,"“<Sheet(FCRights,IntegerParameter(1),0)/>” entitlement awarded!",0,0,1,0
7,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>you<Else/><If(PlayerParameter(7))><SheetEn(ObjStr,2,PlayerParameter(7),1,1)/><Else/>ObjectParameter(2)</If></If>)/> joined the company.",4,0,0,1
8,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>you<Else/><If(PlayerParameter(7))><SheetEn(ObjStr,2,PlayerParameter(7),1,1)/><Else/>ObjectParameter(2)</If></If>)/> joined the company.",4,0,0,1
9,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>you<Else/><If(PlayerParameter(7))><SheetEn(ObjStr,2,PlayerParameter(7),1,1)/><Else/>ObjectParameter(2)</If></If>)/> left the company.",4,0,0,2
10,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>you<Else/><If(PlayerParameter(7))><SheetEn(ObjStr,2,PlayerParameter(7),1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>were<Else/>was</If> dismissed from the company.",4,0,0,2
11,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>you<Else/><If(PlayerParameter(7))><SheetEn(ObjStr,2,PlayerParameter(7),1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>were<Else/>was</If> made <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>.",4,5,0,3
12,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>you<Else/><If(PlayerParameter(7))><SheetEn(ObjStr,2,PlayerParameter(7),1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>were<Else/>was</If> elected <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>.",4,5,0,3
13,"<Clickable(<If(Equal(ObjectParameter(1),ObjectParameter(2)))>you<Else/><If(PlayerParameter(7))><SheetEn(ObjStr,2,PlayerParameter(7),1,1)/><Else/>ObjectParameter(2)</If></If>)/> <If(Equal(ObjectParameter(1),ObjectParameter(2)))>were<Else/>was</If> made <If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>.",4,5,0,3
14,"Company allegiance pledged to the <Sheet(GrandCompany,IntegerParameter(1),0)/>.",0,1,0,5
