key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,MapCondition,PriorityCategoryUI,PriorityUI,MapIndex,Hierarchy,MapMarkerRange,Id,SizeFactor,Offset{X},Offset{Y},PlaceName{Region},PlaceName,PlaceName{Sub},DiscoveryIndex
int32,MapCondition,byte,sbyte,byte,uint16,str,single,int32,int32,int32,PlaceName,PlaceName,PlaceName,bool
0,0,0,0,0,50000,"",1,0,0,0,-1,0,0,True
1,0,0,0,1,50000,"default/00",1,21,21,0,-1,0,1,True
2,2,2,0,1,2000,"f1t1/00",2,23,52,0,-1,0,132,True
3,2,3,0,1,3000,"f1t2/00",2,23,53,0,-1,0,133,True
4,2,5,0,1,4000,"f1f1/00",1,23,54,0,0,16382,148,True
5,2,6,0,1,5000,"f1f2/00",1,23,55,0,0,1048574,152,False
6,2,7,0,1,6000,"f1f3/00",1,23,56,0,1,131070,153,False
7,2,8,0,1,7000,"f1f4/00",1,23,57,0,2,131070,154,False
8,2,9,0,1,8000,"f1d1/00",3,23,58,0,1,4094,164,True
9,2,10,0,1,10000,"f1r1/00",2,23,61,0,2,16382,169,True
10,0,0,0,1,9000,"f1f1/01",2,23,106,0,-1,0,0,True
11,1,2,0,1,20000,"s1t1/01",2,22,28,0,-1,0,128,True
12,1,3,0,1,21000,"s1t2/00",2,22,29,0,-1,0,129,True
13,3,2,0,1,13000,"w1t1/01",2,24,40,0,-1,0,130,True
14,3,3,1,1,14000,"w1t2/01",2,24,41,373,-1,0,131,True
15,1,6,0,1,22100,"s1f1/00",1,22,30,0,3,254,134,True
16,1,7,0,1,22200,"s1f2/00",1,22,31,0,4,2046,135,True
17,1,8,0,1,22300,"s1f3/00",1,22,32,0,5,32766,137,True
18,1,9,0,1,22400,"s1f4/00",1,22,33,0,3,1048574,138,False
19,1,10,0,1,22500,"s1f5/00",1,22,34,0,6,510,139,True
20,3,5,0,1,12100,"w1f1/00",1,24,42,0,7,8190,140,True
21,3,6,0,1,12000,"w1f2/00",1,24,43,0,8,16382,141,True
22,3,7,0,1,12200,"w1f3/00",1,24,44,0,4,262142,145,False
23,3,8,0,1,12300,"w1f4/01",1,24,45,0,5,1048574,146,False
24,3,9,0,1,12400,"w1f5/00",1,24,46,0,9,510,147,True
25,5,2,0,1,35000,"l1f1/01",1,26,67,0,6,131070,156,False
26,0,0,0,1,50000,"s1ti/00",8,22,733,0,-1,0,177,True
27,0,0,0,1,50000,"w1ti/00",8,24,617,0,-1,0,178,True
