key,0,1,2,3,4,5,6,7,8
#,TargetLocations[0],TargetLocations[1],TargetLocations[2],TargetLocations[3],TargetLocations[4],TargetLocations[5],TargetLocations[6],TargetLocations[7],PlaceName
int32,ChocoboTaxi,ChocoboTaxi,ChocoboTaxi,ChocoboTaxi,ChocoboTaxi,ChocoboTaxi,ChocoboTaxi,ChocoboTaxi,str
1179648,1,0,0,0,0,0,0,0,"Reginald Eventman I"
1179649,0,0,0,0,0,0,0,0,"Reginald Eventman II"
1179650,16,2,4,18,8,12,0,0,"Gridania"
1179651,6,0,0,0,0,0,0,0,"The Hawthorne Hut"
1179652,21,24,0,0,0,0,0,0,"Buscarron's Druthers"
1179653,10,25,23,0,0,0,0,0,"Quarrymill"
1179654,14,20,22,108,0,0,0,0,"Camp Tranquil"
1179655,17,27,0,0,0,0,0,0,"Hyrstmill"
1179656,19,26,94,0,0,0,0,0,"Fallgourd Float"
1179657,3,0,0,0,0,0,0,0,"Bentbranch Meadows"
1179658,42,32,44,30,48,52,38,28,"Ul'dah"
1179659,33,36,34,0,0,0,0,0,"Horizon"
1179660,31,37,0,0,0,0,0,0,"Vesper Bay"
1179661,29,35,0,0,0,0,0,0,"The Silver Bazaar"
1179662,43,0,0,0,0,0,0,0,"Black Brush Station"
1179663,46,56,110,0,0,0,0,0,"Camp Drybone"
1179664,50,58,0,0,0,0,0,0,"Little Ala Mhigo"
1179665,54,59,0,0,0,0,0,0,"Forgotten Springs"
1179666,40,60,0,0,0,0,0,0,"Camp Bluefog"
1179667,57,0,0,0,0,0,0,0,"The Golden Bazaar"
1179668,61,0,0,0,0,0,0,0,"Ceruleum Processing Plant"
1179669,62,88,64,86,68,72,76,0,"Limsa Lominsa"
1179670,63,0,0,0,0,0,0,0,"Summerford Farms"
1179671,66,93,0,0,0,0,0,0,"Swiftperch"
1179672,70,0,0,0,0,0,0,0,"Aleport"
1179673,74,0,0,0,0,0,0,0,"Wineport"
1179674,79,0,0,0,0,0,0,0,"Camp Bronze Lake"
1179675,87,90,0,0,0,0,0,0,"Moraby Drydocks"
1179676,89,91,0,0,0,0,0,0,"Red Rooster Stead"
1179677,84,0,0,0,0,0,0,0,"Costa del Sol"
1179678,0,0,0,0,0,0,0,0,"（空き）"
1179679,98,0,0,0,0,0,0,0,"The Observatorium"
1179680,99,101,102,96,0,0,0,0,"Camp Dragonhead"
1179681,100,0,0,0,0,0,0,0,"Whitebrim"
1179682,104,106,0,0,0,0,0,0,"Revenant's Toll"
1179683,107,0,0,0,0,0,0,0,"Saint Coinach's Find"
1179712,0,0,0,0,0,0,0,0,""
