key,0,1,2,3
#,Group,Key,LookupTable,Text
int32,uint32,str,str,str
100,1,"@","【Languages】","Languages."
101,1,"","Please use the auto-translate function.","-"
102,1,"","Japanese","-"
103,1,"","English","-"
104,1,"","French","-"
105,1,"","German","-"
106,1,"","Can you speak Japanese?","-"
107,1,"","Can you speak English?","-"
108,1,"","Can you speak French?","-"
109,1,"","Can you speak German?","-"
110,1,"","I don't speak any English.","-"
111,1,"","I don't speak any Japanese.","-"
112,1,"","I don't speak any French.","-"
113,1,"","I don't speak any German.","-"
114,1,"","Please listen.","-"
115,1,"","Can you hear me?","-"
116,1,"","I can speak a little.","-"
117,1,"","I can understand a little.","-"
118,1,"","Please use simple words.","-"
119,1,"","Please do not abbreviate your words.","-"
120,1,"","I need some time to put together my answer.","-"
200,2,"@","【Greetings】","Greetings."
201,2,"","Nice to meet you.","-"
202,2,"","Good morning!","-"
203,2,"","Hello!","-"
204,2,"","Good evening!","-"
205,2,"","Good night!","-"
206,2,"","Goodbye.","-"
207,2,"","I had fun today!","-"
208,2,"","See you again!","-"
209,2,"","Let's play together again sometime!","-"
210,2,"","I'm back!","-"
211,2,"","Welcome back.","-"
212,2,"","Congratulations!","-"
213,2,"","Good job!","-"
214,2,"","Good luck!","-"
215,2,"","All right!","-"
216,2,"","Thank you.","-"
217,2,"","You're welcome.","-"
218,2,"","Take care.","-"
219,2,"","I'm sorry.","-"
220,2,"","Please forgive me.","-"
221,2,"","That's too bad.","-"
222,2,"","Excuse me...","-"
223,2,"","Have a safe journey.","-"
300,3,"@","【Questions】","Questions."
301,3,"","Who?","-"
302,3,"","Which?","-"
303,3,"","How?","-"
304,3,"","What?","-"
305,3,"","When?","-"
306,3,"","How many?","-"
307,3,"","Where?","-"
308,3,"","Why?","-"
309,3,"","How come?","-"
310,3,"","Where shall we go?","-"
311,3,"","Can you do it?","-"
312,3,"","Do you need any help?","-"
313,3,"","Which levequest shall we do?","-"
314,3,"","Which duties can you do?","-"
315,3,"","Do you have it?","-"
316,3,"","What weapons can you use?","-"
317,3,"","What other classes can you use?","-"
318,3,"","What other roles can you cover?","-"
319,3,"","Do you have it set?","-"
320,3,"","What's the battle plan?","-"
321,3,"","Can I add you to my friend list?","-"
322,3,"","Shall we take a break?","-"
323,3,"","Do you want me to repair it?","-"
324,3,"","Can you repair it for me?","-"
325,3,"","Do you want me to meld materia to it?","-"
326,3,"","Can you meld materia for me?","-"
327,3,"","Would you join my party?","-"
328,3,"","Can I join your party?","-"
329,3,"","Should we disband?","-"
330,3,"","Do you want to join my linkshell?","-"
331,3,"","Can I join your linkshell?","-"
332,3,"","Do you want to join my free company?","-"
333,3,"","Can I join your free company?","-"
400,4,"@","【Answers】","Answers."
401,4,"","I don't understand.","-"
402,4,"","No thanks.","-"
403,4,"","Yes, please.","-"
404,4,"","If you would be so kind.","-"
405,4,"","Understood.","-"
406,4,"","I'm sorry. I'm busy now.","-"
407,4,"","I'm playing solo right now.","-"
408,4,"","I don't know how to answer that question.","-"
409,4,"","I see.","-"
410,4,"","Thanks for the offer, but I'll have to pass.","-"
411,4,"","That's interesting.","-"
412,4,"","Um...","-"
413,4,"","Huh!?","-"
414,4,"","Really?","-"
415,4,"","Hmmm.","-"
416,4,"","I have to go soon.","-"
500,5,"@","【Reasons】","Reasons."
501,5,"","Casting spell.","-"
502,5,"","Time for work!","-"
503,5,"","I have plans.","-"
504,5,"","I'm sleepy.","-"
505,5,"","I'm tired.","-"
506,5,"","Have stuff to do, gotta go!","-"
507,5,"","I don't feel well.","-"
508,5,"","I'm not up for it.","-"
509,5,"","I'm interested.","-"
510,5,"","I'm bound by duty.","-"
511,5,"","Fighting right now!","-"
512,5,"","I want to make money.","-"
513,5,"","I don't remember.","-"
514,5,"","I don't know.","-"
515,5,"","Just used it.","-"
516,5,"","I want experience points.","-"
517,5,"","Oops!","-"
518,5,"","I already have an invite.","-"
519,5,"","I already have one.","-"
520,5,"","No longer recruiting.","-"
521,5,"","I'm getting ready now.","-"
522,5,"","My hands are full.","-"
600,6,"@","【Trade】","Trade."
601,6,"","Can I have it?","-"
602,6,"","Can you do it for me?","-"
603,6,"","Lower the price?","-"
604,6,"","Buy?","-"
605,6,"","Sell?","-"
606,6,"","Trade?","-"
607,6,"","Do you need it?","-"
608,6,"","Can you make it?","-"
609,6,"","Do you have it?","-"
610,6,"","What materials are needed?","-"
611,6,"","I don't have any money.","-"
612,6,"","I don't have the item.","-"
613,6,"","I don't have anything to give you.","-"
614,6,"","You can have this.","-"
615,6,"","Please.","-"
616,6,"","Reward:","-"
617,6,"","Price:","-"
618,6,"","delivery","-"
700,7,"@","【Organize】","Organize."
701,7,"","Looking for members.","-"
702,7,"","Gather together.","-"
703,7,"","Team up?","-"
704,7,"","Are you alone?","-"
705,7,"","Any vacancies?","-"
706,7,"","Please invite me.","-"
707,7,"","Please let me join.","-"
708,7,"","Who is the leader?","-"
709,7,"","Just for a short time is fine.","-"
710,7,"","Our party's full.","-"
711,7,"","Please assist.","-"
712,7,"","Disbanding party.","-"
713,7,"","Taking a break.","-"
714,7,"","Looking for party.","-"
715,7,"","light party","-"
716,7,"","full party","-"
800,8,"@","【Tactics】","Tactics."
801,8,"","Please follow.","-"
802,8,"","I'll follow you.","-"
803,8,"","Please check it.","-"
804,8,"","Found it!","-"
805,8,"","Full attack!","-"
806,8,"","Pull back.","-"
807,8,"","Watch your aggro!","-"
808,8,"","Defeat this one first!","-"
809,8,"","Please don't attack.","-"
810,8,"","Hold the target!","-"
811,8,"","Please deactivate it.","-"
812,8,"","Heal!","-"
813,8,"","Cast it!","-"
814,8,"","Run away!","-"
815,8,"","Help me out!","-"
816,8,"","Stop!","-"
817,8,"","Standing by.","-"
818,8,"","None left.","-"
819,8,"","Don't have it.","-"
820,8,"","Please use it sparingly.","-"
821,8,"","I'll use it sparingly.","-"
822,8,"","My gear is in poor condition.","-"
823,8,"","Ready!","-"
824,8,"","Please set enemy marks.","-"
825,8,"","Please use it.","-"
826,8,"","Let's rest for a while.","-"
827,8,"","Pulling enemy over.","-"
828,8,"","Drawing enemy over.","-"
829,8,"","Wait, please.","-"
830,8,"","Let's meet there.","-"
831,8,"","Let's move.","-"
