key,0,1,2,3,4,5,6,7,8,9,10
#,,,,,,Command,ShortCommand,Description,Alias,ShortAlias,Param
int32,byte,byte,sbyte,sbyte,sbyte,str,str,str,str,str,TextCommandParam
102,1,0,0,0,0,"/say","/s","/say, /s
USAGE: /say [message]
→Sends a message to all PCs within a small radius.
The message will not be displayed if a PC has deselected [Say] in the chat filter.
Typing /say or /s without a message switches the default chat mode to [Say].","","",3
103,1,0,0,0,0,"/shout","/sh","/shout, /sh
USAGE: /shout [message]
→Sends a message to all PCs in the same area.
The message will not be displayed if a PC has deselected [Shout] in the chat filter.","","",1
104,3,0,0,0,0,"/tell","/t","/tell, /t
USAGE: /tell [PC name] [message]
→Sends a message to a specific PC within the same World.
This message cannot be seen by other PCs, and will not be displayed if [Tell] is deselected in the chat filter.
Typing /tell or /t [PC name] without a message switches the default chat mode to [Tell].","","",1
105,1,0,0,0,0,"/party","/p","/party, /p
USAGE: /party [message]
→Sends a message to all members of your current party, regardless of their location.
The message will not be displayed if a PC has deselected [Party] in the chat filter.
Typing /party or /p without a message switches the default chat mode to [Party].","","",1
106,1,0,0,0,0,"/linkshell","/l","/linkshell, /l
USAGE: /linkshell [message]
→Sends a message to all members of your active linkshell, regardless of their location.
Typing /linkshell or /l without a message switches the default chat mode to [Linkshell].","","",1
107,1,0,0,0,0,"/linkshell1","/l1","/linkshell1, /l1
USAGE: /linkshell1 [message]
→Sends a message to all members of the linkshell you have registered in linkshell slot 1, regardless of their location.","","",1
108,1,0,0,0,0,"/linkshell2","/l2","/linkshell2, /l2
USAGE: /linkshell2 [message]
→Sends a message to all members of the linkshell you have registered in linkshell slot 2, regardless of their location.","","",1
109,1,0,0,0,0,"/linkshell3","/l3","/linkshell3, /l3
USAGE: /linkshell3 [message]
→Sends a message to all members of the linkshell you have registered in linkshell slot 3, regardless of their location.","","",1
110,1,0,0,0,0,"/linkshell4","/l4","/linkshell4, /l4
USAGE: /linkshell4 [message]
→Sends a message to all members of the linkshell you have registered in linkshell slot 4, regardless of their location.","","",1
111,1,0,0,0,0,"/linkshell5","/l5","/linkshell5, /l5
USAGE: /linkshell5 [message]
→Sends a message to all members of the linkshell you have registered in linkshell slot 5, regardless of their location.","","",1
112,1,0,0,0,0,"/linkshell6","/l6","/linkshell6, /l6
USAGE: /linkshell6 [message]
→Sends a message to all members of the linkshell you have registered in linkshell slot 6, regardless of their location.","","",1
113,1,0,0,0,0,"/linkshell7","/l7","/linkshell7, /l7
USAGE: /linkshell7 [message]
→Sends a message to all members of the linkshell you have registered in linkshell slot 7, regardless of their location.","","",1
114,1,0,0,0,0,"/linkshell8","/l8","/linkshell8, /l8
USAGE: /linkshell8 [message]
→Sends a message to all members of the linkshell you have registered in linkshell slot 8, regardless of their location.","","",1
115,1,0,0,0,0,"/freecompany","/fc","/freecompany, /fc
USAGE: /freecompany [message]
→Sends a message to all members of your free company, regardless of their location.
Typing /freecompany or /fc without a message switches the default chat mode to [Free Company].","","",1
116,1,0,0,0,0,"/echo","/e","/echo, /e
USAGE: /echo [message]
→Displays a message that only you can see.","","",1
117,1,0,0,0,0,"/yell","/y","/yell, /y
USAGE: /yell [message]
→Sends a message to all PCs within a large radius.
The message will not be displayed if a PC has deselected [Yell] in the chat filter.
Typing /yell or /y without a message switches the default chat mode to [Yell].","","",1
118,1,0,0,0,0,"/reply","/r","/reply, /r
USAGE: /r [message]
→Sends a message to the last player from whom you received a /tell.","","",1
119,1,0,0,0,0,"/alliance","/a","/alliance, /a
USAGE: /alliance [message]
→Sends a message to all members of your current alliance, regardless of their location.
The message will not be displayed if a PC has deselected [Alliance] in the chat filter.
Typing /alliance or /a without a message switches the default chat mode to [Alliance].","","",1
121,1,0,0,0,0,"/join","","USAGE: /join
→Accepts a party invite.","","",0
122,1,0,0,0,0,"/decline","","USAGE: /decline
→Declines a party invite.","","",0
123,2,0,0,0,0,"/invite","","USAGE: /invite “PC name”
→Invites the specified PC to your party.
Invites current target when not specified.","","",0
124,2,0,0,0,0,"/kick","","USAGE: /kick “PC name”
→Kicks the specified PC from your party.
Kicks current target when not specified.","","",0
125,2,0,0,0,0,"/leader","","USAGE: /leader “PC name”
→Promotes the specified PC to party leader.
Promotes current target when not specified.","","",0
126,2,0,0,0,0,"/leave","","USAGE: /leave
→Leave your current party.","","",0
131,2,0,0,0,0,"/check","/c","/check, /c
USAGE: /check “PC name”
→Examines the specified PC.
Examines current target when not specified.","","",0
132,2,0,0,0,0,"/trade","","USAGE: /trade
→Initiates a trade with your current target.","","",0
133,1,0,0,0,0,"/automove","","USAGE: /automove
→Begin running in the current direction you are facing.
Move in the opposite direction or repeat the command to cancel.","","",0
134,2,0,0,0,0,"/follow","","USAGE: /follow
→Automatically follow a targeted PC.","","",0
135,1,0,0,0,0,"/loot","","USAGE: /loot
→Opens the nearest treasure coffer and displays the loot list.","","",0
136,2,0,0,0,0,"/meldrequest","","USAGE: /meldrequest “PC name”
→Sends a materia meld request to the specified PC.
Sends request to current target when not specified.","","",0
141,1,0,0,0,0,"/character","/gear","/character, /gear
USAGE: /character
→Opens and closes the Character interface.","","",0
142,1,0,0,0,0,"/journal","","USAGE: /journal
→Opens and closes the quest journal.","","",0
143,1,0,0,0,0,"/dutyfinder","/dfinder","/dutyfinder, /finder
USAGE: /dutyfinder
→Opens and closes the Duty Finder.","/finder","/cfinder",0
144,1,0,0,0,0,"/armourychest","/armoury","/armourychest, /armoury
USAGE: /armourychest
→Opens and closes your Armoury Chest.","","",0
145,1,0,0,0,0,"/huntinglog","/hlog","/huntinglog, /hlog
USAGE: /huntinglog
→Opens and closes the hunting log.","","",0
146,1,0,0,0,0,"/craftinglog","/clog","/craftinglog, /clog
USAGE: /craftinglog
→Opens and closes the crafting log.","","",0
147,1,0,0,0,0,"/gatheringlog","/glog","/gatheringlog, /glog
USAGE: /gatheringlog
→Opens and closes the gathering log.","","",0
148,1,0,0,0,0,"/fishinglog","/flog","/fishinglog, /flog
USAGE: /fishinglog
→Opens and closes the fishing log.","","",0
149,1,0,0,0,0,"/achievements","","USAGE: /achievements
→Opens the list of in-game FINAL FANTASY XIV achievements.","","",0
150,3,1,2,0,0,"/partycmd","/pcmd","/partycmd, /pcmd
USAGE: /partycmd [subcommand]
→Executes various party commands.
>>Subcommands:
  <Color(-154)>add “PC name” </Color> Invite a PC to your party.
  <Color(-154)>leave </Color> Leave your current party.
  <Color(-154)>kick “PC name” </Color> Oust a PC from your party.
  <Color(-154)>breakup </Color> Dissolve your current party.","","",0
151,3,1,2,0,0,"/friendlist","/flist","/friendlist, /flist
USAGE: /friendlist
→Executes various friend list commands.
>>Subcommands:
  <Color(-154)>add “PC name” </Color> Send a PC a friend request.
  <Color(-154)>accept “PC name” </Color> Accept a friend request from a PC.
  <Color(-154)>deny “PC name” </Color> Deny a friend request from a PC.
  <Color(-154)>remove “PC name” </Color> Remove a PC from your friend list.
Opens and closes friend list when no subcommand is specified.","","",0
152,3,1,2,0,0,"/blacklist","/blist","/blacklist, /blist
USAGE: /blacklist
→Executes various blacklist commands.
>>Subcommands:
  <Color(-154)>add “PC name</Color>”  Add a PC to your blacklist.
  <Color(-154)>remove “PC name” </Color> Remove a PC from your blacklist.
Opens and closes blacklist when no subcommand is specified.","","",0
