key,0,1,2,3,4,5
#,,,,,,
int32,int32,bool,uint32,uint32,uint32,int32
0,0,False,100,100,100,0
1,1819,False,100,100,100,0
2,1820,False,100,100,100,0
3,1821,False,100,100,100,0
4,1822,False,100,100,100,0
5,1823,False,100,100,100,0
6,1824,False,100,100,100,0
7,1825,False,100,100,100,0
8,1827,False,100,100,100,0
9,1833,False,100,100,100,0
10,1836,False,100,100,100,0
11,1838,False,100,100,100,0
12,1845,False,100,100,100,0
13,1847,False,100,100,100,0
14,1850,False,100,100,100,0
15,1855,False,100,100,100,0
16,1862,False,100,100,100,0
17,1867,False,100,100,100,0
18,1872,False,100,100,100,0
19,1889,False,100,100,100,0
20,1891,False,100,100,100,0
21,1892,False,100,100,100,0
22,1893,False,100,100,100,0
23,1894,False,100,100,100,0
24,1895,False,100,100,100,0
25,1897,False,100,100,100,0
26,1899,False,100,100,100,0
27,1905,False,100,100,100,0
28,1908,False,100,100,100,0
29,1915,False,100,100,100,0
30,1917,False,100,100,100,0
31,1920,False,100,100,100,0
32,1925,False,100,100,100,0
33,1932,False,100,100,100,0
34,1937,False,100,100,100,0
35,1942,False,100,100,100,0
36,1958,False,100,100,100,0
37,1959,False,100,100,100,0
38,1960,False,100,100,100,0
39,1961,False,100,100,100,0
40,1963,False,100,100,100,0
41,1965,False,100,100,100,0
42,1967,False,100,100,100,0
43,1969,False,100,100,100,0
44,1971,False,100,100,100,0
45,1976,False,100,100,100,0
46,1978,False,100,100,100,0
47,1974,False,100,100,100,0
48,1985,False,100,100,100,0
49,1981,False,100,100,100,0
50,1983,False,100,100,100,0
51,1987,False,100,100,100,0
52,1995,False,100,100,100,0
53,1996,False,100,100,100,0
54,1997,False,100,100,100,0
55,1998,False,100,100,100,0
56,2000,False,100,100,100,0
57,2002,False,100,100,100,0
58,2004,False,100,100,100,0
59,2010,False,100,100,100,0
60,2011,False,100,100,100,0
61,2015,False,100,100,100,0
62,2021,False,100,100,100,0
63,2023,False,100,100,100,0
64,2026,False,100,100,100,0
65,2030,False,100,100,100,0
66,2039,False,100,100,100,0
67,2044,False,100,100,100,0
68,1749,False,100,100,100,0
69,1750,False,100,100,100,0
70,1751,False,100,100,100,0
71,1752,False,100,100,100,0
72,1753,False,100,100,100,0
73,1754,False,100,100,100,0
74,1756,False,100,100,100,0
75,1758,False,100,100,100,0
76,1764,False,100,100,100,0
77,1766,False,100,100,100,0
78,1769,False,100,100,100,0
79,1776,False,100,100,100,0
80,1778,False,100,100,100,0
81,1781,False,100,100,100,0
82,1786,False,100,100,100,0
83,1796,False,100,100,100,0
84,1801,False,100,100,100,0
85,1803,False,100,100,100,0
86,2142,False,100,100,100,0
87,2143,False,100,100,100,0
88,2144,False,100,100,100,0
89,2145,False,100,100,100,0
90,2146,False,100,100,100,0
91,2147,False,100,100,100,0
92,2149,False,100,100,100,0
93,2151,False,100,100,100,0
94,2156,False,100,100,100,0
95,2160,False,100,100,100,0
96,2166,False,100,100,100,0
97,2169,False,100,100,100,0
98,2174,False,100,100,100,0
99,2185,False,100,100,100,0
100,2189,False,100,100,100,0
101,1601,False,100,100,100,0
102,1602,False,100,100,100,0
103,1603,False,100,100,100,0
104,1604,False,100,100,100,0
105,1605,False,100,100,100,0
106,1607,False,100,100,100,0
107,1609,False,100,100,100,0
108,1611,False,100,100,100,0
109,1614,False,100,100,100,0
110,1622,False,100,100,100,0
111,1625,False,100,100,100,0
112,1627,False,100,100,100,0
113,1633,False,100,100,100,0
114,1637,False,100,100,100,0
115,1639,False,100,100,100,0
116,1643,False,100,100,100,0
117,1650,False,100,100,100,0
118,1657,False,100,100,100,0
119,1659,False,100,100,100,0
120,1663,False,100,100,100,0
121,1680,False,100,100,100,0
122,1681,False,100,100,100,0
123,1682,False,100,100,100,0
124,1683,False,100,100,100,0
125,1684,False,100,100,100,0
126,1685,False,100,100,100,0
127,1686,False,100,100,100,0
128,1688,False,100,100,100,0
129,1694,False,100,100,100,0
130,1697,False,100,100,100,0
131,1699,False,100,100,100,0
132,1706,False,100,100,100,0
133,1708,False,100,100,100,0
134,1711,False,100,100,100,0
135,1716,False,100,100,100,0
136,1723,False,100,100,100,0
137,1728,False,100,100,100,0
138,1733,False,100,100,100,0
139,2055,False,100,100,100,0
140,2056,False,100,100,100,0
141,2057,False,100,100,100,0
142,2058,False,100,100,100,0
143,2059,False,100,100,100,0
144,2061,False,100,100,100,0
145,2063,False,100,100,100,0
146,2066,False,100,100,100,0
147,2069,False,100,100,100,0
148,2071,False,100,100,100,0
149,2076,False,100,100,100,0
150,2078,False,100,100,100,0
151,2083,False,100,100,100,0
152,2088,False,100,100,100,0
153,2094,False,100,100,100,0
154,2097,False,100,100,100,0
155,2106,False,100,100,100,0
156,2107,False,100,100,100,0
157,2108,False,100,100,100,0
158,2109,False,100,100,100,0
159,2111,False,100,100,100,0
160,2116,False,100,100,100,0
161,2118,False,100,100,100,0
162,2121,False,100,100,100,0
163,2123,False,100,100,100,0
164,2125,False,100,100,100,0
165,2130,False,100,100,100,0
166,2133,False,100,100,100,0
167,2219,False,100,100,100,0
168,2226,False,100,100,100,0
169,2228,False,100,100,100,0
170,2229,False,100,100,100,0
171,2230,False,100,100,100,0
172,2231,False,100,100,100,0
173,2233,False,100,100,100,0
174,2236,False,100,100,100,0
175,2239,False,100,100,100,0
176,2241,False,100,100,100,0
177,2242,False,100,100,100,0
178,2246,False,100,100,100,0
179,2248,False,100,100,100,0
180,2250,False,100,100,100,0
181,2257,False,100,100,100,0
182,2260,False,100,100,100,0
183,2262,False,100,100,100,0
184,2268,False,100,100,100,0
185,2270,False,100,100,100,0
186,2279,False,100,100,100,0
187,2287,False,100,100,100,0
188,2294,False,100,100,100,0
189,2298,False,100,100,100,0
190,2296,False,100,100,100,0
191,368,False,100,100,100,0
192,366,False,100,100,100,0
193,369,False,100,100,100,0
194,370,False,100,100,100,0
195,371,False,100,100,100,0
196,367,False,100,100,100,0
197,2653,False,100,100,100,36
198,2654,False,100,100,100,36
199,2662,False,100,100,100,81
200,2665,False,100,100,100,81
201,2669,False,100,100,100,14
202,2677,False,100,100,100,74
203,2697,False,100,100,100,36
204,2710,False,100,100,100,36
205,2708,False,100,100,100,46
206,2725,False,100,100,100,74
207,2729,False,100,100,100,74
208,2753,False,100,100,100,74
209,2767,False,100,100,100,81
210,2776,False,100,100,100,46
211,2788,False,100,100,100,36
212,2810,False,100,100,100,74
213,2825,False,100,100,100,46
214,2862,False,100,100,100,81
215,2882,False,100,100,100,46
216,2893,False,100,100,100,81
217,2629,False,100,100,100,29
218,2655,False,100,100,100,29
219,2661,False,100,100,100,74
220,2668,False,100,100,100,36
221,2675,False,100,100,100,14
222,2685,False,100,100,100,0
223,2691,False,100,100,100,0
224,2687,False,100,100,100,0
225,2693,False,100,100,100,0
226,2689,False,100,100,100,0
227,2695,False,100,100,100,0
228,2699,False,100,100,100,36
229,2703,False,100,100,100,46
230,2719,False,100,100,100,14
231,2728,False,100,100,100,81
232,2745,False,100,100,100,0
233,2743,False,100,100,100,0
234,2735,False,100,100,100,0
235,2737,False,100,100,100,0
236,2741,False,100,100,100,0
237,2739,False,100,100,100,0
238,2763,False,100,100,100,81
239,2774,False,100,100,100,36
240,2779,False,100,100,100,29
241,2796,False,100,100,100,0
242,2792,False,100,100,100,0
243,2798,False,100,100,100,0
244,2800,False,100,100,100,0
245,2794,False,100,100,100,0
246,2790,False,100,100,100,0
247,2806,False,100,100,100,14
248,2814,False,100,100,100,81
249,2832,False,100,100,100,29
250,2835,False,100,100,100,29
251,2852,False,100,100,100,81
252,2857,False,100,100,100,81
253,2876,False,100,100,100,0
254,2872,False,100,100,100,0
255,2878,False,100,100,100,0
256,2880,False,100,100,100,0
257,2874,False,100,100,100,0
258,2870,False,100,100,100,0
259,2891,False,100,100,100,81
260,2673,False,100,100,100,74
261,2712,False,100,100,100,29
262,2723,False,100,100,100,36
263,2755,False,100,100,100,46
264,2765,False,100,100,100,46
265,2802,False,100,100,100,46
266,2812,False,100,100,100,14
267,2830,False,100,100,100,29
268,2850,False,100,100,100,81
269,2889,False,100,100,100,81
270,2656,False,100,100,100,14
271,2664,False,100,100,100,46
272,2680,False,100,100,100,46
273,2786,False,100,100,100,36
274,2817,False,100,100,100,14
275,2827,False,100,100,100,36
